Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
50,The country of citizenship of Bart Sibrel is,The country of citizenship of the director of Astronauts Gone Wild is,Bart Sibrel,the director of Astronauts Gone Wild, American,3.3430202961426403e-07,3.1184981708065607e-07,3.347578740431345e-06,4.924516474602569e-07,7.566331987618469e-06,2.3055210931488546e-06,5.907903869228903e-06,3.2587881833023857e-06,1.2319342204136774e-06,2.7066069378633983e-05,2.8040396500728093e-05,1.0486586688784882e-05,2.7481126380735077e-05,9.864260391623247e-06,2.5154304239549674e-05,0.0001316115667577833,0.00013263984874356538,0.0006766513106413186,0.0066453698091208935,0.01840982586145401,0.13160854578018188,0.1938263326883316,0.2380823791027069,0.280658483505249,0.7276376485824585,0.8024979829788208,0.2181389331817627,0.2830125391483307,0.1002759337425232,0.07915626466274261,0.0542985238134861,0.6061205863952637,0.0007662413991056383,0.03435147553682327
51,The place of birth of Muhammad Ali Jinnah is,The place of birth of the spouse of Emibai Jinnah is,Muhammad Ali Jinnah,the spouse of Emibai Jinnah, Karachi,7.951779480208643e-06,1.8857643226510845e-05,1.1014395795427845e-06,7.806153007550165e-06,3.331537072881474e-06,7.009729756646266e-07,4.1478423895568994e-07,1.3107134009260335e-06,2.778530756586406e-07,1.917366603265691e-07,6.259633522631702e-08,3.229450484809604e-08,5.631063260125302e-08,1.6187968299163913e-07,3.0533274752997386e-07,3.7749546208942775e-06,1.573671579535585e-05,1.559099655423779e-05,5.157918167242315e-06,8.864348274073564e-06,5.3219368965073954e-06,1.8982042092829943e-05,1.0793648471008055e-05,1.6541303921258077e-05,3.5667503652803134e-06,3.30321017827373e-06,2.6780114694702206e-06,4.007558345620055e-06,8.491258085996378e-06,0.00010532936721574515,0.00026427124976180494,5.387939017964527e-05,0.01164916343986988,0.3984578549861908
52,The place of birth of Jelena Zrinska is,The place of birth of the spouse of Francis I Rákóczi is,Jelena Zrinska,the spouse of Francis I Rákóczi, Ozalj,2.8519950774352765e-06,2.5227400328731164e-06,3.087203367613256e-06,1.0309118181339727e-07,6.3346328182944944e-09,4.822983612484677e-08,8.046480104439979e-08,7.066406055855623e-07,4.836851417167054e-07,5.50594904780155e-07,3.0553857754966884e-07,7.638727339553952e-08,3.2380907555307203e-07,1.8937592471957032e-07,2.319736722711241e-06,1.138391326094279e-05,1.0955333891615737e-05,3.0800829335930757e-06,8.479692041873932e-06,5.974283794785151e-06,2.520905945857521e-05,5.454181882669218e-05,4.6130429836921394e-05,3.523646591929719e-05,3.540674924806808e-06,5.902188604522962e-07,5.070085080660647e-07,9.535190201859223e-07,5.526246695808368e-07,1.5231939869408961e-06,5.559054443438072e-07,8.69429550220957e-06,8.196968224183365e-07,9.55765790422447e-05
53,The place of birth of W. P. Kellino is,The place of birth of the director of Pay Box Adventure is,W. P. Kellino,the director of Pay Box Adventure, London,2.9612886009999784e-07,1.3664273410540773e-06,5.60282205697149e-06,4.593721314449795e-06,4.0405306208413094e-05,5.163626337889582e-05,0.00022123650705907494,5.844604856974911e-06,7.382976036751643e-05,2.5141604055534117e-05,5.641835741698742e-05,8.715006515558343e-06,2.3223819880513474e-06,2.7379810489946976e-06,4.918576451018453e-06,2.8527183530968614e-06,6.691904218314448e-06,1.7490037862444296e-05,1.7370837667840533e-05,1.165186858997913e-05,5.640472409140784e-06,9.386963938595727e-06,5.1140364121238235e-06,2.984072807521443e-06,3.004768404935021e-05,2.029440838668961e-05,9.822774700296577e-06,1.2507547580753453e-05,1.2690415132965427e-05,6.335626039799536e-06,6.761983968317509e-06,4.978509241482243e-05,0.0012148196110501885,0.0009453092352487147
54,The employer of Chip Gubera is,The employer of the director of Academy of Doom is,Chip Gubera,the director of Academy of Doom, University of Missouri,2.690310054731526e-07,6.679303332646214e-09,9.659040678400288e-09,6.616060233000098e-08,5.439560801789867e-09,7.0470504986985816e-09,2.711482238737517e-08,2.875051166029152e-07,1.6133255087424914e-07,8.349035596211252e-08,5.079519382888975e-07,1.061848422523326e-07,2.8543649932544213e-07,4.830277475775802e-07,3.383278226465336e-07,3.883493704393004e-08,1.1726874049600156e-07,6.993306556069001e-07,1.027270741360553e-06,4.534902871000668e-07,8.549222343390284e-07,1.1301832500976161e-06,1.2423246289472445e-06,2.2468077531812014e-06,1.1911907904504915e-06,2.444930032652337e-06,1.690029893808287e-09,3.0076012791369067e-08,6.59350973819528e-08,1.1626026719113725e-07,1.4182057839207118e-07,4.939993303310075e-08,0.0005800591898150742,0.0002717791358008981
55,The place of birth of Lacy J. Dalton is,The place of birth of the performer of Slow Down is,Lacy J. Dalton,the performer of Slow Down, Bloomsburg,4.3175452901778044e-07,2.279060709042824e-06,1.9405965190344432e-07,6.518586133097415e-07,2.0932277777774289e-07,3.1025308544485597e-07,2.0206931239385995e-08,2.9459902961548323e-08,1.4721649677085225e-07,1.0507843626328395e-06,1.5172830103438173e-07,5.428333338386437e-07,3.922175437764963e-07,2.475316023264895e-06,3.249923793191556e-06,8.427621622786319e-08,2.3256811800820287e-06,2.834618726410554e-07,7.477154895241256e-07,3.5304566381455516e-07,8.996889278023446e-07,2.0348227280919673e-06,2.561409075951815e-07,4.5474223497876665e-08,1.4130257852684736e-07,6.333051771889586e-08,6.510042993568277e-08,2.460004999704779e-08,2.549138500285153e-08,2.804715037996175e-08,1.0996734545187792e-07,7.033146971480164e-07,8.223372788052075e-06,0.00011841870582429692
56,The place of birth of Salvatore Piscicelli is,The place of birth of the director of Blues metropolitano is,Salvatore Piscicelli,the director of Blues metropolitano, Pomigliano d'Arco,4.307872529807355e-07,2.8308310362490374e-08,1.5737347425215376e-08,2.508594661776442e-06,1.0781596415654349e-07,4.398754072099109e-08,6.417470785891055e-07,5.5559937095495115e-08,1.1751263073733753e-08,1.4077858878636107e-08,2.5258067637423665e-08,3.342351533319743e-07,1.7113130752477446e-06,2.1693165308533935e-07,1.3752786571785691e-06,5.832093279423134e-07,7.511178523600393e-07,2.9493654096768296e-07,2.894471435865853e-07,9.991126717068255e-07,8.396149269174202e-07,2.5060694497369695e-07,5.574650003836723e-07,1.755880418841116e-07,1.9655903571447197e-08,5.2667385119775645e-08,2.782669561440798e-08,1.4049238927782426e-07,5.324122867023107e-07,4.210914084978867e-06,1.921069497257122e-06,5.802196483273292e-06,1.868176150310319e-05,0.00016646404401399195
57,The place of death of Ludowika Margaretha of Zweibrücken-Bitsch is,The place of death of the mother of Johanna Sibylla of Hanau-Lichtenberg is,Ludowika Margaretha of Zweibrücken-Bitsch,the mother of Johanna Sibylla of Hanau-Lichtenberg, Bouxwiller,4.3093302792840404e-07,2.6253066607750952e-05,6.33384297543671e-06,4.099732393569866e-07,1.7637461269259802e-08,2.0941470779689553e-08,4.272447284847658e-09,4.12828971008139e-09,5.835836258683003e-09,5.39964908341517e-08,6.000529850780367e-09,6.188575207843883e-10,2.6428530475186562e-09,1.6811536607264088e-09,1.5503809791539425e-08,5.5239354423974873e-08,2.308735602696288e-08,3.193691711089741e-08,1.430543683511587e-08,5.63689805943568e-09,7.1314838478997444e-09,3.5039452228602386e-08,1.5119293550469592e-07,8.479605639877263e-07,1.3375697562878486e-06,1.5694238300056895e-06,5.044093086326029e-06,5.960785983916139e-06,1.9672224880196154e-05,7.609093245264376e-06,7.584103877888992e-05,0.0003309534804429859,6.636904359424989e-09,1.3482407439369126e-06
58,The spouse of Edward Buzzell is,The spouse of the director of Ann Carver's Profession is,Edward Buzzell,the director of Ann Carver's Profession, Ona Munson,3.4439565297361696e-06,1.797772347345017e-05,2.9832676773366984e-06,7.938309565247437e-09,2.0982104942390833e-08,6.54147180867426e-09,7.431912862898571e-09,1.5359839622419713e-08,1.7204145308369334e-07,8.599881766713224e-07,6.476026328527951e-07,2.4293533442687476e-06,1.294389039685484e-05,1.8123882910003886e-05,3.2067375741462456e-06,9.640340977057349e-06,1.2606698874151334e-05,9.540030987409409e-06,1.1211567425561952e-06,2.5562709993209864e-07,1.3669390064308118e-08,1.758794354600468e-08,3.061076725430212e-08,1.9006282769851168e-08,4.3130881977049285e-08,4.4856829362061035e-08,6.54565752711278e-08,1.1373717256901728e-07,7.400730339668371e-08,8.66959197765027e-08,1.0616363965709752e-07,9.562806553731207e-06,3.270023444201797e-05,5.321027128957212e-05
59,The date of birth of Iyasu I is,The date of birth of the father of Bakaffa is,Iyasu I,the father of Bakaffa, 1654,1.4014401195083792e-08,4.260824137958252e-09,4.633089289995951e-08,8.262339292741672e-07,3.912226475222269e-06,1.6335128520950093e-06,2.7887710530194454e-05,2.7363405024516396e-05,0.0003591785207390785,9.698787471279502e-05,6.987417145865038e-05,1.298157985729631e-05,5.489455361384898e-07,6.333088094834238e-05,0.0001359622401650995,4.229748810757883e-06,5.438609514385462e-05,0.00016259589756373316,0.0002704926591832191,0.0012052850797772408,0.0001575719506945461,1.0887048119911924e-05,1.7340240447083488e-05,5.562923433899414e-06,3.180207386321854e-06,2.2386871023627464e-06,1.8204574416813557e-06,3.348095333421952e-06,7.449430086126085e-07,6.240927632461535e-07,2.3687789507675916e-07,9.170379371425952e-07,0.03600725904107094,0.005563002545386553
60,The place of burial of Johnny Horton is,The place of burial of the performer of Honky-Tonk Man is,Johnny Horton,the performer of Honky-Tonk Man, Louisiana,9.074772151507204e-07,4.514202828431735e-06,1.4782865946472157e-05,8.61798298501526e-07,2.1000863625886268e-07,7.287448511306138e-08,8.178033112926641e-07,8.341314696735935e-07,5.61213653327286e-07,1.082929884432815e-06,1.5357347820099676e-06,5.333697004061833e-07,5.775071088010009e-08,5.066331141279079e-07,6.043002827027522e-07,1.8652026483323425e-05,0.0004276492400094867,0.00025059000472538173,6.360845873132348e-05,2.0659575966419652e-05,3.5535640563466586e-06,7.975286280270666e-06,1.1240633284614887e-05,1.5035226169857197e-05,3.129539982182905e-05,1.628316385904327e-05,4.775034994963789e-06,2.618492089823121e-06,9.706869832371012e-07,2.4726128344809695e-07,9.873992468101278e-08,1.1433446189812457e-07,1.117081683332799e-05,5.7164525060215965e-06
61,Nagesh Kukunoor received the,The director of Hyderabad Blues 2 received the,Nagesh Kukunoor,the director of Hyderabad Blues 2, Filmfare Award,4.7414573600690346e-07,2.5445217488595517e-07,3.1985985060600797e-07,3.370088279552874e-07,3.4620136375451693e-06,2.9038471893727547e-06,1.9060556155636732e-07,1.4380224788723694e-09,4.210708226537463e-09,3.90151981832787e-08,7.574506355467747e-08,7.175943039783306e-08,9.120815036567365e-08,1.785658696462633e-07,1.995054077497116e-07,4.63043150489284e-08,5.108913825324635e-08,8.233907351495873e-07,1.1383980336177046e-06,3.125855801044963e-05,3.2714968256186694e-05,2.9890210498706438e-05,7.506791007472202e-05,1.2333349332038779e-05,5.873163172509521e-05,2.8849937734776177e-05,1.1982093383267056e-05,2.73992395705136e-06,2.5661067866167286e-06,2.8911119898111792e-06,8.812466148810927e-06,1.1361535143805668e-05,0.007744200993329287,0.03159971535205841
62,Steve Vai received the,The performer of The Attitude Song received the,Steve Vai,the performer of The Attitude Song, Grammy,3.014883077412378e-06,1.6349269571946934e-05,5.968065011074941e-07,1.3951569144410314e-06,4.0249534549730015e-07,1.7047845801698713e-07,8.107797100365133e-08,6.24143581262615e-08,3.9701038190287363e-07,1.0881908565352205e-06,5.433334990812e-07,3.126180843082693e-07,1.5585874280077405e-07,1.3522164863388753e-06,8.850672202243004e-06,7.813229103703634e-07,3.396351360152039e-07,3.4813197657967976e-07,1.1207982453242948e-07,1.0938315142539068e-07,1.250182748435691e-07,1.3288037337133574e-07,2.403608903023269e-07,8.650601444060158e-07,7.092736495906138e-07,3.850141467864887e-07,3.3329789062008786e-07,2.3852294361859094e-07,3.397041439257009e-07,5.622111416414555e-07,3.6305518733570352e-06,7.376420398941264e-07,0.004983270075172186,0.03741254657506943
63,The place of birth of Gösta Bernhard is,The place of birth of the director of Sju svarta be-hå is,Gösta Bernhard,the director of Sju svarta be-hå, Västervik,1.7696531813271577e-06,1.9071180190621817e-07,6.0240519239584955e-09,5.405122749380098e-08,2.2036705559003167e-05,2.1013574880157648e-08,1.0126819383060592e-08,6.597907109551215e-09,9.699833753984421e-07,4.118463792224247e-08,1.6886733646970242e-06,1.0688920326629159e-07,3.6726649454976723e-07,8.586570743318589e-08,6.068647167012386e-07,1.4169779660733184e-06,2.7372765543987043e-05,1.0732270311564207e-05,6.5946933318628e-06,7.682185241719708e-06,1.813494009184069e-06,3.7306133435777156e-06,2.0044496977789095e-06,1.5738621641503414e-06,1.4556594578607474e-06,1.9961864836659515e-06,2.198341235271073e-06,6.349279829009902e-06,7.40661835152423e-06,4.294812242733315e-06,5.35322124051163e-06,6.21844592387788e-05,0.0021408475004136562,0.0021041922736912966
64,The place of death of Richard Pottier is,The place of death of the director of The Beautiful Otero is,Richard Pottier,the director of The Beautiful Otero, Le Plessis-Bouchard,1.7266150962313986e-06,2.25302960643603e-06,3.741837417692295e-08,7.897522635857968e-08,1.7461816881336745e-08,1.1096893359763271e-07,3.9983677879718016e-07,2.0045634130383405e-07,1.8763012121780775e-07,8.982649291056077e-08,1.8498576537240297e-07,1.9011333733942593e-06,2.3811683291796726e-08,9.811488865807405e-08,7.15744761237147e-07,5.953817776571668e-07,2.133695852535311e-05,4.8763587983557954e-05,0.00044004799565300345,0.00024489546194672585,2.0851348381256685e-05,1.7394955648342147e-05,9.509319170319941e-06,5.1316201279405504e-06,1.156512189481873e-05,6.390645467035938e-06,4.730708951683482e-06,8.07414653536398e-06,6.71522548145731e-06,2.1183022909099236e-06,6.623270110139856e-07,9.845159183896612e-06,8.30551070976071e-05,0.0002472366613801569
65,The place of birth of Herbert Maisch is,The place of birth of the director of Nights in Andalusia is,Herbert Maisch,the director of Nights in Andalusia, Nürtingen,1.5379918067992548e-06,8.028309093788266e-05,2.2415745206672e-06,6.790438078496663e-07,2.997420324390987e-06,3.375086521373305e-07,3.920611106877914e-06,6.636203124799067e-06,2.8970072889933363e-05,3.7632944440701976e-05,5.572166992351413e-05,1.433575016562827e-05,1.4155203871268895e-06,2.334602640985395e-06,1.318118393101031e-05,2.948857172668795e-06,1.021840944304131e-06,1.5542475466645556e-06,6.610374612137093e-07,1.0118471749365199e-07,2.0654796983876622e-08,7.945858016000784e-08,6.859149692672872e-08,9.129276890007532e-08,7.420662200274819e-07,4.92005256091943e-07,5.312828648129653e-07,6.078235514905828e-07,1.9892909222107846e-06,4.051747509947745e-06,2.505358679627534e-06,2.5449768145335838e-05,0.0010460964404046535,0.0008752431604079902
66,The place of birth of Nicki Minaj is,The place of birth of the performer of Changed It is,Nicki Minaj,the performer of Changed It, Port of Spain,9.821425237532821e-07,1.6914179923332995e-06,3.239127295273647e-07,5.015733250957055e-08,2.327878519281512e-06,3.2012012525228783e-06,1.4185550298861926e-06,1.2593213796208147e-06,1.2607253665919416e-05,2.3189702460513217e-06,6.154423772386508e-06,1.95755251297669e-06,6.181291610118933e-06,2.2248698314797366e-06,1.5462476312677609e-06,1.5044271322040004e-06,1.1036417163268197e-05,1.502751274529146e-05,1.4659237876912812e-06,7.531080882472452e-06,6.070638391975081e-06,3.5790808396996e-06,1.6350591977243312e-05,2.041127800112008e-06,1.1378100452930084e-06,2.5586623451090418e-06,1.0162358194065746e-05,7.167016974563012e-06,3.0714913009433076e-05,0.00011845421977341175,0.00029041903326287866,0.00030322419479489326,0.0002046260779025033,0.017490800470113754
67,The date of death of Sir John Grey is,"The date of death of the father of Edmund Grey, 1st Earl of Kent is",Sir John Grey,"the father of Edmund Grey, 1st Earl of Kent", 1439,1.0672330574834632e-07,2.0968364822238073e-07,2.0224437402571738e-10,2.9786375588258807e-09,6.851518463690809e-09,2.2849019387649605e-07,1.9299905318348465e-07,2.176963675992738e-07,3.3989488201768836e-07,2.3226387213526323e-07,2.5785780621845333e-07,1.2419484107795142e-07,3.171561235859599e-09,2.0878696105341987e-08,8.80342199138795e-08,3.622000406267034e-07,8.123012776195537e-06,6.704462430207059e-05,0.00010200128599535674,7.487884431611747e-05,1.1325647619742085e-06,1.2899785133413388e-06,1.7237392739843926e-06,2.835306759152445e-06,7.027499577816343e-07,3.3136288948298898e-06,7.087170615704963e-06,1.2376352060528006e-05,5.283848622639198e-06,2.9049437216599472e-05,0.00014387958799488842,0.0017746782395988703,0.006052390206605196,0.0066311778500676155
68,The inception of Vassar College was in,The inception of the publisher of The Miscellany News was in,Vassar College,the publisher of The Miscellany News, 1861,3.23224812746048e-05,0.00036835396895185113,2.5561093934811652e-05,3.87234695153893e-06,8.46218242145369e-08,4.969005118482528e-08,2.8863345846730226e-07,1.2142703553763567e-07,7.528786227339879e-06,8.385563887713943e-07,5.9353049437049776e-05,6.274841325648595e-06,4.4130800233688205e-05,0.0001704248716123402,6.71965244691819e-05,5.0335092964814976e-05,0.00014038973313290626,0.00018884979363065213,3.517600998748094e-05,9.195297934638802e-06,4.35716901847627e-06,3.3397425340808695e-06,9.474066331449649e-08,1.2242412417151627e-08,6.342244951440534e-09,1.2062979060090129e-08,7.938426804798837e-09,3.7072451775088666e-09,6.270732910707011e-08,8.309995536137649e-08,2.12527720577782e-06,3.0413724743993953e-05,0.6628125905990601,0.8540331125259399
69,The place of death of Albert Capellani is,The place of death of the director of Out of the Fog is,Albert Capellani,the director of Out of the Fog, Paris,5.017073362978408e-06,9.503345609118696e-06,5.082563347968971e-06,2.8789518182747997e-06,1.2021735074085882e-06,6.285346785261936e-07,1.0831380677700508e-05,1.784512392077886e-06,9.454886821913533e-06,2.2616655769525096e-05,2.465249599481467e-05,1.3208664313424379e-05,1.2474968116293894e-06,2.945989990621456e-06,4.406465905049117e-06,2.3189296882719646e-07,4.1326895683369e-08,1.0198377964343308e-07,1.9537239381861582e-07,1.0381940001025214e-06,1.5101529697858496e-06,8.513602551829536e-07,5.302409817886655e-07,1.6727481977341085e-07,5.541655809793156e-06,1.3887432032788638e-05,1.61475963977864e-05,2.1760655727121048e-05,0.000103766105894465,0.00019913412688765675,0.00027341998065821826,0.004150150343775749,0.0005893156048841774,0.001423026085831225
70,The place of birth of Finbar Furey is,The place of birth of the father of Áine Furey is,Finbar Furey,the father of Áine Furey, Dublin,1.0829714369720023e-07,1.1246861220115534e-07,6.194188983954518e-08,2.8960982945136493e-07,5.215059672991629e-07,8.116248295664263e-07,1.0089960369441542e-06,2.34456501857494e-06,1.3291422362726735e-07,1.3003168533032294e-06,7.093049703144061e-08,1.2038869456887369e-08,9.495880526344536e-09,3.175316676262696e-09,1.253420123248361e-07,8.040037187129201e-07,0.0007887679967097938,2.650193709996529e-05,1.2035383406328037e-05,0.005825316533446312,0.0012228916166350245,0.0014272292610257864,0.004145385231822729,0.026383280754089355,2.981454599648714e-05,5.082247753307456e-06,8.010490546439542e-07,1.9765430181450938e-07,3.2040104542829795e-06,3.5231507808930473e-06,2.7190865239390405e-06,7.236580472635978e-07,0.004092999268323183,0.04663382098078728
71,The date of birth of Gerald Drummond is,The date of birth of the father of Gerald George Drummond is,Gerald Drummond,the father of Gerald George Drummond," September 8, 1976",2.567504907347029e-06,1.4508935919366195e-06,1.0692155001379433e-06,1.1227003824387793e-06,1.231516193911375e-06,4.417613297391654e-08,1.8741069141015032e-07,4.047508070925687e-07,4.4411013533363075e-08,5.650632317610871e-08,7.289770564966602e-08,6.744548386450333e-08,9.216740437523185e-08,2.556952836130222e-07,5.71779708025133e-07,2.009422360060853e-06,2.2705038645653985e-05,3.5756784200202674e-05,2.9259001166792586e-05,1.6870031686266884e-05,1.1390729014237877e-05,0.00023528664314653724,8.824906399240717e-05,2.2292921130429022e-05,4.7901205107336864e-05,0.00013769615907222033,0.00011074106441810727,0.00042701538768596947,0.0007805749773979187,0.0011161265429109335,0.0011991853825747967,0.0053190793842077255,0.00027593167033046484,0.013986862264573574
72,The country of citizenship of Liam Lynch is,The country of citizenship of the director of Sarah Silverman: Jesus Is Magic is,Liam Lynch,the director of Sarah Silverman: Jesus Is Magic, United States,8.100148988887668e-05,6.217832378752064e-06,1.5816017366887536e-06,6.588174272792457e-08,1.2878864197318762e-07,1.025092046802456e-07,7.736502425359504e-07,8.700537364347838e-06,9.709488949738443e-06,1.1600652214838192e-05,2.9183938750065863e-06,6.985699201322859e-07,6.568559456354706e-07,2.9398754577414365e-06,2.2125677787698805e-06,5.64290712645743e-06,3.126704177702777e-05,6.043036773917265e-05,0.00037995391176082194,3.209255010006018e-05,1.835864532040432e-05,0.00011903008271474391,0.00039725963142700493,1.1879404155479278e-05,1.237915325802419e-11,3.4139002253385717e-14,9.546864302789962e-15,1.4209043758760774e-14,6.744660168908623e-13,3.827001649608919e-12,2.7348833267493156e-11,1.569700341930158e-10,0.05357679724693298,0.0026593641377985477
73,The place of birth of Çesk Zadeja is,The place of birth of the composer of Tana is,Çesk Zadeja,the composer of Tana, Shkodër,6.648186626989627e-06,3.092056886089267e-07,1.4682501614515786e-07,2.8479325564489955e-08,2.6074498116201994e-09,4.725583813147693e-10,2.9120261757498156e-08,5.659737212226901e-08,5.5001244447794306e-08,1.8007848723300413e-07,1.1057157678351359e-07,7.246411115602314e-08,5.29891224232415e-07,4.840212568524294e-06,3.061062443521223e-06,2.072466259050998e-06,1.219875684910221e-06,3.195591489202343e-06,1.5760457472424605e-07,4.145263687860279e-07,1.9176428622813546e-07,3.1703058311904897e-07,3.110550551355118e-06,7.01373835454433e-07,3.927998932340415e-06,3.911423391400604e-06,1.837625495682005e-05,3.8811958802398294e-05,2.885476715164259e-05,2.1878091502003372e-05,0.00011924259888473898,0.00011270419781794772,0.0027928457129746675,0.01107077393680811
74,The place of birth of Dulce of Aragon is,The place of birth of the mother of Theresa of Portugal is,Dulce of Aragon,the mother of Theresa of Portugal, Barcelona,1.7947867263501394e-06,4.4585584646483767e-07,3.8611187136439185e-08,3.3949544331335346e-07,5.565290166487102e-07,2.044364890707584e-07,9.829664548988148e-08,9.48162082181625e-08,4.2046036696774536e-07,3.0387531069209217e-07,2.1774333447410754e-07,4.0050785798939614e-08,3.134745085731083e-08,2.9701411108362663e-07,1.085057988348126e-06,7.838386295588862e-07,1.3249198218545644e-06,5.5800950349294e-07,4.093275492778048e-06,7.080927389324643e-06,4.931689090881264e-06,2.2387032004189678e-05,1.4194428331393283e-05,8.606345545558725e-06,0.003590773558244109,0.006799043621867895,0.003701638663187623,0.006511245854198933,0.0032964064739644527,0.015403972007334232,0.010511266998946667,0.03888217359781265,7.077138889144408e-06,0.0010491041466593742
75,The country of citizenship of Master P is,The country of citizenship of the director of No Tomorrow is,Master P,the director of No Tomorrow, American,1.3035439394570858e-07,6.976669055802631e-07,2.2865160076435131e-07,5.7062091940451865e-08,1.8183098973167944e-06,2.2972537863097386e-06,2.8291510716371704e-06,4.575981904508808e-07,1.3814330941386288e-06,1.6365389456041157e-05,8.458980119030457e-06,5.054769280832261e-05,4.079802965861745e-05,1.0923992704192642e-05,1.4933987586118747e-05,1.7820788343669847e-05,4.3606836698018014e-05,0.00019020267063751817,0.0020583556033670902,0.0027727815322577953,0.0030639437027275562,0.003577345982193947,0.001934807631187141,0.0031074348371475935,0.04152398928999901,0.042670682072639465,0.005896948277950287,0.006835704669356346,0.006820046342909336,0.006664191372692585,0.004825060721486807,0.0013437304878607392,0.004473320674151182,0.028208564966917038
76,The place of death of James Bauer is,The place of death of the director of The Black Star is,James Bauer,the director of The Black Star, Argentina,3.268235559517052e-06,5.064084234618349e-06,4.735331003757892e-06,4.607049504556926e-06,1.250133095709316e-06,1.1902513961103978e-06,8.158245918821194e-07,3.5201935588702327e-06,1.3388861361818272e-06,2.940674448836944e-06,8.605775860814902e-07,5.311652557793423e-07,1.1393238708024e-07,2.6661138008421403e-07,1.1056441735490807e-06,2.873786115742405e-07,2.9062380235700402e-06,2.8552997264341684e-06,4.5165234041633084e-07,1.467993911319354e-06,1.4857157566439128e-06,1.2702841445388913e-07,1.2146975336690957e-07,8.119048402477347e-07,5.352979428607796e-07,4.6725745050935075e-07,1.1487236406537704e-07,7.275902902392772e-08,8.448252941661849e-08,1.0746654055537874e-07,2.0507746967268758e-07,2.539016747959977e-07,3.099699461017735e-05,1.0863527677429374e-06
77,The place of birth of Björk is,The place of birth of the performer of Oceania is,Björk,the performer of Oceania, Reykjavík,2.1949574602331268e-07,2.9783112040604465e-05,3.13413374897209e-06,4.407244773574348e-07,3.996850921339501e-07,2.1384914816735545e-07,2.562799636507407e-06,1.7671706018518307e-06,9.268222243008495e-07,5.2860286814393476e-06,9.770294582267525e-07,2.9526986509154085e-06,2.010364823945565e-06,1.2133017435189686e-06,8.714731336567638e-08,4.233464210301463e-07,4.334855930210324e-06,7.764087786199525e-05,1.795840398699511e-05,0.0014339080080389977,0.0006281623500399292,6.926787318661809e-05,6.596855382667854e-05,0.0008280614856630564,0.01959296688437462,0.008120016194880009,0.030959507450461388,0.023220771923661232,0.005971112754195929,0.0018210544949397445,0.00800330936908722,0.00037378291017375886,7.5085358730575535e-06,0.29156121611595154
78,The date of death of Susan of Albania is,The date of death of the mother of Prince Leka of Albania is,Susan of Albania,the mother of Prince Leka of Albania, 17 July 2004,2.4537193894502707e-05,9.673660679254681e-05,8.507053280482069e-05,1.3005561413592659e-05,8.099536898953374e-07,1.629526167334916e-07,4.387573682151924e-08,9.73111258240067e-10,7.531833823293255e-09,4.5458003228304733e-07,1.5388238239211205e-07,2.222309944954759e-07,7.525156888732454e-07,9.005560968944337e-06,8.991184586193413e-05,4.809945312445052e-05,0.00040911216638050973,9.50168032431975e-05,0.0003157525206916034,0.0003123848291579634,7.603575340908719e-06,2.029917823165306e-06,8.756064175940992e-07,7.627154445799533e-06,4.6270358211586426e-07,1.1773594223996042e-06,3.8261669033090584e-07,9.115423438288417e-08,2.198578741285928e-08,2.026094136908796e-08,3.1758406748849666e-07,6.163570651551709e-05,0.038519375026226044,0.0456325002014637
79,The place of death of Augustus II the Strong is,The place of death of the spouse of Christiane Eberhardine of Brandenburg-Bayreuth is,Augustus II the Strong,the spouse of Christiane Eberhardine of Brandenburg-Bayreuth, Warsaw,4.013195848528994e-06,1.1147252735099755e-05,4.0218779417955375e-08,1.67788812177605e-07,1.2246144542871207e-08,1.7768075011304063e-08,1.606022408395802e-07,6.314123623951673e-08,1.8990262162787985e-07,1.0998496691172477e-07,3.942223258945887e-08,5.357893329005492e-08,4.117695766581164e-07,2.082038236039807e-06,3.188781647622818e-06,3.0694454835611396e-06,9.553704330755863e-06,5.37765008630231e-05,4.817785884370096e-05,3.336320514790714e-05,8.628254363429733e-06,1.8978674916070304e-06,1.166045308309549e-06,2.4552552986278897e-06,0.0001202949060825631,0.00021594759891740978,0.00012617267202585936,4.1156046791002154e-05,5.43909591215197e-05,8.556171087548137e-05,0.00010311452206224203,0.0002110153582179919,9.703850992082153e-06,7.032619032543153e-05
