explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
Johannes Gutenberg originally trained to become a,The inventor of the printing press originally trained to become a,Johannes Gutenberg,The inventor of the printing press, goldsmith,4.403843195177615e-05,2.2929958504391834e-05,5.97173857386224e-05,3.177465623593889e-05,3.522450788295828e-05,8.054415229707956e-05,0.0001373308914480731,0.0001282459415961057,6.205619138199836e-05,7.550653390353546e-05,8.986365719465539e-05,5.018537922296673e-05,0.0005250548711046576,0.0002784294483717531
"In addition to being an inventor, Samuel F.B. Morse was also a talented","In addition to being an inventor, the developer of the electrical telegraph was also a talented",Samuel F.B. Morse,the developer of the electrical telegraph, artist,0.0022574057802557945,0.011561558581888676,0.009035096503794193,0.004869137890636921,0.007226031739264727,0.005838575307279825,0.004979567136615515,0.03771347552537918,0.029395371675491333,0.0200634952634573,0.015437399968504906,0.029180731624364853,0.02276788279414177,0.02512136660516262
The first patented invention of Thomas Alva Edison was the electric,The first patented invention of the inventor of the light bulb was the electric,Thomas Alva Edison,the inventor of the light bulb, vote recorder,1.7853330064099282e-05,7.848814857425168e-05,0.00014615897089242935,0.00042152812238782644,0.00024386122822761536,0.00015088233340065926,2.8750426281476393e-05,7.628059393027797e-06,1.181259813165525e-05,1.132212310039904e-05,7.030884603409504e-07,1.1953693501709495e-06,2.03042527573416e-05,1.6290836356347427e-05
Nikola Tesla was born in the modern-day country of,The rival of Thomas Alva Edison was born in the modern-day country of,Nikola Tesla,The rival of Thomas Alva Edison, Croatia,3.409659620956518e-05,2.7167463485966437e-05,0.00010708216723287478,0.0003686954441946,0.00020483226398937404,0.0001746099878801033,0.00032765278592705727,8.452886686427519e-05,0.0007342061726376414,0.0013829085510224104,0.0032509020529687405,0.0039534419775009155,0.0007150236051529646,0.0023419095668941736
Nikola Tesla went to the University of,The inventor of the Tesla coin went to the University of,Nikola Tesla,The inventor of the Tesla coin, Graz,0.0010164125123992562,0.000872347503900528,0.0017405615653842688,0.0009205757523886859,0.0023454329930245876,0.0013367431238293648,0.000373800314264372,0.001598001574166119,0.0007196556543931365,0.0028008080553263426,0.0013835278805345297,0.0014429861912503839,0.000146983889862895,0.0003681496891658753
Nikola Tesla died in the city called,The inventor of the induction motor died in the city called,Nikola Tesla,The inventor of the induction motor," New York City, U.S.",0.0002706298837438226,0.0005561234429478645,0.00029525169520638883,0.00016162022075150162,0.0004678148834500462,0.0005161365843378007,0.0014665293274447322,0.0017805986572057009,0.008640110492706299,0.02369135059416294,3.93638365494553e-05,8.113971853163093e-05,0.009191946126520634,0.009837392717599869
Nikola Tesla studied,The inventor of alternating current studied,Nikola Tesla,The inventor of alternating current, electrical engineering,9.643018529459368e-06,2.3304317437577993e-05,1.8913422081823228e-06,3.5384593388698704e-07,1.0626602033880772e-06,6.296294031926664e-06,1.069948120857589e-05,1.2505694940045942e-05,1.565051934449002e-05,4.3575211748247966e-05,9.49347740970552e-05,4.927615373162553e-05,0.021024348214268684,0.0049547310918569565
New York City is in the state of,The most populous city in the United States is in the state of,New York City,The most populous city in the United States, New York,0.0018585494253784418,0.0011749968398362398,0.001282646437175572,0.0008594932733103633,0.0005322287324815989,0.0002226399228675291,5.332178989192471e-05,0.0002232565457234159,0.001843088772147894,0.0032426868565380573,0.0042871772311627865,0.0022339755669236183,0.11195842176675797,0.5311719179153442
Michelle Obama was born in the city of,Barack Obama's wife was born in the city of,Michelle Obama,Barack Obama's wife, Chicago,0.0001502754894318059,0.00019815981795545667,0.00043226260459050536,0.002034180099144578,0.0012894646497443318,0.006534618325531483,0.011005331762135029,0.00849908497184515,0.015441439114511013,0.013690861873328686,0.04702254757285118,0.054395705461502075,0.06765872985124588,0.06774871051311493
Florence Nightingale was born in the city of,The founder of modern nursing was born in the city of,Florence Nightingale,The founder of modern nursing, Florence,2.687132109713275e-05,1.1836481462523807e-05,4.658412581193261e-05,0.00012878968846052885,0.0005407477146945894,0.0025821698363870382,0.0034688718151301146,0.002805790863931179,0.010032763704657555,0.04389793053269386,0.055254723876714706,0.05920655280351639,0.0037216481287032366,0.023974500596523285
Hippocrates was from the country of,The father of medicine was from the country of,Hippocrates,The father of medicine, Greece,2.2115624233265407e-05,0.00010305635078111663,0.00029319964232854545,0.0018351146718487144,0.002196969697251916,0.0026889857836067677,0.0021401499398052692,0.002673643408343196,0.009927227161824703,0.12636619806289673,0.10972413420677185,0.06616712361574173,0.002914401702582836,0.034635018557310104
Albert Einstein was known for developing the theory of,The winner of the 1921 Nobel Prize in Physics was known for developing the theory of,Albert Einstein,The winner of the 1921 Nobel Prize in Physics , relativity,8.114143383863848e-06,2.2978107153903693e-05,3.059136724914424e-05,5.132950536790304e-05,9.088913793675601e-05,0.00021917041158303618,0.004776574671268463,0.0037968866527080536,0.1364888995885849,0.7007982134819031,0.9049688577651978,0.9165285229682922,0.20303861796855927,0.7281508445739746
James Madison was born in the state of,The father of the Constitution was born in the state of,James Madison,The father of the Constitution, Virgina,8.372463344130665e-05,0.0001915395841933787,0.0001045783719746396,0.00012803840218111873,0.00013461463095154613,7.141798414522782e-05,8.717314631212503e-05,0.0001312245149165392,1.3904102161177434e-05,4.971712769474834e-06,3.929755791887146e-07,1.8821073410890676e-07,0.00022095354506745934,6.250671140151098e-05
Charles Babbage was born in the city of,The father of the computer was born in the city of,Charles Babbage,The father of the computer, London,0.0004272330552339554,0.000503193587064743,0.0019446229562163353,0.008250733837485313,0.0032932343892753124,0.007686565164476633,0.018016863614320755,0.010174661874771118,0.01788029819726944,0.0796419009566307,0.1544840782880783,0.2138817012310028,0.0035741699393838644,0.04576884210109711
Galileo Galilei was born in the city of,The father of the scientific method was born in the city of,Galileo Galilei,The father of the scientific method, Pisa,0.00217007240280509,0.0005581818986684084,0.00019758629787247628,0.00022248030290938914,0.0013055416056886315,0.001543885562568903,0.0015055882977321744,0.002520737238228321,0.0016233907081186771,0.00023218612477649003,0.00039730456774123013,5.722510104533285e-05,0.02191423624753952,0.030827293172478676
The Taj Mahal was commissioned by,The ivory-white mausoleum in India was commissioned by,The Taj Mahal,The ivory-white mausoleum in India, Shah Jahan,8.387941488763317e-05,9.801729902392253e-05,0.00011339690536260605,3.861617369693704e-05,0.00039146383642219007,0.00021658409968949854,0.0003926015051547438,0.0006952747935429215,0.0007352339453063905,0.002307228511199355,0.0027610736433416605,0.002655911026522517,0.0004683964652940631,0.0013293435331434011
The Gateway Arch is located in,The world's tallest arch is located in,The Gateway Arch,The world's tallest arch, St. Louis,0.00015734939370304346,0.00026687889476306736,0.00033750999136827886,0.0002710728149395436,0.00025541684590280056,0.00024059720453806221,0.00043140738853253424,0.00044424342922866344,0.00036109337816014886,0.0010287421755492687,0.0005893859779462218,0.00015785160940140486,0.0022769910283386707,0.0016982441302388906
The Shard is located in the city of,The tallest building in the United Kingdom is located in the city of,The Shard,The tallest building in the United Kingdom, London,0.00014077647938393056,8.73712997417897e-05,0.0008653129916638136,0.001553182490170002,0.0005041635013185441,0.00024305413535330445,4.3491752876434475e-05,0.0001639561087358743,0.00033081567380577326,0.00018242193618789315,0.00017226251657120883,0.00014143838780000806,0.10919373482465744,0.007023423444479704
T. Rex lived on the modern day continent of,The dinosaur with tiny arms lived on the modern day continent of,T. Rex,The dinosaur with tiny arms, North America,0.004019588232040405,0.005088229198008776,0.004403007682412863,0.019384343177080154,0.021406302228569984,0.030301488935947418,0.05994352325797081,0.06309974193572998,0.04560854285955429,0.05294607952237129,0.028579045087099075,0.014581766910851002,0.0949275940656662,0.035418711602687836
Bananas grow on,Long yellow berries grow on,Bananas,Long yellow berries, trees,1.788542249414604e-05,1.7842596207628958e-05,6.355072400765494e-05,0.00013836438301950693,0.0007388024241663516,0.0004592760233208537,0.006545358803123236,0.04368269070982933,0.1703600436449051,0.43426740169525146,0.6072061061859131,0.695030689239502,0.02174154296517372,0.1617482453584671
"When life gives you limes, make","When life gives you the green version of lemons, make",limes,the green version of lemons, limeade,8.633647894384922e-07,1.2161148106315522e-06,7.28911004443944e-07,2.6276095468347194e-06,4.5554229473054875e-06,4.8523529585509095e-06,1.0486869541637134e-05,6.175156386234448e-07,6.050215233699419e-06,4.123960388824344e-05,0.0004661927232518792,0.0008829907746985555,0.00020648600184358656,0.0017836415208876133
Helen Keller was born in the state of,A deaf and blind disability rights activist was born in the state of,Helen Keller,A deaf and blind disability rights activist, Alabama,4.338300277595408e-05,0.0001451370189897716,0.00029062939574941993,0.0010207771556451917,0.0011070772306993604,0.000968401727732271,0.013473394326865673,0.024456270039081573,0.00875359307974577,0.0021145206410437822,0.0009011041256599128,0.0019489272963255644,0.03721389174461365,0.012421609833836555
Mozart was born in the modern day country of,The pianist who composed Twinkle Twinkle Little Star was born in the modern day country of,Mozart,The pianist who composed Twinkle Twinkle Little Star, Austria,1.7976413801079616e-05,3.854163514915854e-05,6.111968104960397e-05,5.171088923816569e-05,6.927553476998582e-05,0.0004558814689517021,0.000241692119743675,0.0002712308778427541,0.004379070829600096,0.008423000574111938,0.012492668814957142,0.010678690858185291,0.0029399790801107883,0.005768753122538328
Beethoven was born in the modern day country of,The pianist who eventually went deaf was born in the modern day country of,Beethoven,The pianist who eventually went deaf, Germany,0.0002431604079902172,0.0004125988925807178,0.0002954679075628519,0.00035589723847806454,0.0005418895743787289,0.0018028698395937681,0.0020669104997068644,0.0009823644068092108,0.00535953976213932,0.03214365243911743,0.049527138471603394,0.044744107872247696,0.008374558761715889,0.019561806693673134
The father of Hermes is,The father of the Greek messenger god is,Hermes,Greek messenger god, Zeus,4.0627202224641223e-07,2.072413053610944e-06,2.0448374016268644e-06,7.866743544582278e-06,1.0795822618092643e-06,9.255501822735823e-07,1.7648839047978981e-06,1.8314457292945008e-06,7.995697615115205e-07,2.3841645088396035e-05,4.7342426114482805e-05,0.0001621521369088441,0.0008026838768273592,0.00038682023296132684
Thor is the son of,The God of Thunder is the son of,Thor,The God of Thunder, Odin,5.281317498884164e-06,2.9807566534145735e-05,0.00010445732186781242,7.143463881220669e-05,4.521158552961424e-05,2.511697675799951e-05,8.230906678363681e-05,0.00014341174392029643,0.0006118097808212042,0.0004087082343176007,0.0004158093361184001,0.0021205474622547626,0.004538001026958227,0.005897104274481535
New York City is also known as The Big,The most populous city in the United States is also known as The Big,New York City,The most populous city in the United States, Apple,0.0005892383633181453,0.0010216470109298825,0.0007457109750248492,0.001230869092978537,0.0035129927564412355,0.004334659781306982,0.006250456906855106,0.007291081827133894,0.006606304552406073,0.008538470603525639,0.02155185490846634,0.14102999866008759,0.15399526059627533,0.679471492767334
Abraham Lincoln succeeded in abolishing,The first president to be assassinated succeeded in abolishing,Abraham Lincoln,The first president to be assassinated, slavery,5.0677801482379436e-05,5.7038985687540844e-05,0.0001583905832376331,0.0006352466298267245,0.00020018991199322045,0.0005110598867759109,0.002833216916769743,0.003648218233138323,0.012715759687125683,0.4257444441318512,0.7409990429878235,0.9124941229820251,0.32829365134239197,0.6714491844177246
Abraham Lincoln fought in the,The first president to be assassinated fought in the,Abraham Lincoln,The first president to be assassinated, Civil War,2.754472916421946e-06,2.330045390408486e-05,0.00015082470781635493,0.0001785544736776501,0.00031601241789758205,0.00035909799044020474,0.0014755584998056293,0.0020367808174341917,0.0022205673158168793,0.03718918561935425,0.04859566688537598,0.379437655210495,0.025431009009480476,0.48076027631759644
Medusa could turn people into,The goddess with snakes for hair could turn people into,Medusa,The goddess with snakes for hair, stone,6.444521568482742e-05,1.7154889064840972e-05,3.445422407821752e-05,3.012873639818281e-05,5.372371742851101e-05,6.783074786653742e-05,2.216933535237331e-05,1.9954601157223806e-05,4.721890218206681e-05,1.3256435522635002e-05,1.1953925422858447e-05,8.68176812218735e-06,0.0021859267726540565,0.00045007638982497156
Persephone is famous for eating a,The daughter of Demeter is famous for eating a,Persephone,the daughter of Demeter, pomegranate,0.00046747829765081406,0.0002589826472103596,0.0002874906058423221,0.0003486651985440403,0.0006638698978349566,0.0005877374787814915,0.0021678132470697165,0.0007774034747853875,0.00021714266040362418,0.0002661209728103131,0.0003405706665944308,0.00015050625370349735,0.001891528838314116,0.0009113051928579807
Oedipus married a woman named,The King of Thebes married a woman named,Oedipus,The King of Thebes, Jocasta,0.0004359958111308515,0.0002833757607731968,0.00010975415352731943,7.252507930388674e-05,0.0013464860385283828,0.0018605937948450446,0.006027329247444868,0.007562571205198765,0.00823452789336443,0.02429306134581566,0.017114615067839622,0.009211864322423935,0.004653973039239645,0.006969695445150137
William Shakespeare was born in the country of,The Bard of Avon was born in the country of,William Shakespeare,The Bard of Avon, England,0.0012128938687965274,0.0028633233159780502,0.004996380768716335,0.006711352150887251,0.003792298724874854,0.004242404829710722,0.002461032010614872,0.0031378313433378935,0.0062597994692623615,0.02910628914833069,0.046057600528001785,0.04728202521800995,0.02610815316438675,0.06751277297735214
Hercules had a father named,The son of Hera had a father named,Hercules,The son of Hera, Zeus,3.4552516581243253e-07,8.924023404688342e-07,2.637136446992372e-07,3.573155638036951e-08,1.9346474289250182e-07,2.4810190097923623e-06,7.419334906444419e-07,1.5601490304106846e-05,3.1555632631352637e-06,5.159424887324349e-08,6.04743632948157e-08,1.1054076054506368e-07,0.0122365802526474,6.737756484653801e-05
The Great Barrier Reef is located off the coast of the continent of,The largest coral reef system in the world is located off the coast of the continent of,The Great Barrier Reef,The largest coral reef system in the world, Australia,0.0009633807349018753,0.00031139867496676743,0.00028853429830633104,0.0004646985325962305,0.0003996363084297627,0.000538690248504281,0.0013889827532693744,0.004892096854746342,0.016146166250109673,0.2850412428379059,0.7252565026283264,0.7091831564903259,0.01905777119100094,0.11812662333250046
The Louvre Museum is located in the city of,The largest art museum in the world is located in the city of,The Louvre Museum,The largest art museum in the world, Paris,0.00015824503498151898,0.00015207337855827063,0.00019556494953576475,0.0007506548427045345,0.0004885013913735747,0.0025696849916130304,0.0012838648399338126,0.001141635701060295,0.0281548872590065,0.5397839546203613,0.7724636793136597,0.910415768623352,0.012629863806068897,0.41894426941871643
Mount Everest is located in the,The highest peak in the world is located in the,Mount Everest,The highest peak in the world, Himalayan,4.24499830842251e-06,4.1866518586175516e-05,0.00012030894868075848,0.0002652393013704568,0.0011892045149579644,0.0004548457800410688,0.0007267420296557248,0.00013807548384647816,0.00019203784177079797,0.007306810002774,0.15058131515979767,0.35327669978141785,0.02680816315114498,0.11865249276161194
Mammoth Cave is located in,The longest known cave system is located in ,Mammoth Cave,The longest known cave system, Kentucky,5.810688890051097e-06,0.0001024096563924104,7.03327459632419e-05,3.9785481931176037e-05,9.157301246887073e-05,7.936014299048111e-05,9.04649932635948e-05,3.4584736567921937e-05,3.434842074057087e-05,6.312050118140178e-06,5.756725386163453e-06,6.103581199567998e-06,6.084517281124135e-07,3.273422044003382e-05
The blue whale is a,The largest animal to exist is a,blue whale,largest animal to exist, mammal,2.3991857233340852e-05,3.83781261916738e-05,3.333594213472679e-05,4.301071021473035e-05,1.964493640116416e-05,1.9511351638357155e-05,2.197530193370767e-05,2.7750368190027075e-06,7.63699154049391e-06,0.00017993718211073428,0.0006794072687625885,7.126374111976475e-05,0.005306341219693422,0.0025547342374920845
Jupiter is the largest planet in the solar,The fifth planet from the sun is the largest planet in the solar,Jupiter,The fifth planet from the sun, system,0.00411153445020318,0.015171831473708153,0.015614818781614304,0.027312207967042923,0.026692131534218788,0.16320498287677765,0.11548483371734619,0.19679546356201172,0.2624270021915436,0.3323799967765808,0.6564440131187439,0.9863491058349609,0.995122492313385,0.9971902966499329
