explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,1.7880654468171997e-06,2.8437334549380466e-06,5.138018423167523e-06,3.952294719056226e-05,2.6774425350595266e-05,3.1504358048550785e-05,4.193148015474435e-06,5.706837328034453e-06,2.4418050088570453e-06,2.6742429781734245e-06,1.3706536492463783e-06,3.990398545283824e-05,8.966308996605221e-06,1.5349231034633704e-05,2.606530142656993e-05,0.0001438926119590178,1.4913378436176572e-05,1.4302718227554578e-05,2.2762493244954385e-05,5.821188096888363e-06,1.9586627786338795e-06,2.1516958440770395e-05,1.0340704648115207e-05,1.0516632755752653e-05,0.0001430959819117561,4.0749091567704454e-05,0.00016457666060887277,0.00012845969467889518,0.005637986585497856,0.21191895008087158,0.3524486720561981,0.014439448714256287,0.868995189666748,0.9385395050048828
Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,2.1663818188244477e-05,7.47199374018237e-05,0.0001254633825737983,5.722551577491686e-05,4.943154181091813e-06,4.309417272452265e-05,0.0005428114673122764,0.00029288441874086857,3.040860974579118e-06,1.7946742445928976e-05,1.5776911823195405e-05,4.706531854026252e-06,4.561374589684419e-05,0.0005106115131638944,0.007037137635052204,0.0014262894401326776,0.00010964238754240796,0.00015997968148440123,2.9144264317437774e-06,3.81835488951765e-05,1.5861920473980717e-05,2.7027143005398102e-05,3.504301639623009e-05,9.875836985884234e-05,0.00126612966414541,0.0012539176968857646,0.0024765213020145893,0.002818234032019973,0.0035590690094977617,0.022114308550953865,0.06858272105455399,0.19666306674480438,0.09718680381774902,0.9808984398841858
Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,0.0001747574278851971,1.8712173186941072e-05,7.223514694487676e-05,5.700396286556497e-05,1.2784779755747877e-05,2.913864955189638e-05,2.4285949621116742e-05,7.859857578296214e-05,6.208923878148198e-05,8.352086297236383e-05,2.486536504875403e-05,0.0003240776713937521,3.945701610064134e-05,3.990154800703749e-05,7.64660035201814e-06,0.00017599030979909003,6.807833415223286e-05,1.1106535566796083e-06,3.1045010473462753e-06,0.00022885872749611735,1.1193469617865048e-05,4.638031532522291e-05,4.561863988783443e-06,1.4888737496221438e-05,0.00022336891561280936,7.765139162074775e-05,2.849315933417529e-05,0.00029948356677778065,1.103051161521762e-08,1.1946777703997213e-05,0.005243736319243908,0.0022373299580067396,0.002915377961471677,0.014066379517316818
Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,5.536349272006191e-05,1.4977464161347598e-05,5.940238406765275e-05,2.397634943918092e-06,6.119477347965585e-06,2.5052943328773836e-06,2.5871336220006924e-06,2.8217555154697038e-05,7.308341082534753e-06,2.762944859568961e-06,0.00016315652464982122,9.60421130002942e-06,6.25254961050814e-06,3.1320569178205915e-06,1.3683074939763173e-06,5.231018803897314e-06,2.835502164089121e-05,7.575075869681314e-05,0.00014996164827607572,0.0004536118358373642,0.00024657422909513116,0.0027496253605931997,0.019889816641807556,0.03219730406999588,0.32763633131980896,0.7239687442779541,0.6819252967834473,0.632448673248291,0.7472839951515198,0.25416213274002075,0.022942395880818367,0.022681333124637604,0.7223233580589294,0.7490485906600952
The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,3.042943535547238e-05,2.129367749148514e-05,3.0551905183529016e-06,2.2541723865288077e-06,2.5768113118829206e-06,3.775085986035265e-07,3.2080968139780452e-06,2.4341245534742484e-06,5.112874532642309e-07,3.4070367860294937e-07,7.334574547712691e-07,9.282294399781676e-07,4.876439447798475e-07,1.610873937352153e-06,7.788360676386219e-07,3.608805627663969e-06,2.375521489739185e-06,9.94130732578924e-06,3.171515800204361e-06,1.5779964087414555e-05,2.345145730942022e-06,6.351489446387859e-06,3.074987034779042e-05,0.00020396416948642582,0.00026833763695321977,0.0002984067832585424,0.00019269902259111404,0.00013289667549543083,0.0001237156830029562,0.00012472136586438864,9.81652774498798e-05,0.00017719778406899422,0.003172494238242507,0.005602204240858555
Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,4.63323449366726e-05,9.753993799677119e-05,0.00010984887921949849,2.8066979211871512e-05,2.4898405172280036e-05,1.1712468221958261e-05,6.580114018106542e-07,2.1082639705127804e-06,3.643238812855998e-07,9.196714358949976e-07,9.130924354394665e-07,9.85783408395946e-05,7.359639857895672e-05,0.00021684420062229037,0.0001196018056361936,0.0006523539195768535,0.00048067912575788796,0.0010500983335077763,0.0006574536673724651,0.0009533452684991062,0.00011455306230345741,0.0010576869826763868,0.029131093993782997,0.01960550621151924,0.00038750527892261744,0.00036636009463109076,1.0629886673996225e-05,5.483340282808058e-05,0.00028192898025736213,1.304861689277459e-05,5.428099484561244e-06,5.388882073020795e-06,0.9631507992744446,0.2983962297439575
Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,2.0146298993495293e-06,4.804815489478642e-06,1.8057194210996386e-06,3.947722234443063e-06,3.741769774023851e-07,1.83457068487769e-05,6.127422125246085e-07,1.2586619959620293e-06,1.947606051544426e-06,2.5024389742611675e-06,4.377920504339272e-06,3.842400928988354e-06,9.699788279249333e-07,1.4753418042801059e-07,9.993860317081271e-08,9.781723520063679e-08,1.3052150507064653e-06,3.094996145591722e-06,2.2923577489564195e-06,8.964826520241331e-06,2.4334792669833405e-06,2.712392870307667e-06,8.116866411000956e-06,9.946024874807335e-06,6.412633956642821e-05,1.551074456074275e-05,1.1623829777818173e-05,2.2994887331151403e-05,3.10479081235826e-05,0.0005187874776311219,0.003966202028095722,0.00599286612123251,0.0366017147898674,0.4052369296550751
J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,3.130616096314043e-05,1.7997811028180877e-06,1.0998750440194272e-05,3.806333916145377e-05,8.465246537525672e-06,8.03879156592302e-05,6.458409916376695e-05,0.00012737399083562195,5.1422040996840224e-05,0.00015711165906395763,0.00014475142234005034,5.528915789909661e-05,5.578595391853014e-06,0.00012956451973877847,1.8493148672860116e-05,1.4255819223762956e-05,1.5587553434670554e-06,5.48904210972978e-07,2.3523490710886108e-07,7.353193609560549e-08,5.720463747138638e-08,6.707108468617662e-08,4.281727328248053e-08,5.655806489812676e-08,1.6618457721051527e-07,4.062296099505147e-08,6.94470941198233e-07,2.8751207992172567e-06,3.3257481391046895e-06,3.1652832603867864e-06,9.822047104535159e-06,1.3949957974546123e-05,0.1580018252134323,0.0756302997469902
Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,0.00017439352814108133,1.4080248547543306e-05,3.252182068536058e-05,6.307184321485693e-07,2.777830786726554e-06,9.750358003657311e-06,2.243539347546175e-05,6.694313015032094e-07,1.3232422588771442e-06,4.195170731691178e-06,5.751161097578006e-06,2.3956422410265077e-06,1.8962319927595672e-06,5.817966552967846e-07,3.1458093872061e-06,2.518235305615235e-06,6.456140454247361e-06,2.2727213945472613e-05,5.9372290706960484e-05,2.7542509997147135e-06,4.0045848436420783e-05,2.36271971516544e-05,9.654994937591255e-05,2.6772013370646164e-05,3.659325375338085e-05,3.154384467052296e-05,2.071394646918634e-06,4.779538812726969e-06,1.5059671341077774e-06,4.2665274122555275e-06,1.0806667887663934e-05,2.240183221147163e-06,0.19614163041114807,0.09033036231994629
"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,6.370163418978336e-08,8.394938959099818e-06,5.9930716815870255e-06,1.3883599194741691e-06,1.6044315316321445e-06,2.5959488993976265e-06,1.2300048410907038e-06,1.014702434076753e-06,3.992518031736836e-07,3.082054789160793e-08,3.919294329080003e-07,6.644658867571707e-08,8.109382321208614e-08,1.4626962752117834e-07,2.617379777802853e-06,3.113784987363033e-05,0.00017777993343770504,3.290145468781702e-05,1.8836770323105156e-05,0.00016664332360960543,1.0191638644130308e-08,1.90210684536396e-07,5.650076104757318e-07,2.453052445616777e-07,2.3504519219841313e-07,8.322494693402405e-08,4.393805852487276e-08,1.8143890656574513e-07,1.5912564776954241e-06,0.0006534330896101892,7.6728447311325e-06,2.4302895326400176e-05,0.8687227368354797,0.9933411478996277
French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,6.5672933757809915e-09,1.7129176299590654e-08,2.858641607872414e-07,2.931383050963632e-06,5.329802661435679e-07,5.523943400476128e-07,6.076033969293348e-07,8.714997647985001e-07,2.563154112067423e-06,3.4782721058945754e-07,1.0497303719603224e-06,2.4101336748572066e-07,3.319872234897048e-07,1.0607181621935524e-07,1.780624984348833e-06,3.4443201002432033e-06,3.3366768548148684e-06,2.8858354198746383e-05,0.0001878174371086061,0.0003779245598707348,0.0010719291167333722,0.0044105080887675285,0.011627436615526676,0.014956824481487274,0.27142688632011414,0.20455402135849,0.2545699179172516,0.06936784833669662,0.02506398782134056,0.03420113027095795,0.042902275919914246,0.14988188445568085,0.8071559071540833,0.9367541074752808
Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,1.4131165926301037e-06,2.909598606493091e-07,4.91013281589403e-07,3.696263775054831e-07,2.911723129273014e-07,3.630300398071995e-07,4.244878084591619e-07,1.296518004068048e-08,3.0846390330907525e-08,4.17831502730337e-09,2.1818893003455742e-07,7.097737864114606e-08,1.7612357794405398e-07,9.877860662754756e-08,3.372429668857535e-09,1.1660408745228779e-06,2.664261046447791e-05,2.7029807370126946e-06,9.334869901067577e-06,7.674133667023852e-05,6.172787107061595e-05,0.00023268045333679765,0.0016622766852378845,0.00019946678366977721,0.0005806345725432038,0.0004416652664076537,0.00028883569757454097,0.0017888061702251434,0.0026714939158409834,0.0011846658308058977,0.0015488748904317617,0.0018750885501503944,0.8563048243522644,0.8176873326301575
Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,2.100012750361202e-07,6.701345256487912e-08,7.501556353872729e-08,1.291923581447918e-06,7.541128525190288e-06,8.399838407058269e-06,4.1687613361318654e-07,5.790159320895327e-06,3.157299204303854e-07,2.3483141831093235e-07,1.1763127076847013e-06,2.567466481195879e-06,4.196102509013144e-06,3.0964534403210564e-07,2.027668415394146e-06,1.7892017467602273e-06,3.112704507657327e-05,0.000366626976756379,0.00039740614010952413,0.0005113014485687017,0.0059341248124837875,0.020333077758550644,0.14344748854637146,0.08174465596675873,0.030615074560046196,0.0063190762884914875,0.2135639637708664,0.05068076029419899,0.07517897337675095,0.006372702307999134,0.002723057521507144,0.0008482625707983971,0.8493078947067261,0.9243615865707397
Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,1.3553933797538775e-07,1.8074925378641638e-07,2.1089992685574543e-07,1.756378651407431e-07,1.180855324633967e-08,1.0809891648477787e-07,6.355793402690324e-08,1.3554937083881669e-07,2.3746416388803482e-07,5.44921228140538e-08,1.0529197425057646e-07,6.364971483208137e-08,7.033540327938681e-08,2.886546326408279e-07,1.009882680591545e-06,9.059936019184534e-07,4.5786819100612774e-06,0.00015680362412240356,0.0005024848505854607,0.0008024035487323999,0.03210309520363808,0.022107526659965515,0.01023857668042183,0.007118873298168182,0.04971040412783623,0.018568219617009163,0.03956896439194679,0.008787420578300953,0.007314411457628012,0.006157191935926676,0.0022531533613801003,9.760267130332068e-05,0.8563021421432495,0.7952611446380615
Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,1.1022108559188837e-08,8.069619639172743e-08,5.602892727551989e-08,3.758690247934737e-09,1.0073812717337205e-07,2.1404679273473448e-07,1.8989055661222665e-07,7.089970921470012e-08,1.1144406641960813e-07,4.665108832568876e-08,5.1267683431888145e-08,1.0385517157374125e-07,5.980350579193328e-07,2.963807219202863e-06,6.565369858435588e-06,1.8437325479681022e-06,1.619650902284775e-06,6.621415593599522e-08,6.272380659311239e-08,5.069285293757275e-07,3.9484484659624286e-07,5.370384883462975e-07,3.749499228433706e-06,4.448148956726072e-06,8.09174252935918e-06,1.638750654819887e-05,6.969545938773081e-05,3.181885404046625e-05,2.49885197263211e-05,8.161977166309953e-05,0.0003570150292944163,0.004618564620614052,0.06917332857847214,0.39353013038635254
D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,1.121844448448428e-07,2.8680122454716184e-07,5.94346886373387e-07,1.0724007779572275e-06,2.7592687956712325e-07,2.9999835078342585e-06,8.776696631684899e-07,1.0870098776649684e-05,5.859267730556894e-06,1.7776604863684042e-06,2.05954506782291e-07,5.248998036222474e-07,7.25435256754281e-07,1.6702341554264422e-07,2.311383695996483e-06,2.1393414044723613e-06,7.181492037489079e-06,2.542339097999502e-05,0.0004025560338050127,0.0010590538149699569,0.00026726059149950743,0.0036397515796124935,0.004300778731703758,0.046858273446559906,0.01834224909543991,0.17574156820774078,0.530105710029602,0.7005600929260254,0.8675092458724976,0.08815570920705795,0.16274511814117432,0.5806670188903809,0.9833436608314514,0.9905627965927124
The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,7.389856193640298e-08,2.5100553102674894e-07,1.6472421293656225e-07,1.0890377780015115e-05,8.131625691021327e-06,4.9308167945127934e-05,1.0991790986736305e-05,7.904253288870677e-05,4.120960966247367e-06,3.580423799576238e-05,1.0304701390850823e-05,1.5144872122618835e-05,2.8122603907831945e-06,6.4771784309414215e-06,5.178987976250937e-06,1.7471060345997103e-05,3.5413434034126112e-06,0.00012002365838270634,0.0021801190450787544,0.0038073433097451925,0.004276060964912176,0.043625038117170334,0.29288095235824585,0.6150466799736023,0.34946197271347046,0.06336755305528641,0.09386202692985535,0.05703340843319893,0.12227406352758408,0.3486620783805847,0.02123120054602623,0.0352010577917099,0.9903115034103394,0.9883076548576355
The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,6.126316293375567e-06,7.28150007489603e-06,5.451465040096082e-05,0.00011737705790437758,9.94484726106748e-05,2.0364001102279872e-05,5.50600525457412e-05,0.0005046847509220243,8.058523235376924e-05,0.0005660852184519172,1.804799285309855e-05,1.6643978597130626e-05,3.1250469874066766e-06,1.1896344403794501e-05,3.1634899642085657e-06,4.9348345783073455e-06,4.800383521796903e-06,7.905598067736719e-06,7.565786654595286e-05,6.358272366924211e-05,0.0008397622732445598,0.0010499932104721665,0.003129253163933754,0.015193607658147812,0.10171803086996078,0.027407502755522728,0.010034804232418537,0.002154844580218196,0.004219288006424904,0.05907672643661499,0.19074712693691254,0.07010288536548615,0.3784026801586151,0.8217642307281494
Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,8.619718755653594e-06,1.9538457252110675e-07,1.2368735724521684e-06,4.833697403228143e-06,8.90167666511843e-06,1.3169415069569368e-06,5.6223785804832e-07,1.0094841229602025e-07,6.570076038769912e-07,2.293628767802147e-06,1.204879390570568e-05,0.00010076083708554506,3.9392925827996805e-05,1.3291033610585146e-05,1.1537324098753743e-05,7.160546374507248e-05,0.0002589395153336227,0.0034770644269883633,0.0013468493707478046,3.836647010757588e-05,4.317085404181853e-05,2.5622715838835575e-05,0.0002561286964919418,0.0006328649469651282,0.0005947593017481267,0.004149092826992273,0.04466363415122032,0.03919825330376625,0.0017946575535461307,0.0009519618470221758,0.0015365167055279016,0.0009793597273528576,0.02135826088488102,0.0057906778529286385
Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,3.744794594240375e-05,0.00011105057637905702,3.332187043270096e-05,1.919903115776833e-05,5.246070486464305e-06,3.184162778779864e-05,3.605524398153648e-05,3.8796533772256225e-06,4.177118626103038e-06,1.7103150184993865e-07,1.040654638018168e-07,6.133338388281118e-07,9.543110536469612e-06,5.418903583631618e-06,1.4308009667729493e-05,1.477882506151218e-05,3.186901813023724e-05,0.00032604928128421307,0.0015901887090876698,0.0004864729999098927,0.0004829891549888998,0.0006801562267355621,0.00015691446606069803,0.004663288127630949,0.008057693019509315,0.014379289932549,0.006237137131392956,0.002514455933123827,0.002882292727008462,0.004053817130625248,5.231775503489189e-06,0.006734561175107956,0.03618890792131424,0.06071799620985985
Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,2.6822608560905792e-05,0.00013377594586927444,0.00040540299960412085,0.00028965630917809904,2.6645906473277137e-05,1.807083208404947e-05,1.8583425571705448e-06,5.462541594170034e-06,8.356279067811556e-06,5.721750494558364e-05,4.5168711949372664e-05,4.560725574265234e-05,3.433556412346661e-05,2.009000672842376e-05,9.326385770691559e-05,0.00011301630001980811,0.0009772323537617922,0.0009430819773115218,0.0014465785352513194,0.00093559903325513,0.0027855124790221453,0.005826997570693493,0.045042671263217926,0.14576080441474915,0.18329517543315887,0.12815134227275848,0.06755911558866501,0.11243782937526703,0.1757805198431015,0.36171600222587585,0.3041604161262512,0.05786029249429703,0.9562094211578369,0.9084933400154114
A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,3.2894289514473485e-09,1.2845742247691305e-09,1.1027898594306862e-08,1.8335791196477658e-07,3.201313631961966e-07,7.749741826046375e-07,8.930917942961969e-07,1.0899437086209218e-07,1.8734306195256067e-07,5.324050675881153e-07,7.775846597724012e-07,8.366116162505932e-06,9.133142953032802e-07,6.802596317356802e-07,4.908715141027642e-07,8.432048730355746e-07,6.988306722632842e-06,6.809202022850513e-05,0.00012939870066475123,0.0009449893259443343,0.0065569449216127396,0.004520961083471775,0.0020745899528265,0.012370252050459385,0.008280307054519653,0.010890035890042782,0.030191440135240555,0.05808553472161293,0.062128204852342606,0.283875435590744,0.04307970777153969,0.14522109925746918,0.18149903416633606,0.2681609094142914
John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,6.646570227530901e-07,1.016203168546781e-05,4.2735297029139474e-05,3.937567271350417e-06,1.7761347407940775e-05,1.1660084965114947e-05,2.2424786948249675e-05,3.61192760465201e-05,1.7987400497077033e-05,4.1764437810343225e-06,4.452524080988951e-05,4.892695415037451e-06,9.830315320868976e-06,4.327696842665318e-06,1.8125140286429087e-06,4.2227256358273735e-07,2.491070972610032e-06,4.711011115432484e-06,2.555806167947594e-05,3.99465425289236e-05,3.052469764952548e-05,0.00013557454803958535,0.00011920550605282187,0.00011931115295737982,0.00022669698228128254,0.000704744306858629,0.0019767743069678545,0.005511481314897537,0.009904582984745502,0.3245182931423187,0.7381176948547363,0.7472359538078308,0.9303647875785828,0.9562675952911377
The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,4.616197657014709e-06,1.0750914469781492e-07,1.193800130749878e-06,2.9403652206383413e-06,4.108598204766167e-06,5.3578764891426545e-06,1.977061998559293e-07,4.174328296357999e-06,1.8525069833685848e-07,1.1849017482745694e-06,1.7807887786602805e-07,4.429080888712633e-07,3.204321501470986e-07,9.894530194287654e-06,1.387852717016358e-05,5.6060180213535205e-06,3.550840801835875e-06,3.041760237465496e-06,8.864676055964082e-05,3.106246003881097e-05,5.995476385578513e-06,3.939180533052422e-05,0.00011289253598079085,0.0008215538109652698,0.0015723413089290261,0.009443451650440693,0.04168182238936424,0.061362721025943756,0.18975481390953064,0.04422304406762123,0.15155237913131714,0.0626072809100151,0.034648358821868896,0.06185070425271988
William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,1.8553590052761137e-05,6.377511908794986e-06,2.921083932960755e-06,1.2025711839669384e-05,0.00031836170819588006,1.5155472283367999e-05,2.5947567792172777e-06,2.38177726714639e-05,2.1876106984564103e-05,8.764423910179175e-06,4.50098559667822e-06,1.580880734763923e-06,6.236712124518817e-07,2.657573531905655e-06,3.1411543659487506e-06,9.005593710753601e-06,6.887422841828084e-06,3.331512198201381e-05,2.8088519684388302e-05,0.0002613402029965073,0.00046303990529850125,0.0005407495191320777,0.0009586033993400633,0.017842354252934456,0.05554153025150299,0.08461244404315948,0.00875706784427166,0.012188741005957127,0.029482359066605568,0.010333048179745674,0.002850258955731988,0.000974666269030422,0.9986384510993958,0.9979750514030457
The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,1.670343436899202e-07,1.5317579027396278e-06,1.1665104466374032e-05,2.0677420252468437e-05,0.00014436182391364127,1.7740530893206596e-06,1.3314607940628775e-06,1.1260555083936197e-06,2.029061215580441e-05,5.686313215846894e-07,1.3267738268041285e-06,1.1833096777991159e-06,1.3459800811688183e-06,1.207218360832485e-06,1.476609554629249e-06,1.254075186807313e-06,1.1071746257584891e-06,8.574668754590675e-05,0.00014106123126111925,0.00017242816102225333,0.0001816047733882442,6.877606938360259e-05,0.00024976025451906025,0.006145540624856949,0.004984338767826557,0.0017429593717679381,0.00032393194851465523,0.008253357373178005,0.0002568479685578495,0.0001063551171682775,5.5815730775066186e-06,1.0975805707857944e-05,0.955564022064209,0.8676732182502747
Katy Perry's top album is called,Katheryn Elizabeth Hudson's top album is called,Katy Perry,Katheryn Elizabeth Hudson, Teenage Dream,3.4646031821239376e-08,2.430913923490152e-07,7.904340009190491e-07,5.728916789848881e-07,1.5809846445336007e-06,9.075302642713723e-08,1.1673411393076094e-07,1.2372528317428078e-06,3.3200733469129773e-06,4.072456249559764e-06,1.5981051546987146e-05,4.2358660721220076e-05,2.7950525691267103e-05,9.090483104046143e-07,2.3829309725442727e-07,1.3590127423412923e-07,9.940936962493652e-08,9.408344681105518e-08,1.4432703920874701e-08,1.5428388167038065e-07,2.3358441580967337e-07,1.1860669246743782e-07,1.9070331518378225e-06,4.488319063966628e-06,1.260896442545345e-05,1.4554929293808527e-05,0.00016219366807490587,0.0008790089632384479,0.010138580575585365,0.010444538667798042,0.0021405594889074564,0.003850646549835801,0.04034988954663277,0.03347809240221977
Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",8.358016202691942e-05,4.894540325039998e-05,1.2707237146969419e-05,1.4171491784509271e-06,3.475421905818621e-08,5.034279638493899e-06,6.299427468547947e-07,6.044902420399012e-06,0.00015214442100841552,2.8379088689689524e-05,7.669722253922373e-05,0.00012399046681821346,1.1524200999701861e-05,1.17222612061596e-06,2.29037777899066e-06,4.173668912699213e-07,2.3317887098528445e-05,1.5514224287471734e-06,2.8984252367081353e-06,1.7551753899169853e-06,7.183525099208055e-07,1.6374499409721466e-06,1.7034890333889052e-06,2.038090769929113e-06,1.5515072959715326e-07,2.1583355191978626e-07,4.999735665478511e-07,3.278906888226629e-07,2.156032451239298e-06,2.2039996565581532e-06,3.523428676999174e-05,2.363036173846922e-06,0.05624515935778618,0.4810273349285126
Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,2.8158237910247408e-05,5.420085653895512e-05,4.830383204534883e-06,2.3660179067519493e-05,2.144502332157572e-06,7.551675662398338e-05,3.0668898034491576e-06,2.7696233928509173e-07,1.36727646804502e-06,1.1379077022866113e-06,4.397611519380007e-06,4.450030530733784e-07,1.2950747986906208e-05,6.125250138211413e-07,1.795764546841383e-06,1.1951573242185987e-06,7.347376822508522e-07,2.988490166444535e-07,1.812052005334408e-06,6.864345323265297e-06,4.913357543046004e-07,1.4506514389722724e-07,2.974835524582886e-07,1.1321452575430158e-07,2.1496212809779536e-08,3.869638831588418e-08,2.5984256524225202e-08,1.1299433566591688e-07,2.094829596899217e-06,1.19290984912368e-06,1.7837721316027455e-05,4.6570617087127175e-06,0.10176549851894379,0.07422447204589844
Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,6.55872781862854e-07,1.5393487728943e-06,1.92867355508497e-06,2.848862095561344e-06,1.974243559743627e-06,3.5395398754189955e-06,7.796171530571883e-07,6.116863005445339e-06,8.911835720937233e-06,1.3511756833395339e-06,1.3722329583742976e-07,3.5245963658780965e-07,6.815339020249667e-06,6.511769470307627e-07,6.605473572562914e-07,3.3338768190560586e-08,1.169001166090311e-06,3.661242999442038e-06,7.007836302364012e-06,8.386363333556801e-06,6.373299402184784e-05,8.879716915544122e-06,4.286805051378906e-06,5.829091946907283e-07,5.724534162254713e-07,6.866684543638257e-06,1.1244999313930748e-06,7.36566505565861e-08,1.141005938620765e-07,4.459375091414586e-08,1.6755214460317802e-07,5.39905704499688e-05,6.250673322938383e-05,8.403954416280612e-05
"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",1.3927786312706303e-05,0.0002814776380546391,0.0006937023717910051,0.000704662932548672,0.0006151175475679338,6.264197145355865e-05,0.0005747066461481154,0.0005766535759903491,0.019641563296318054,0.01074257306754589,0.0030585990753024817,0.0017516803927719593,0.0001984370464924723,6.657875928794965e-05,2.3486270947614685e-05,0.00037789333146065474,7.096037279552547e-06,2.2938967958907597e-05,5.176058039069176e-05,6.971568654989824e-05,8.670898387208581e-05,1.0389289855083916e-05,7.1995600592345e-05,3.604847370297648e-05,2.404336009931285e-05,1.3173291335988324e-05,1.1810159776359797e-05,2.6289648303645663e-05,4.290806464268826e-05,7.669662409170996e-06,7.787403592374176e-05,0.0003403656301088631,0.9798535108566284,0.9951102137565613
