Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
50,The country of citizenship of Bart Sibrel is,The country of citizenship of the director of Astronauts Gone Wild is,Bart Sibrel,the director of Astronauts Gone Wild, American,3.298068577350932e-06,4.90478078063461e-06,3.3117044949904084e-05,3.2212535643338924e-06,0.00010090388241223991,6.188497081893729e-06,6.639732600888237e-05,6.270466838032007e-05,7.292602731467923e-06,3.360155824339017e-05,3.6975747207179666e-05,1.5297742720576935e-05,1.9567720300983638e-05,1.185131350212032e-05,5.762073487858288e-05,0.0001458588958485052,2.2481914129457437e-05,0.00017404831305611879,0.0036231973208487034,0.005609798710793257,0.10792369395494461,0.4227982759475708,0.2329617738723755,0.45212072134017944,0.704459011554718,0.8094994425773621,0.41534942388534546,0.488981693983078,0.1921136975288391,0.21485178172588348,0.16789107024669647,0.540836751461029,0.0007662413991056383,0.03435147553682327
51,The place of birth of Muhammad Ali Jinnah is,The place of birth of the spouse of Emibai Jinnah is,Muhammad Ali Jinnah,the spouse of Emibai Jinnah, Karachi,8.966321161096857e-07,2.1714761260227533e-06,3.325141904042539e-07,1.6057127140811644e-05,8.061536391323898e-06,1.2910825262224535e-06,5.963174771750346e-07,1.5869107983235153e-06,3.358583455792541e-07,1.3594534209460107e-07,7.209845165334627e-08,3.073240861795057e-08,4.906243233904206e-08,1.6538716351988114e-07,2.283977806882831e-07,3.2958023439277895e-06,7.676682798773982e-06,6.393268904503202e-06,1.1171954383826233e-06,1.8501402792026056e-06,2.4224284516094485e-06,1.9703024008776993e-05,7.872689820942469e-06,1.0146963177248836e-05,2.413321681160596e-06,1.95737288777309e-06,2.179260491175228e-06,1.7975455648411298e-06,4.4103221625846345e-06,2.672438495210372e-05,3.952204860979691e-05,1.279609296034323e-05,0.01164916343986988,0.3984578549861908
52,The place of birth of Jelena Zrinska is,The place of birth of the spouse of Francis I Rákóczi is,Jelena Zrinska,the spouse of Francis I Rákóczi, Ozalj,1.2040092769893818e-05,8.235097993747331e-06,1.4035521417099517e-05,1.1681464684443199e-07,1.5398690322854236e-08,1.7337140434392495e-07,3.8880921238160226e-07,4.63268588646315e-06,1.5276408475983771e-06,6.112359187682159e-07,1.564658447250622e-07,3.596013087303618e-08,7.07881682160405e-08,1.397563842431282e-08,3.56111604560283e-06,1.1389170140319038e-05,5.89771434533759e-06,6.370674782374408e-06,7.90463946032105e-06,2.6685384000302292e-06,1.692559089860879e-05,3.4159256756538525e-05,3.2107054721564054e-05,1.9687446183525026e-05,3.769076556636719e-06,1.338063725597749e-06,1.2163940255049965e-06,1.6953376871242654e-06,2.216325583503931e-06,2.213874040535302e-06,8.276618927993695e-07,1.1687641745083965e-05,8.196968224183365e-07,9.55765790422447e-05
53,The place of birth of W. P. Kellino is,The place of birth of the director of Pay Box Adventure is,W. P. Kellino,the director of Pay Box Adventure, London,1.212417828355683e-06,1.3130950719641987e-05,1.8604067008709535e-05,1.125118160416605e-05,4.7971028834581375e-05,4.370007445686497e-05,0.0005116485990583897,9.852646144281607e-06,0.0015427827602252364,7.472714059986174e-05,8.575469109928235e-05,9.447848242416512e-06,8.184942998923361e-07,2.6297914246242726e-06,2.41458042182785e-06,5.2981808948970865e-06,7.907690815045498e-06,6.0938573369639926e-06,2.6226773570670048e-06,2.743415961958817e-06,1.3088527339277789e-05,5.02236343891127e-06,5.507001333171502e-06,3.1727129226055695e-06,2.9168493711040355e-05,1.0330356417398434e-05,1.307263573835371e-05,1.4042128896107897e-05,1.4711174117110204e-05,3.6107453524891753e-06,5.694536412192974e-06,1.2147691450081766e-05,0.0012148196110501885,0.0009453092352487147
54,The employer of Chip Gubera is,The employer of the director of Academy of Doom is,Chip Gubera,the director of Academy of Doom, University of Missouri,5.708873686671723e-06,2.661788016666833e-07,5.437521721773919e-08,1.1656264859993826e-06,1.6226179511136252e-08,4.32731255273211e-08,2.0853255122688097e-08,1.641008793740184e-06,1.5967486888257554e-06,4.938847268931568e-07,4.920825062981748e-07,1.4567024209100055e-07,6.395090395017178e-07,4.134912501285726e-07,1.6308828207911574e-06,8.82932852164231e-07,4.0645798549121537e-07,1.6865481029526563e-06,3.2079267953122326e-07,9.150765123422389e-08,5.44520673884108e-07,1.6356140122297802e-06,1.2436033784979372e-06,5.062838681624271e-07,7.561309871562116e-07,5.14137745710741e-08,3.1084829155147986e-10,2.626860062804326e-09,1.3736354276261409e-08,7.74118902313603e-09,2.2088439521894543e-08,4.215950966113269e-08,0.0005800591898150742,0.0002717791358008981
55,The place of birth of Lacy J. Dalton is,The place of birth of the performer of Slow Down is,Lacy J. Dalton,the performer of Slow Down, Bloomsburg,4.4911098484590184e-07,2.3268748918781057e-06,1.0095819789057714e-06,8.014440595616179e-07,3.638775467607047e-07,2.7733850060940313e-07,2.688024913766185e-08,3.3692142409336157e-08,1.8063882123442454e-07,7.441017260134686e-07,1.6487048526414583e-07,5.212108362684376e-07,1.7782330985482986e-07,1.8707166873355163e-06,4.239152531226864e-06,6.40480095626117e-08,1.817232373468869e-06,1.5166160949320329e-07,5.17420062351448e-07,1.9670517303893575e-07,9.372220688419475e-07,3.087249979216722e-06,2.0176700843421713e-07,4.0628464148539933e-08,2.502101779100485e-07,1.9743073664812982e-07,2.0655889443332853e-07,5.915951817314635e-08,4.534051356586133e-08,4.46911272433681e-08,1.460929155427948e-07,2.7459291231934913e-06,8.223372788052075e-06,0.00011841870582429692
56,The place of birth of Salvatore Piscicelli is,The place of birth of the director of Blues metropolitano is,Salvatore Piscicelli,the director of Blues metropolitano, Pomigliano d'Arco,1.3373503406910459e-06,5.321977525341026e-08,3.0382295790332137e-08,3.816778644250007e-06,2.283312312556518e-07,6.141389974345657e-08,1.437494006495399e-06,6.386650142076178e-08,2.4862536918135447e-08,2.1937465177757076e-08,4.135256048698466e-08,3.2796307891658216e-07,1.9646504370030016e-06,2.723550664995855e-07,2.1560567802225705e-06,4.1418502405576874e-07,2.1493096369340492e-07,2.360936264267366e-07,3.3641649110904837e-07,4.22562237645252e-07,1.0796517244671122e-06,3.279321560967219e-07,3.527367766764655e-07,2.3467038090529968e-07,3.67648027577161e-08,4.835080602560993e-08,3.217440891489787e-08,1.3862069181413972e-07,5.374913598643616e-07,4.526849807007238e-06,1.8988606598213664e-06,7.228401500469772e-06,1.868176150310319e-05,0.00016646404401399195
57,The place of death of Ludowika Margaretha of Zweibrücken-Bitsch is,The place of death of the mother of Johanna Sibylla of Hanau-Lichtenberg is,Ludowika Margaretha of Zweibrücken-Bitsch,the mother of Johanna Sibylla of Hanau-Lichtenberg, Bouxwiller,4.884713575847854e-07,2.9967630325700156e-05,6.899645995872561e-06,3.6584404483619437e-07,2.7347223152673905e-08,6.040713884658544e-08,1.2540523286475036e-08,1.379712699645097e-08,2.7149340553478396e-08,1.515830945209018e-07,1.6621934051386233e-08,2.310870828026168e-09,8.295028663951598e-09,1.864342680235609e-09,3.535208747962315e-08,1.0326532162707736e-07,4.668663677875884e-08,7.13488077508373e-08,2.1542666317486692e-08,7.261440337913427e-09,1.137740035517254e-08,3.732359488139991e-08,1.4083479982218705e-07,8.369725037482567e-07,8.325306453116355e-07,8.321236464325921e-07,3.984337581641739e-06,1.3415449302556226e-06,6.573104656126816e-06,1.6520561985089444e-06,4.306571281631477e-05,0.0002441544784232974,6.636904359424989e-09,1.3482407439369126e-06
58,The spouse of Edward Buzzell is,The spouse of the director of Ann Carver's Profession is,Edward Buzzell,the director of Ann Carver's Profession, Ona Munson,1.3139063412381802e-05,4.539534347713925e-05,1.510962192696752e-05,3.461593323095258e-08,1.469362871375779e-07,1.2887907985259517e-07,4.509257411910994e-09,8.607945467531408e-09,4.309557155579569e-09,3.188963830780267e-07,1.6557926585392124e-07,4.286262083041947e-06,1.5728081052657217e-05,5.042345947003923e-06,4.4438065742724575e-06,8.903891284717247e-06,4.021451331936987e-06,1.5662320947740227e-05,7.144329856600962e-07,4.19657027350695e-07,7.89036960213707e-08,6.673491981246116e-08,1.356869887558787e-07,1.2448961683730886e-07,2.3518492753282771e-07,3.554579208753239e-08,2.1508669760805788e-06,4.5600953058055893e-07,1.9324500044604065e-07,8.493655911934184e-08,1.1514474635987426e-06,8.63456807564944e-06,3.270023444201797e-05,5.321027128957212e-05
59,The date of birth of Iyasu I is,The date of birth of the father of Bakaffa is,Iyasu I,the father of Bakaffa, 1654,0.0001822996127884835,3.4174288998656266e-07,0.00024586805375292897,0.0010243408614769578,3.6158430702926125e-06,0.00012606046220753342,0.0007726941839791834,0.00010435895092086866,0.0007368079968728125,2.492134808562696e-05,2.382449383731e-05,1.5961337339831516e-05,1.4009535789227812e-06,3.9293579902732745e-05,0.0007143952534534037,5.585315193457063e-06,0.0004239451081957668,0.00039607626968063414,0.00039733608718961477,0.00030247727409005165,1.5680665455874987e-05,5.836975105921738e-06,2.3344250621448737e-06,4.2403531551826745e-05,1.6288200299641176e-07,5.169765131540771e-07,1.0504788150456079e-07,6.962652037145745e-07,5.27994998833492e-08,5.940927749747971e-09,1.388128612056505e-09,3.335643938839894e-08,0.03600725904107094,0.005563002545386553
60,The place of burial of Johnny Horton is,The place of burial of the performer of Honky-Tonk Man is,Johnny Horton,the performer of Honky-Tonk Man, Louisiana,1.9537744719855255e-06,6.442578978749225e-06,3.24376997014042e-05,3.6874507713946514e-06,2.0255312449535268e-07,3.602695812787715e-07,3.2799950986373005e-06,2.282677769471775e-06,5.386126531448099e-07,3.250435838708654e-06,3.992513029515976e-06,2.677872089407174e-06,4.7092393629100116e-07,4.234269965763815e-07,9.492161439084157e-07,1.7699507225188427e-05,0.0004078859928995371,0.00010863164789043367,1.2563300515466835e-05,2.668112074388773e-06,1.1032932434318354e-06,1.387327188240306e-06,2.641921355461818e-06,9.862497790891211e-06,2.2649395759799518e-05,6.736967861797893e-06,5.151181539986283e-06,1.7351467249682173e-06,5.889390308766451e-07,2.4742777782194025e-07,1.6996126817048207e-07,1.0563922359096978e-07,1.117081683332799e-05,5.7164525060215965e-06
61,Nagesh Kukunoor received the,The director of Hyderabad Blues 2 received the,Nagesh Kukunoor,the director of Hyderabad Blues 2, Filmfare Award,4.45625300926622e-06,2.6570844511297764e-06,2.725432977968012e-06,3.4940535442729015e-06,1.1293704119452741e-05,9.896465599013027e-06,7.644921993232856e-07,1.524892923043808e-08,1.3505720097839458e-08,7.932233359042584e-08,7.279790281700116e-08,4.1864879563036084e-08,1.4154437621982652e-07,1.5930692143228953e-07,3.3771499374779523e-07,1.0081642898285281e-07,6.880658531827066e-08,6.72868793571979e-07,5.681323500539293e-07,6.1264408941497095e-06,3.166989336023107e-05,2.517993561923504e-05,0.00011909905879292637,1.6047995814005844e-05,0.00010727636254159734,0.00016116986807901412,1.105077717511449e-05,1.710918809294526e-06,4.406624157127226e-06,3.6512444694380974e-06,2.165703881473746e-05,5.26036501469207e-06,0.007744200993329287,0.03159971535205841
62,Steve Vai received the,The performer of The Attitude Song received the,Steve Vai,the performer of The Attitude Song, Grammy,1.5719360817456618e-06,2.1975556592224166e-05,9.06546290480037e-07,5.350614173948998e-06,1.5149375940382015e-06,2.3301184626234317e-07,1.0783681858583805e-07,1.4260990610637236e-07,3.733035214281699e-07,6.701199026792892e-07,3.1293222946260357e-07,1.2785665148840053e-07,1.562121383358317e-07,4.874974592894432e-07,4.707125299319159e-06,3.7675053476959874e-07,1.2551892325518565e-07,4.676188041230489e-07,1.274782164273347e-07,8.666132345069855e-08,1.5848057444145525e-07,8.617283953071819e-08,1.4377249613062304e-07,6.004842703077884e-07,5.332087766873883e-07,3.190718302903406e-07,2.619881911414268e-07,2.409232706668263e-07,3.1854830240263254e-07,2.175670772430749e-07,3.399766228540102e-06,3.949305096284661e-07,0.004983270075172186,0.03741254657506943
63,The place of birth of Gösta Bernhard is,The place of birth of the director of Sju svarta be-hå is,Gösta Bernhard,the director of Sju svarta be-hå, Västervik,3.331659627292538e-06,1.17614272312494e-05,1.1988029200438177e-06,3.486356447979233e-08,0.00010188800661126152,4.517376694934683e-08,3.162978146065143e-08,2.2828889001402786e-08,2.945666892628651e-06,4.0227146769211686e-07,5.972794951958349e-07,5.040459427618771e-08,6.137258168337212e-08,7.839756932526143e-08,1.2038271052006166e-05,1.982497087738011e-05,3.32173949573189e-05,3.1175866297417087e-06,1.229752797371475e-06,6.851935722806957e-06,3.9736747567076236e-05,9.012063628688338e-07,1.1463887403806439e-06,6.856234904262237e-07,4.6550348997698165e-06,8.941021292230289e-07,1.0449126648381935e-06,1.2331358902883949e-06,2.0870913886028575e-06,3.3163937587232795e-06,1.881943353509996e-05,3.3187119697686285e-05,0.0021408475004136562,0.0021041922736912966
64,The place of death of Richard Pottier is,The place of death of the director of The Beautiful Otero is,Richard Pottier,the director of The Beautiful Otero, Le Plessis-Bouchard,1.4825330936218961e-06,2.2024614736437798e-06,3.0086440006016346e-07,7.179357197628633e-08,3.68478403345307e-08,1.1840500491189232e-07,2.5102353902184404e-06,1.3122354403094505e-06,8.598178737884155e-07,1.1885318826898583e-06,8.458335969407926e-07,1.8039953602055903e-06,1.3540083720897655e-08,4.399080566486191e-08,2.4146406758518424e-06,8.893095468920365e-07,1.2713730939140078e-05,1.609531682333909e-05,0.00017484126146882772,0.00011824011016869918,0.00010404673230368644,2.2246846128837205e-05,2.9492071007553022e-06,3.582817953429185e-06,3.4358395168965217e-06,7.975955895744846e-07,1.1790463076977176e-06,2.36621826843475e-06,8.59611816395045e-07,5.392292337091931e-07,8.86865564098116e-07,2.593317503851722e-06,8.30551070976071e-05,0.0002472366613801569
65,The place of birth of Herbert Maisch is,The place of birth of the director of Nights in Andalusia is,Herbert Maisch,the director of Nights in Andalusia, Nürtingen,0.00043935971916653216,0.0009156815358437598,0.0006617509643547237,1.4952598803574801e-06,1.1446535381764988e-06,1.66350801578119e-07,0.00013471989950630814,1.783812876965385e-05,0.00016021032934077084,0.0003742221451830119,8.645532943774015e-05,1.4176228432916105e-05,4.974322109774221e-06,3.2148823265742976e-06,2.272932533742278e-06,6.559874350386963e-07,6.575034205980046e-08,1.0321794974288423e-08,8.148598240609317e-09,1.0258591309764142e-08,3.692761296747449e-08,6.293706888982342e-09,3.4724432218524726e-09,1.6139985348218033e-08,9.904756836931483e-08,5.7943172038221746e-08,7.238325139269364e-08,8.811575469280797e-08,2.7882848030458263e-07,2.3515879377100646e-07,8.230308594647795e-07,4.0191748666984495e-06,0.0010460964404046535,0.0008752431604079902
66,The place of birth of Nicki Minaj is,The place of birth of the performer of Changed It is,Nicki Minaj,the performer of Changed It, Port of Spain,8.981515406958351e-07,1.127871428252547e-06,9.245100045518484e-07,2.7182789352764303e-08,2.263797796331346e-06,3.0842584237689152e-06,6.560920269294002e-07,9.73814849203336e-07,7.53986751078628e-06,2.109425167873269e-06,9.724027222546283e-06,1.1947755638175295e-06,4.493566848395858e-06,3.156903858325677e-06,9.750507160788402e-06,2.184346840294893e-06,4.092308699910063e-06,8.040303328016307e-06,1.3533107221519458e-06,3.715182401720085e-06,6.739178843417903e-06,1.7868939039544784e-06,4.639569397113519e-06,5.701364784727048e-07,7.062177473926567e-07,4.953790721629048e-06,2.1396619558800012e-05,6.387401299434714e-06,2.747178587014787e-05,0.0001987022114917636,0.0001441936765331775,0.00021516748529393226,0.0002046260779025033,0.017490800470113754
67,The date of death of Sir John Grey is,"The date of death of the father of Edmund Grey, 1st Earl of Kent is",Sir John Grey,"the father of Edmund Grey, 1st Earl of Kent", 1439,5.306006869432167e-07,0.002882560482248664,1.3850176401319914e-06,6.355551886372268e-05,2.1141111574252136e-05,2.612189382489305e-05,2.4949079033831367e-06,5.4041200201027095e-05,1.6905790971577517e-06,1.7858242529200652e-07,8.064634312177077e-05,1.655893174756784e-05,5.763564695371315e-05,5.0472019211156294e-05,2.0449680960155092e-05,3.213647687516641e-06,0.0007142014801502228,0.0014605389442294836,0.0020299251191318035,0.00017734270659275353,8.919608808355406e-05,2.608965769468341e-05,1.5676705515943468e-05,3.0498133583023446e-06,3.088414450758137e-05,0.0002632928953971714,4.816103228222346e-06,9.168714314000681e-06,0.00010679840488592163,0.0008346927352249622,9.11393653950654e-05,0.0005398979992605746,0.006052390206605196,0.0066311778500676155
68,The inception of Vassar College was in,The inception of the publisher of The Miscellany News was in,Vassar College,the publisher of The Miscellany News, 1861,0.7879500985145569,0.048417627811431885,0.0020482188556343317,0.00026862494996748865,2.4387170469708508e-06,3.629026650742162e-06,2.509291050500906e-07,0.0006545012583956122,0.0038035570178180933,4.3322143028490245e-05,0.006561429239809513,0.017085900530219078,0.00791768915951252,0.005858852062374353,0.00012192840949865058,0.00015953631373122334,0.0006382377468980849,2.1513853425858542e-05,4.7824805733398534e-06,1.513710969902604e-07,5.382431709222146e-07,1.843724021455273e-06,3.547597771103028e-08,1.815211270184136e-08,2.0392064925545128e-08,4.773702544369485e-10,3.9435182896951915e-10,1.5618767390535027e-09,8.90012596954648e-09,3.6294409699877406e-09,1.2673702940446674e-06,5.305194008542458e-06,0.6628125905990601,0.8540331125259399
69,The place of death of Albert Capellani is,The place of death of the director of Out of the Fog is,Albert Capellani,the director of Out of the Fog, Paris,4.399506451591151e-06,1.4962928617023863e-05,3.0893130315234885e-05,5.236972356215119e-06,1.7333873074676376e-06,6.142927873042936e-07,1.1658748007903341e-05,1.2097132639610209e-05,2.328099071746692e-05,0.00018002551223617047,0.00021718034986406565,3.578935138648376e-05,3.272648882557405e-06,7.398300567729166e-06,1.4785711755394004e-05,6.898825404277886e-07,8.475869606172637e-08,1.2754873068843153e-07,1.527620696606391e-07,1.4368041547641042e-06,5.407727257988881e-06,1.5296822084565065e-06,1.8444316651766712e-07,6.058936463659848e-08,2.1139358068467118e-06,5.804879492643522e-06,3.3394301226508105e-06,1.6175283235497773e-05,3.4144610253861174e-05,0.0001480896899010986,0.00016583598335273564,0.0015498957363888621,0.0005893156048841774,0.001423026085831225
70,The place of birth of Finbar Furey is,The place of birth of the father of Áine Furey is,Finbar Furey,the father of Áine Furey, Dublin,1.6049538942297659e-07,7.158451609257099e-08,1.6967072724582977e-07,7.694182500017632e-07,9.009686436911579e-07,1.4216586805559928e-06,4.7510666263406165e-06,6.228877282410394e-06,1.6367094701763563e-07,5.492130981110677e-07,5.523190438339043e-08,8.491915615138623e-09,6.2563336733489905e-09,2.3410779981247742e-09,1.3205618643041817e-07,5.100183670947445e-07,0.00023906159913167357,4.1770804273255635e-06,2.6046716357086552e-06,0.0023053614422678947,0.00030170887475833297,0.0008250086684711277,0.001235010102391243,0.008733033202588558,1.667873038968537e-05,2.502125198589056e-06,4.5374048340818263e-07,1.3153480438177212e-07,1.5549329646091792e-06,1.991754515984212e-06,1.203909619107435e-06,4.5716626573266694e-07,0.004092999268323183,0.04663382098078728
71,The date of birth of Gerald Drummond is,The date of birth of the father of Gerald George Drummond is,Gerald Drummond,the father of Gerald George Drummond," September 8, 1976",6.653082527918741e-05,3.071331957471557e-05,7.549328438472003e-05,1.504491865489399e-05,2.6964016797137447e-06,1.7709599831050582e-07,5.2099778258707374e-05,2.6414609237690456e-05,3.673377250379417e-06,1.3419171409623232e-06,9.387510999658844e-07,1.6376375242543872e-06,5.750919171987334e-07,2.8631536679313285e-06,8.267546036222484e-06,1.0429784197185654e-05,6.141093035694212e-05,6.594641308765858e-05,0.00010371138341724873,2.2764392269891687e-05,6.164321530377492e-05,0.0003163951332680881,3.34853284584824e-05,9.140628208115231e-06,1.827982850954868e-05,0.00014624741743318737,5.027138104196638e-05,8.763542427914217e-05,0.0004437067545950413,0.00035320562892593443,0.0013042227365076542,0.001929118880070746,0.00027593167033046484,0.013986862264573574
72,The country of citizenship of Liam Lynch is,The country of citizenship of the director of Sarah Silverman: Jesus Is Magic is,Liam Lynch,the director of Sarah Silverman: Jesus Is Magic, United States,0.0017069103196263313,1.5152436390053481e-05,5.785096618637908e-06,7.124951935111312e-07,2.3246983005265065e-07,2.5381920565337168e-08,1.8970290511788335e-06,1.3488667718775105e-05,5.4409274525824e-06,3.879551968566375e-06,1.2909350743939285e-06,4.6684718313372287e-07,1.47934940741834e-07,3.6101253044762416e-06,1.4212445421435405e-05,1.0387001566414256e-05,5.595681432168931e-05,1.3306436812854372e-05,0.00018197552708443254,2.121041325153783e-05,1.781652281351853e-05,0.00013038907491136342,0.00017532439960632473,4.077975972904824e-06,1.0442820219669358e-11,4.876385279188773e-14,9.524783847920937e-15,8.548381864566593e-15,2.385859793150452e-13,1.6703705476087127e-12,9.934306849368468e-12,4.725733693256018e-11,0.05357679724693298,0.0026593641377985477
73,The place of birth of Çesk Zadeja is,The place of birth of the composer of Tana is,Çesk Zadeja,the composer of Tana, Shkodër,1.3681084965355694e-05,2.2548616470885463e-05,6.004182978358585e-06,1.4796491143442836e-07,1.7140317609687372e-08,7.68453034538652e-09,4.310922747663426e-07,5.550651849262067e-07,1.8063045104099729e-07,2.8200634005770553e-07,1.0790884061862016e-06,1.0481585377419833e-07,6.802825964768999e-07,1.5940370303724194e-06,8.023118425626308e-06,1.5118979490580386e-06,6.215416874510993e-07,9.964256264538562e-08,9.930655409107203e-09,1.2832578022425878e-07,4.9875353624884156e-08,5.967792731098598e-07,9.93047592601215e-07,4.035643144106871e-07,1.9304216039017774e-05,9.286764907301404e-06,1.6796206182334572e-05,5.596885966951959e-05,6.215822941157967e-05,4.801549221156165e-05,0.00027555369888432324,8.090211485978216e-05,0.0027928457129746675,0.01107077393680811
74,The place of birth of Dulce of Aragon is,The place of birth of the mother of Theresa of Portugal is,Dulce of Aragon,the mother of Theresa of Portugal, Barcelona,2.806808197419741e-06,1.5312932646338595e-06,3.1427993008037447e-07,8.068072361311351e-07,5.450340267998399e-07,5.732504178013187e-07,3.4755228739413724e-07,2.5846293283393607e-07,4.6057482450123644e-07,2.650872374942992e-07,2.116757684689219e-07,4.677868403746288e-08,4.374417628127958e-08,1.5728231517186941e-07,1.2189228755232762e-06,8.658690830998239e-07,1.5258655139405164e-06,1.121120476454962e-06,4.79807886222261e-06,6.649689112236956e-06,6.977904376981314e-06,2.6874244213104248e-05,1.4792702131671831e-05,1.9091288777417503e-05,0.004829246085137129,0.009447957389056683,0.006039777770638466,0.011954760178923607,0.0038043081294745207,0.01441679522395134,0.01769380457699299,0.06187301501631737,7.077138889144408e-06,0.0010491041466593742
75,The country of citizenship of Master P is,The country of citizenship of the director of No Tomorrow is,Master P,the director of No Tomorrow, American,1.4999833410911378e-06,2.7559824502532138e-06,1.1027877917513251e-06,1.205802846016013e-06,1.8491123228159267e-06,5.5354562391585205e-06,7.51642892282689e-06,1.6624482668703422e-05,4.9048026085074525e-06,2.571564073150512e-05,1.2141503248130903e-05,1.4985132111178245e-05,5.400705413194373e-05,1.3194924576964695e-05,0.0001533290633233264,4.079986683791503e-05,4.059046659676824e-06,3.952798215323128e-05,0.0003049891674891114,0.0015616368036717176,0.005963442847132683,0.004109370522201061,0.00048462560516782105,0.0012933406978845596,0.02273339033126831,0.016299167647957802,0.0033889939077198505,0.0020687037613242865,0.0010826061479747295,0.003613193752244115,0.0009932724060490727,0.0001934288302436471,0.004473320674151182,0.028208564966917038
76,The place of death of James Bauer is,The place of death of the director of The Black Star is,James Bauer,the director of The Black Star, Argentina,4.213517513562692e-06,5.5982395679166075e-06,4.065735083713662e-06,5.870575932931388e-06,7.648675932614424e-07,1.296455820920528e-06,2.2528995486936765e-06,7.0089927248773165e-06,1.4475888292508898e-06,6.102016868680948e-06,1.9945293843193213e-06,1.4844938505120808e-06,1.6245374467871443e-07,1.5679388809530792e-07,3.093568011536263e-06,1.0765199931483949e-06,3.461901087575825e-06,1.1477932275738567e-06,9.880120899197209e-08,6.112535402280628e-07,1.400028281750565e-06,6.318338563460202e-08,8.672831341982601e-08,5.963078706372471e-07,2.755465402515256e-07,2.137205683538923e-07,7.5099606533513e-08,2.9666018974694452e-08,2.6851093792856773e-08,2.1227316793215323e-08,6.917787231941475e-08,8.409629970174137e-08,3.099699461017735e-05,1.0863527677429374e-06
77,The place of birth of Björk is,The place of birth of the performer of Oceania is,Björk,the performer of Oceania, Reykjavík,3.092602582910331e-07,4.395143696456216e-05,1.2134403732488863e-05,9.633710078560398e-07,6.184681637932954e-07,4.440066732058767e-07,6.012606718286406e-06,1.957957238118979e-06,9.93495177681325e-07,3.2320367608917877e-06,5.435603043224546e-07,2.300970663782209e-06,1.3612817610919592e-06,8.725031079848122e-07,7.437828486445142e-08,2.6379285600341973e-07,2.695801185836899e-06,2.331078940187581e-05,4.998882104700897e-06,0.0002831342862918973,0.00016061395581346005,4.908095797873102e-05,3.112925332970917e-05,0.0009798987302929163,0.03423110023140907,0.011301061138510704,0.05310901999473572,0.018897071480751038,0.001912822830490768,0.0008733932045288384,0.0008949533803388476,0.0001402913185302168,7.5085358730575535e-06,0.29156121611595154
78,The date of death of Susan of Albania is,The date of death of the mother of Prince Leka of Albania is,Susan of Albania,the mother of Prince Leka of Albania, 17 July 2004,0.010667998343706131,0.11159607023000717,0.022723790258169174,0.031200064346194267,7.447069492627634e-06,2.2310929125524126e-05,9.22139770409558e-06,5.149323897057911e-06,1.5700479707447812e-05,1.374125417896721e-06,0.0003031195083167404,7.391382041532779e-06,1.9925601009163074e-05,2.902166613694135e-07,1.526576124888379e-05,6.96646247888566e-06,5.81744170631282e-05,0.0009004153544083238,0.0015131229301914573,0.013934510760009289,1.498287201684434e-05,2.8579617719515227e-05,1.883241202449426e-05,9.815723387873732e-06,1.378299785415038e-08,3.5645414754981175e-05,5.800219682328134e-08,2.285906042232e-08,7.011471958584536e-10,4.406398579348547e-10,3.386410583061661e-07,6.413396477000788e-06,0.038519375026226044,0.0456325002014637
79,The place of death of Augustus II the Strong is,The place of death of the spouse of Christiane Eberhardine of Brandenburg-Bayreuth is,Augustus II the Strong,the spouse of Christiane Eberhardine of Brandenburg-Bayreuth, Warsaw,1.8275765114594833e-06,6.984952051425353e-06,2.7709873506864824e-08,1.5402029873712308e-07,2.777498231409936e-08,3.6709952411229096e-08,2.8518664407783945e-07,2.0522810473266873e-07,3.229619380817894e-07,1.2606761856659432e-07,4.616242677002447e-08,1.1583954773186633e-07,8.995622806651227e-07,2.2102346974861575e-06,3.639412170741707e-06,1.750834826452774e-06,9.44428666116437e-06,4.643765350920148e-05,3.389381890883669e-05,1.5504987459280528e-05,3.918982201867038e-06,1.077225647350133e-06,9.339939310848422e-07,1.844869984779507e-06,4.0005703340284526e-05,9.826542373048142e-05,6.29247588221915e-05,2.8097749236621894e-05,2.788448728097137e-05,3.253787144785747e-05,7.52631458453834e-05,0.00018435694801155478,9.703850992082153e-06,7.032619032543153e-05
