Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
50,The country of citizenship of Bart Sibrel is,The country of citizenship of the director of Astronauts Gone Wild is,Bart Sibrel,the director of Astronauts Gone Wild, American,3.823035513050854e-05,3.0292112569441088e-06,4.733203968498856e-05,2.9041888410574757e-05,3.847701464110287e-06,1.8164664652431384e-06,7.050449767120881e-06,6.0443722759373486e-05,5.391221293393755e-06,1.6072693824753514e-06,1.9665953004732728e-05,4.035983238281915e-06,6.366285560943652e-06,1.824620812840294e-05,8.891794277587906e-05,1.7622263840166852e-05,3.572147761587985e-05,6.800847040722147e-05,0.00011980714043602347,0.00016244839935097843,0.00012421001156326383,0.00013051980931777507,9.658966882852837e-05,5.3549498261418194e-05,4.038796032546088e-05,1.4147402907838114e-05,9.886613952403422e-06,4.2146143641730305e-06,0.00010991640010615811,0.00012666180555243045,5.6344997574342415e-05,4.259850538801402e-05,4.996983989258297e-05,0.00025642014225013554,0.00025126567925326526,0.0006306273280642927,0.0019365435000509024,0.005422499496489763,0.0012532428372651339,0.0024785634595900774,0.004306033253669739,0.0011584768071770668,0.0005343143129721284,0.00018770838505588472,0.0003060221206396818,0.001318678492680192,0.0004201214178465307,0.0004216126981191337,0.0002875017817132175,0.00013470668636728078,0.0004956797929480672,0.0007593726040795445,0.0005244514322839677,5.5528496886836365e-05,5.292643254506402e-05,0.00018689858552534133,0.0001989712764043361,0.00010102944361278787,5.222182517172769e-05,0.00013636413495987654,0.00022890727268531919,0.0001985799171961844,0.0001612094056326896,0.00017614309035707265,0.00032437252230010927,0.000539044791366905,0.0006176775204949081,0.0003916480054613203,0.0004433873691596091,0.0008556342800147831,0.0005021850811317563,0.000356644275598228,0.00017780446796678007,0.0007838072488084435,0.0005809610011056066,0.0004417913733050227,0.000348937523085624,6.096767265262315e-06,6.35794349364005e-05,8.940824773162603e-05,0.006274744868278503,0.016325704753398895
51,The place of birth of Muhammad Ali Jinnah is,The place of birth of the spouse of Emibai Jinnah is,Muhammad Ali Jinnah,the spouse of Emibai Jinnah, Karachi,2.9918260224803817e-07,7.853191164031159e-07,1.7634270079724956e-06,2.3428144686477026e-06,2.384187496318191e-07,1.8978739717567805e-06,3.3582671221665805e-06,4.58195557939689e-07,1.5909051853668643e-07,1.640987790096915e-07,5.795293844812477e-08,1.20149081794807e-07,1.1110262931879333e-07,2.1071056721666537e-07,7.359120672845165e-07,4.954770815857046e-07,1.315085341957456e-06,3.951866801799042e-06,2.499010406609159e-06,4.617756530933548e-06,6.9911211539874785e-06,3.0731200695299776e-06,2.735841007961426e-05,1.4230688975658268e-05,1.238475124409888e-05,2.7975709144811844e-06,1.4919236264177016e-06,1.6587066056672484e-05,9.002369552035816e-06,1.267631978407735e-05,3.7292989873094484e-05,3.007456507475581e-05,5.3976214076101314e-06,5.004899321647827e-06,7.176797225838527e-06,7.016416475380538e-06,1.4668068615719676e-05,1.1358825759089086e-05,3.3415784855606034e-05,0.00013430182298179716,4.165546124568209e-05,3.851610017591156e-05,4.680304482462816e-05,5.971428254269995e-05,0.0001057862100424245,3.7401929148472846e-05,4.039801933686249e-05,4.0142527723219246e-05,3.9966187614481896e-05,4.5193752157501876e-05,6.133251736173406e-05,8.313734724652022e-05,7.69134858273901e-05,4.331172021920793e-05,5.2766656153835356e-05,6.418268458219245e-05,8.850274753058329e-05,7.995316991582513e-05,6.59279030514881e-05,0.00013777018466498703,7.432266284013167e-05,0.00013126250996720046,7.246220047818497e-05,6.309022865025327e-05,0.0004753506800625473,0.0011056861840188503,0.00061087153153494,0.0010260110720992088,0.0006185835809446871,0.0006034685065969825,0.0011094053043052554,0.0007313621463254094,0.000684967206325382,0.0006936590652912855,0.0005940013215877116,0.0639871284365654,0.010808292776346207,0.011835337616503239,0.004836277570575476,0.001296736765652895,0.006528638768941164,0.06649399548768997
52,The place of birth of Jelena Zrinska is,The place of birth of the spouse of Francis I Rákóczi is,Jelena Zrinska,the spouse of Francis I Rákóczi, Ozalj,6.214298764462001e-07,2.9538991839217488e-06,2.702022584344377e-06,2.3119324396247976e-05,3.9301561628235504e-05,4.5066313759889454e-05,3.986331284977496e-05,1.5188426004897337e-05,1.0169197594223078e-05,3.467439455562271e-06,3.455878356817266e-07,4.449646894499892e-06,8.589880167164665e-07,6.531605322379619e-06,4.3917898437939584e-06,2.602956556074787e-06,7.897875548223965e-06,1.749913462845143e-05,1.1900951903953683e-06,3.83748420063057e-06,5.71048303754651e-06,1.405986495228717e-06,1.1561334076759522e-06,1.1212661092940834e-06,2.720641077758046e-06,4.080368114500743e-07,5.191847662899818e-07,2.3417386785240524e-07,1.6885462628124515e-07,1.916657311085146e-06,1.5554653600702295e-06,4.063754659000551e-06,7.495848421967821e-06,7.163619670791377e-07,7.592424822178145e-07,1.2703882248388254e-06,9.44690228266154e-08,4.686164345457655e-08,7.295984261190824e-08,1.4343632415148022e-07,1.9347396573721198e-07,5.590449063674896e-07,9.026837801684451e-07,3.002639061833179e-07,1.224635411745112e-06,1.2628781860257732e-06,1.6471836943310336e-06,2.5393464966327883e-06,5.238552148512099e-06,4.804957370652119e-06,2.2953813640924636e-06,7.79055062594125e-06,3.954445219278568e-06,3.439190550125204e-06,3.21479637932498e-06,1.7913812371261884e-06,3.426259581829072e-06,5.746986971644219e-06,4.793524567503482e-06,6.117847533460008e-06,4.985822670278139e-06,3.0717610570718534e-06,1.1487827578093857e-06,7.874119773987331e-07,9.482051268605574e-07,1.126704319176497e-06,2.485191998857772e-06,2.604091378088924e-06,4.655436441680649e-06,6.971550192247378e-06,6.2847748267813586e-06,9.067700375453569e-06,6.173056135594379e-06,9.821250387176406e-06,7.19590752851218e-06,2.308431976416614e-05,6.066847618058091e-06,1.41488835652126e-05,1.7555074009578675e-05,6.049627700122073e-06,2.2712054487783462e-05,1.720249929348938e-05
53,The place of birth of W. P. Kellino is,The place of birth of the director of Pay Box Adventure is,W. P. Kellino,the director of Pay Box Adventure, London,4.796128996531479e-05,0.0005971954669803381,0.0007781668682582676,0.00013641049736179411,0.00050755386473611,0.0012866111937910318,0.0001463319204049185,0.00022888483363203704,0.0002268859389005229,0.00016923336079344153,0.0005153389065526426,0.0002182249299949035,0.000292418641038239,0.00010696180834202096,0.00013969118299428374,6.0082587879151106e-05,5.8660451031755656e-05,0.00010969293361995369,0.0002439988893456757,0.0001768153306329623,4.65201519546099e-05,0.00011966883175773546,0.0001031303036143072,0.00032398084294982255,0.0006260270019993186,0.0004443798679858446,6.693121395073831e-05,0.0007110963924787939,0.00030281642102636397,0.0001537776115583256,7.088381244102493e-05,2.114240123773925e-05,9.41068628890207e-06,9.287708053307142e-06,2.6703073672251776e-05,0.00016160433006007224,3.583607031032443e-05,0.00010580096568446606,6.007171396049671e-05,4.1462466469965875e-05,2.414396294625476e-05,1.8955886844196357e-05,1.6088164557004347e-05,3.882728833559668e-06,3.624612872954458e-05,4.320144398661796e-06,1.1567803994694259e-05,2.20433394133579e-05,1.7919091988005675e-05,1.393908587488113e-05,3.778306790991337e-06,3.61885304300813e-06,1.1851430826936848e-05,6.221383500815136e-06,1.7750993492882117e-06,7.482916771550663e-06,2.079872956528561e-06,5.521763796423329e-06,2.086245785903884e-06,3.7616364352288656e-06,1.7968055772143998e-06,3.283756541350158e-06,3.0325702482514316e-06,3.324984618302551e-06,3.25503015119466e-06,2.124629645550158e-06,3.812877139353077e-06,1.3818042816637899e-06,1.9389674434933113e-06,1.538683682156261e-05,2.079336809401866e-05,5.7890938478522e-06,1.3109798601362854e-05,6.067017238819972e-06,7.38209246264887e-06,4.2004553506558295e-06,2.4367989226448117e-06,2.6083750981342746e-06,2.201795723522082e-06,1.3610055248136632e-05,0.0030692610889673233,0.004842882510274649
54,The employer of Chip Gubera is,The employer of the director of Academy of Doom is,Chip Gubera,the director of Academy of Doom, University of Missouri,3.266896601417102e-05,4.899261512036901e-06,4.1686278564156964e-05,0.00014526835002470762,0.0001020628260448575,3.120925975963473e-05,1.6771753507782705e-05,1.2072261597495526e-05,1.5201790120045189e-05,9.626929386286065e-05,4.3503863707883283e-05,1.600188625161536e-05,4.1215113014914095e-05,4.69684027848416e-06,1.882847209344618e-05,4.0307346353074536e-05,2.4775239580776542e-05,3.0073935704422183e-05,6.877627311041579e-05,1.684833478066139e-05,0.000635704433079809,1.764310036378447e-05,5.774392320745392e-06,1.4086781447986141e-05,3.7121046716492856e-06,1.4241214557841886e-05,1.5185983102128375e-05,4.4870239435113035e-06,1.050692571880063e-05,2.5277513486798853e-06,1.6981773569568759e-06,9.291808964917436e-06,1.4443995496549178e-05,5.597485596808838e-06,7.362648830167018e-06,1.6287987136820448e-06,8.256335604528431e-06,5.736304956371896e-05,2.2381615053745918e-05,9.050569497048855e-05,7.96014501247555e-05,5.457954102894291e-05,5.9699712437577546e-05,3.0764938856009394e-05,8.503105163981672e-06,6.334398676699493e-06,1.9854232959914953e-05,2.8288546673138626e-05,0.00014021551760379225,4.184451245237142e-05,0.00017039271187968552,0.0002153979439754039,0.00017196725821122527,7.29558159946464e-05,6.773259519832209e-05,3.892119275406003e-05,1.3719851267524064e-05,4.385794454719871e-05,1.1477791304059792e-05,2.0753392163896933e-05,5.895157664781436e-05,0.00010017530439654365,2.3628717826795764e-05,2.9140592232579365e-05,4.119777076994069e-05,9.238092388841324e-06,3.3404063287889585e-05,1.1284145330137108e-05,6.178317107696785e-06,1.4323641153168865e-05,1.2610038538696244e-05,2.2862823243485764e-06,7.486187314498238e-06,1.4426577763515525e-05,6.347631278913468e-05,0.00011430319864302874,1.9273991711088456e-05,1.2059964319632854e-05,2.406261228315998e-05,1.855310438259039e-05,0.00033540386357344687,0.0005125220632180572
55,The place of birth of Lacy J. Dalton is,The place of birth of the performer of Slow Down is,Lacy J. Dalton,the performer of Slow Down, Bloomsburg,2.2615813577431254e-05,5.044557383371284e-06,6.309138598226127e-07,1.4812122799412464e-06,5.329567329681595e-07,1.920289633972061e-07,1.1454072534888837e-07,1.8240548627090902e-07,1.0234251135443628e-07,2.432718702038983e-07,8.071621095950832e-07,5.512999337042856e-07,4.1076319234889525e-07,1.144280190601421e-06,4.599164924457e-07,1.1746210475394037e-06,2.1291000393830473e-06,1.6356589185306802e-06,8.720711775822565e-06,2.7599251097853994e-06,3.24023039866006e-06,1.4812715107836993e-06,1.4973905990700587e-06,3.4181701380475715e-07,2.469479056799173e-07,1.7466179258462944e-07,6.478426257672254e-07,8.35663911402662e-07,1.659555834976345e-07,3.757375282020803e-07,2.880596184695605e-06,2.548687916714698e-06,1.2029662684653886e-05,9.816597412282135e-06,8.569830242777243e-06,8.521728318555688e-07,5.300448719935957e-06,2.9794382498948835e-06,8.799218448984902e-06,1.7875163393910043e-05,4.6535087676602416e-06,8.396011253353208e-06,3.35630716108426e-06,2.1638368252752116e-06,1.3543389059123001e-06,9.195885013468796e-07,9.258693012270669e-07,6.236351168809051e-07,1.2387646393108298e-06,4.0142363104678225e-06,2.4220910290750908e-06,2.2746673948859097e-06,2.7912144560104934e-06,2.3986960968613857e-06,1.1093209195678355e-06,4.079921325228497e-07,5.06369246977556e-07,2.432510370908858e-07,2.186936995940414e-07,3.480709551695327e-07,2.9736673923252965e-07,6.238061587282573e-07,8.690931849741901e-07,1.0456293466631905e-06,4.277444531908259e-06,4.295875896787038e-06,1.6165638498932822e-06,4.752229870064184e-06,3.7860536394873634e-06,1.4421697414945811e-05,5.552157745114528e-06,6.987404958636034e-06,2.13967159652384e-05,1.025784331432078e-05,1.6376277926610783e-05,0.00036248491960577667,0.0001244542800122872,0.0006042317254468799,0.038281623274087906,0.01968226209282875,4.056566467625089e-05,0.9982154369354248
56,The place of birth of Salvatore Piscicelli is,The place of birth of the director of Blues metropolitano is,Salvatore Piscicelli,the director of Blues metropolitano, Pomigliano d'Arco,5.197693553782301e-06,1.4481987591352663e-06,1.4777209798921831e-05,4.78320225738571e-06,1.1212134268134832e-05,7.490953066735528e-06,1.3119072718836833e-05,1.8983341760758776e-06,3.778466179937823e-07,6.174645932333078e-06,1.4184876135914237e-06,8.696807753949543e-07,4.490471781082306e-07,4.4994771997153293e-07,1.6034802285957994e-07,4.155552915108274e-07,2.897898525588971e-07,1.176499495159078e-06,7.486258937206003e-07,1.648017018851533e-06,1.557307223265525e-05,1.595155117684044e-05,2.1026602553320117e-05,3.829540582955815e-05,3.0328959837788716e-05,1.1453280421847012e-05,1.2324554518272635e-05,2.9173565962992143e-06,4.8769979912322015e-06,9.954393135558348e-06,6.562200383086747e-07,1.7287803188992257e-07,2.0440617731765087e-07,5.097889470562222e-07,2.8663859552580107e-07,4.281536405414954e-07,5.813494112771878e-07,1.3267475878819823e-05,2.3971656446519773e-06,6.720416081407166e-07,1.337670823886583e-06,1.5148076499826857e-06,3.6152729876448575e-07,1.6482660214478528e-07,1.5916029383333807e-07,2.24882569455076e-07,3.705770552642207e-07,3.787618254591507e-07,3.0575412779398903e-07,5.130760314386862e-07,1.5128711083889357e-06,5.60293585749605e-07,1.2128029993618838e-06,4.125059831494582e-07,1.576420459059591e-06,8.381439897675591e-07,3.1082731766218785e-06,2.6151592464884743e-06,4.8541792239120696e-06,7.86926375440089e-06,6.530546215799404e-06,7.312676643778104e-06,5.065490768174641e-06,4.7465528041357175e-06,4.564251867122948e-06,3.641872353910003e-06,5.494214292411925e-06,7.963223652041052e-06,6.6384850470058154e-06,1.508114564785501e-05,2.067800596705638e-05,1.0190044122282416e-05,1.3160320122551639e-05,6.100755399529589e-06,3.4833408335543936e-07,1.5824288084331783e-06,4.011494183941977e-06,1.2260634321137331e-05,3.341560295666568e-05,2.042981759586837e-05,5.036969014327042e-05,0.0003071585379075259
57,The place of death of Ludowika Margaretha of Zweibrücken-Bitsch is,The place of death of the mother of Johanna Sibylla of Hanau-Lichtenberg is,Ludowika Margaretha of Zweibrücken-Bitsch,the mother of Johanna Sibylla of Hanau-Lichtenberg, Bouxwiller,3.0002570383658167e-07,2.3217731381919293e-07,3.9403269624926907e-07,4.0184332306125725e-07,3.484599631065066e-07,2.410151012099959e-07,1.7062292556602188e-07,8.186086830619388e-08,3.825600742857205e-07,2.6194602469331585e-06,3.0055120987526607e-06,3.1340518944489304e-06,4.700666067947168e-06,2.3953629124662257e-07,2.4298390144394943e-06,2.128508867826895e-06,1.1254792298132088e-06,2.6267689463566057e-06,1.8376680372966803e-06,7.349659654209972e-07,1.2426721696101595e-07,2.24437030738045e-07,7.742392682530408e-08,2.0075209761216684e-07,1.3043030548942625e-06,9.287068110097607e-07,6.916687311786518e-07,3.0440446607826743e-07,2.146238671230094e-07,1.442912775928562e-07,4.668391738960054e-06,1.1580383443288156e-06,1.79652863607771e-06,4.1624684854468796e-07,2.32648048381634e-07,5.374272973313055e-07,3.6238415646039357e-07,1.631092061415984e-07,5.403114045066104e-08,1.1442742220424407e-07,1.6341417108378664e-07,1.1970003299666132e-07,1.1324253534894524e-07,5.8801603586289275e-08,1.1974817937243643e-07,1.2870593479874515e-07,1.9124402683701192e-07,6.133723218226805e-08,2.60054832779133e-07,3.0038455633984995e-07,2.242605461333369e-07,1.6480055364809232e-07,1.3869829729173944e-07,1.0062797883847452e-07,8.394123796051645e-08,1.7290783205226035e-07,1.1814849187885557e-07,1.5436826572567952e-07,3.8949647773733886e-07,4.0735648099143873e-07,3.089578513026936e-07,2.3398956727760378e-07,1.33130598101161e-07,1.4130819181445986e-07,2.53002696126714e-07,8.730359581932134e-07,4.190094102796138e-07,6.160303200886119e-07,2.2768782059756631e-07,5.12942960995133e-07,5.580157562690147e-07,5.295428877616359e-07,7.638756756023213e-07,2.0945455503351695e-07,5.708009211957688e-07,1.2135084261899465e-06,8.399485977861332e-07,8.103222626232309e-07,1.049681145559589e-06,2.4786763788142707e-06,3.239811849198304e-05,9.832150681177154e-05
58,The spouse of Edward Buzzell is,The spouse of the director of Ann Carver's Profession is,Edward Buzzell,the director of Ann Carver's Profession, Ona Munson,2.7562198283703765e-06,3.214671596651897e-05,2.8990440114284866e-05,9.653193046688102e-06,2.6474695005163085e-06,5.05602065459243e-06,1.314258383899869e-06,5.632675765809836e-07,6.920674877619604e-08,6.430324361872408e-08,4.7204960651470174e-07,2.24277755478397e-07,7.284505045390688e-06,1.813511516957078e-05,3.2133750210050493e-05,5.865573712071637e-06,1.2146690551162465e-06,1.976913608814357e-06,6.696479431411717e-06,9.881914593279362e-07,1.8649064941200777e-06,4.517169713835756e-07,1.2258945503162977e-07,3.5818078458760283e-07,3.0631224490207387e-07,5.552462880586972e-07,1.1612817019113209e-07,1.1005284505927193e-07,6.558479270779571e-08,2.491506734259019e-07,6.508801106974715e-07,1.7316418734480976e-06,1.0606144087432767e-06,4.251172413205495e-06,2.720697466429556e-06,3.158717390761012e-06,5.911413609283045e-06,2.1240257410681807e-05,2.7297863198327832e-05,3.7903710108366795e-06,1.4461098544416018e-05,1.4639941582572646e-05,4.984323823009618e-06,2.2591204924538033e-06,6.526423021568917e-06,1.5080240700626746e-05,1.7930799458554247e-06,2.994860096805496e-06,1.0407658237454598e-06,2.843275126451772e-07,8.200028673854831e-07,1.0945224175884505e-06,5.1461429393384606e-06,2.0348529687908012e-06,8.559592970414087e-06,9.051317420016858e-07,1.8027759551841882e-07,9.886321095109452e-07,1.3102941238685162e-06,3.5778516576101538e-06,5.383247980716988e-07,9.93327375908848e-07,7.483704393962398e-07,2.5635370093368692e-06,3.419741460675141e-06,1.7306715562881436e-06,1.94715676116175e-06,4.562758476822637e-06,1.1829220966319554e-05,7.4279528234910686e-06,4.05650553148007e-06,5.210643394093495e-06,4.3643874960253015e-05,1.4145299246592913e-05,1.9250117475166917e-05,3.872122761094943e-05,4.192631877231179e-06,5.623770448437426e-06,1.8983411791850813e-05,7.916351751191542e-05,3.3159838494611904e-05,0.0019791305530816317
59,The date of birth of Iyasu I is,The date of birth of the father of Bakaffa is,Iyasu I,the father of Bakaffa, 1654,0.014873198233544827,0.0015102566685527563,1.1168129276484251e-05,4.6484146309921925e-07,3.49895199178718e-05,8.22320984639191e-08,2.0768745798704913e-06,2.8367668392093037e-07,3.264002953073941e-05,7.93633171269903e-06,0.0014395540347322822,1.2274661457922775e-05,1.66646896104794e-05,0.0002116338291671127,1.4544909390679095e-05,1.0586514690658078e-05,0.002119259210303426,0.0028040921315550804,0.0026535168290138245,0.00029014103347435594,0.00019816590065602213,0.000176855202880688,0.000442815653514117,0.0024680043570697308,0.00015524473565164953,1.0403156920801848e-05,5.116189640830271e-05,0.001441576867364347,0.0005321794888004661,0.03664090484380722,0.001455344958230853,0.004301652777940035,0.017123356461524963,0.0015919504221528769,0.005714845843613148,9.634687739890069e-05,0.00020724243950098753,0.014314882457256317,0.0025634239427745342,0.005287447012960911,8.862923277774826e-05,0.00015670675202272832,0.0002446094586048275,8.748410618864e-05,1.804930616344791e-05,3.802591308499359e-08,1.75228706211783e-06,8.302415039906919e-07,3.438076134898438e-08,2.7455564488576556e-09,6.807753027970875e-09,1.5151191412599019e-09,1.8545763680322125e-07,2.3454235531517043e-07,1.1791518517156874e-07,7.349648001309106e-08,3.530769987492022e-08,3.502943002331449e-08,4.0174788296098995e-07,1.6287337700759963e-08,2.15349155041622e-05,9.368341125082225e-08,2.596938657006831e-06,2.921911459452531e-07,3.8766003740420274e-08,4.673466591498254e-08,2.8518701356006204e-07,9.077858464934252e-10,6.285809917017104e-08,6.262920404509487e-09,1.372675573207971e-08,7.687982694903894e-09,1.059973975259254e-08,1.7372730809483983e-08,4.955519550264853e-09,3.613357391074601e-09,3.985744623236087e-09,4.431926825532173e-08,1.1078954997856272e-07,6.52323387839715e-06,0.044697511941194534,0.01570437103509903
60,The place of burial of Johnny Horton is,The place of burial of the performer of Honky-Tonk Man is,Johnny Horton,the performer of Honky-Tonk Man, Louisiana,2.0916468201903626e-06,2.0574047994159628e-06,8.670508577779401e-07,1.142096408557336e-07,2.372228102842655e-08,4.2472902350709774e-07,5.1111534560277505e-08,5.247531831287233e-08,1.7475780111908534e-07,2.3949394289957127e-06,1.831898543969146e-06,2.117927579092793e-06,9.704138392407913e-06,1.924940079334192e-06,1.2568837064463878e-06,2.4897788080124883e-06,1.0086953807331156e-05,1.9428738596616313e-05,9.210260031977668e-06,7.625099897268228e-06,4.4856962631456554e-05,7.64308133511804e-05,3.745497815543786e-05,0.00010745266627054662,8.79557483131066e-05,3.5668992495629936e-05,3.6654990253737196e-05,1.684313428995665e-05,1.0498692972760182e-05,6.331608346954454e-06,3.0174180210451595e-05,5.5197710025822744e-05,5.166980918147601e-05,9.937813592841849e-05,0.0001527289132354781,0.00018630881095305085,9.540654718875885e-05,0.0005801357328891754,0.00033735783654265106,0.00018131022807210684,0.00011857350909849629,0.0008323175134137273,0.00036468077450990677,0.0005979347042739391,0.020456437021493912,0.06031230464577675,0.03825335577130318,0.11900539696216583,0.009152351878583431,0.0016132069285959005,0.00410678144544363,0.0024062038864940405,0.0013726315228268504,0.0013160854578018188,0.00044789037201553583,0.00040960568003356457,0.00040394969983026385,0.00018888141494244337,0.0002689087705221027,7.575488416478038e-05,4.770040686707944e-05,3.74866503989324e-05,5.133463128004223e-05,3.554845170583576e-05,1.467271340516163e-05,4.3812597141368315e-06,1.1019295925507322e-05,5.3420035328599624e-06,4.582886049320223e-06,6.825249329267535e-06,3.499642843962647e-06,4.4359640014590696e-06,3.8998323361738585e-06,1.5292284842871595e-06,4.966877895640209e-06,7.787260074110236e-06,9.299453267885838e-06,1.7157148249680176e-05,1.378166962240357e-05,1.2052342754031997e-05,0.00015042773156892508,0.0004283966263756156
61,Nagesh Kukunoor received the,The director of Hyderabad Blues 2 received the,Nagesh Kukunoor,the director of Hyderabad Blues 2, Filmfare Award,9.747058129505604e-07,1.0866776392504107e-05,2.4272628706967225e-06,8.739896770748601e-07,2.730928088112705e-07,1.0362663260821137e-07,1.528077007151296e-07,1.2682168915034708e-07,9.697795633201167e-08,4.433035627471327e-08,2.0756552032707987e-07,2.291880605298502e-07,9.743142470597377e-08,6.814825042056327e-07,4.3093481849609816e-07,3.4992248743037635e-07,1.5844041456603009e-07,4.936679829370405e-07,2.3898603558336617e-06,6.248504178074654e-06,1.9352241906744894e-06,1.0270086931996047e-06,5.51123378045304e-07,1.4818219824519474e-05,1.075773866432428e-06,3.942356215702603e-06,7.945064680825453e-06,3.4060435609717388e-06,1.4704392924613785e-05,2.1172229025978595e-05,1.1747984899557196e-05,2.8178821594337933e-05,2.6792535209096968e-05,1.4428975191549398e-05,1.0905132512561977e-05,2.7255737222731113e-05,0.0002444590500090271,8.449961751466617e-05,2.5665052817203104e-05,6.143912742118118e-06,1.4718639249622356e-05,4.937048743158812e-06,4.604663445206825e-06,3.6205492506269366e-06,1.492638148192782e-06,3.871834621804737e-07,1.5352811999491678e-07,3.5891872585125384e-07,1.1650489284420473e-07,9.609609463723245e-08,7.467687623829988e-08,6.10359407460237e-08,6.088675519322351e-08,1.4637284273533169e-08,9.70091473817547e-09,1.1208981298693743e-08,6.5216427813652444e-09,3.859713881837479e-09,4.031600830955995e-09,8.412246010891522e-09,2.4623787453492696e-08,1.909779356878971e-08,2.9132383616570223e-08,2.7911930544632924e-08,1.289403783744092e-08,4.0863124439738385e-08,6.193808133048151e-08,5.3111097741975755e-08,1.845195072291972e-07,1.3890048933262733e-07,5.778523970434435e-08,1.7815247588259808e-07,1.2360086998342013e-07,2.2039256464267964e-07,2.113193318109552e-07,2.4638566742396506e-07,5.907641309477185e-08,4.554262034162093e-07,3.8549393366338336e-07,3.679419648960902e-07,0.010266088880598545,0.005902671255171299
