explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,6.323090051552072e-09,2.401408671914851e-08,3.4920313862762953e-10,5.38733502253308e-09,3.050730867926177e-08,2.0128528011031932e-10,9.986020343966118e-11,2.6671458010912863e-12,1.0226917918207054e-13,1.885065736065137e-16,2.342489467966469e-17,6.975233205531214e-16,0.00016775427502579987,4.5307810069061816e-05
Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,2.2297344060007163e-07,2.553669037297368e-05,8.081424311967567e-07,4.990829438611399e-07,2.709951559154433e-06,0.00011252082185819745,7.806856046954636e-06,1.3264916560729034e-05,5.73306988371769e-06,2.3611339372564544e-07,1.4286279110820033e-06,2.2758155182600603e-07,0.005264782812446356,0.0031282221898436546
Leonardo da Vinci was born in the modern-day country of,The painter of the Mona Lisa was born in the modern-day country of,Leonardo da Vinci,The painter of the Mona Lisa, Italy,3.7276024045240774e-08,1.953831407774942e-08,1.159990188170923e-05,3.8485948607558385e-05,0.00013459514593705535,0.0006144801736809313,0.0011096266098320484,0.000810176192317158,0.01906156726181507,0.0890410989522934,0.0022198250517249107,0.0022048226092010736,0.015269801020622253,0.023297205567359924
Johannes Gutenberg originally trained to become a,The inventor of the printing press originally trained to become a,Johannes Gutenberg,The inventor of the printing press, goldsmith,4.783159397447889e-07,5.361695443184544e-08,6.066607056709472e-07,4.2099514985238784e-08,2.4381133556516943e-08,3.160375428024054e-08,1.5246791917888913e-07,2.302862078806811e-08,1.0073715195346722e-09,1.3813666356610188e-11,3.1874602783588113e-12,4.395680264224211e-09,0.0005250548711046576,0.0002784294483717531
"In addition to being an inventor, Samuel F.B. Morse was also a talented","In addition to being an inventor, the developer of the electrical telegraph was also a talented",Samuel F.B. Morse,the developer of the electrical telegraph, artist,3.655258842627518e-05,0.0004992985632270575,0.002122659469023347,0.001164840068668127,3.899681178154424e-05,0.00024329118605237454,3.800348349614069e-05,0.0008019044762477279,8.496326699969359e-06,6.7327321495724846e-09,2.9243008839094364e-13,7.325820206460776e-06,0.02276788279414177,0.02512136660516262
The first patented invention of Thomas Alva Edison was the electric,The first patented invention of the inventor of the light bulb was the electric,Thomas Alva Edison,the inventor of the light bulb, vote recorder,4.751736469188472e-06,9.073315965224538e-08,4.032476397242135e-07,4.045905370730907e-05,3.0753360533708474e-06,2.672623224952986e-07,1.8048414984761507e-09,2.6891968651909792e-09,1.22803253677084e-10,2.549454536371343e-10,6.720562149321874e-13,6.02792468717972e-11,2.03042527573416e-05,1.6290836356347427e-05
Nikola Tesla was born in the modern-day country of,The rival of Thomas Alva Edison was born in the modern-day country of,Nikola Tesla,The rival of Thomas Alva Edison, Croatia,6.9372645405962885e-09,2.1081635281916533e-07,2.2743537556380033e-05,0.0035284534096717834,0.0001539290533401072,2.074460826406721e-05,0.00018848870240617543,3.5544006095733494e-05,0.00028813385870307684,6.222204683581367e-05,2.348889438508195e-07,1.5991314285201952e-05,0.0007150236051529646,0.0023419095668941736
Nikola Tesla went to the University of,The inventor of the Tesla coin went to the University of,Nikola Tesla,The inventor of the Tesla coin, Graz,7.860074219934177e-06,7.332520181080326e-05,7.729523531452287e-06,2.0294522983022034e-05,8.199518924811855e-05,6.265407137107104e-06,1.8723976609180681e-06,2.7901644443772966e-06,2.295460035384167e-06,4.801412956112472e-08,3.169694229310238e-10,2.875128075174871e-06,0.000146983889862895,0.0003681496891658753
Nikola Tesla died in the city called,The inventor of the induction motor died in the city called,Nikola Tesla,The inventor of the induction motor," New York City, U.S.",0.00010323622700525448,4.323071152612101e-06,2.6349819108872907e-06,1.2933563198203046e-07,3.554982441755783e-08,7.107842066034209e-06,9.21856644708896e-06,0.0001816537551349029,0.0030961500015109777,7.729223625574377e-07,1.7563476832489566e-19,1.2698770884795674e-16,0.009191946126520634,0.009837392717599869
Nikola Tesla studied,The inventor of alternating current studied,Nikola Tesla,The inventor of alternating current, electrical engineering,3.9403712293051285e-08,1.6014782033835218e-07,1.7275231245506006e-10,1.4622096936034445e-11,2.0733734173994378e-10,4.173409617891366e-09,3.424021954856471e-09,1.44312394922963e-07,6.60438104205241e-08,1.206098545480927e-07,2.9520570016261516e-11,1.3415056825810678e-12,0.021024348214268684,0.0049547310918569565
New York City is in the state of,The most populous city in the United States is in the state of,New York City,The most populous city in the United States, New York,0.001425214926712215,0.0003336361260153353,0.0011378705967217684,0.00013895613665226847,3.2802336136228405e-06,3.418578531366734e-09,7.481187225266694e-09,6.261440810284569e-10,3.3306539748423347e-09,4.3522515452698585e-11,4.805927791146081e-13,3.150202267012542e-13,0.11195842176675797,0.5311719179153442
Michelle Obama was born in the city of,Barack Obama's wife was born in the city of,Michelle Obama,Barack Obama's wife, Chicago,2.1998016563884448e-07,1.4750577975064516e-05,2.746504105743952e-05,0.00013469856639858335,0.00010121497325599194,0.0009497401188127697,0.0007820387836545706,0.0009727786527946591,0.0013769411016255617,2.3998245524126105e-05,3.9683221984887496e-05,0.00016307174519170076,0.06765872985124588,0.06774871051311493
Florence Nightingale was born in the city of,The founder of modern nursing was born in the city of,Florence Nightingale,The founder of modern nursing, Florence,2.253126467621769e-06,8.602359713449914e-09,4.3394717152978046e-08,5.893564747339042e-08,7.600142453156877e-07,4.98537656312692e-06,7.052847649902105e-06,2.884023388105561e-06,0.00018554749840404838,0.02980891428887844,0.010120288468897343,0.01179549004882574,0.0037216481287032366,0.023974500596523285
Hippocrates was from the country of,The father of medicine was from the country of,Hippocrates,The father of medicine, Greece,7.156930337259837e-08,1.4641038603713241e-08,5.4492705459097124e-08,0.0007823354098945856,0.0002835284103639424,6.2411809267359786e-06,2.9028194603597512e-06,1.724647404444113e-06,0.0007496431935578585,2.984633056257735e-06,1.4654092410637531e-05,0.00016480268095619977,0.002914401702582836,0.034635018557310104
Albert Einstein was known for developing the theory of,The winner of the 1921 Nobel Prize in Physics was known for developing the theory of,Albert Einstein,The winner of the 1921 Nobel Prize in Physics , relativity,3.371519730066552e-11,9.186551519491104e-10,5.661620434693759e-07,1.9335441265866393e-06,3.8173122447915375e-05,6.274466159084113e-06,0.00012016991240670905,0.00014786685642320663,0.0029589699115604162,0.5326825976371765,0.9823155999183655,0.06378914415836334,0.20303861796855927,0.7281508445739746
James Madison was born in the state of,The father of the Constitution was born in the state of,James Madison,The father of the Constitution, Virgina,8.479673851979896e-06,4.116882792004617e-06,3.120435940218158e-05,8.932046853260545e-07,5.564197067542409e-07,1.0920705335593084e-06,1.964086368388962e-05,3.1601626687915996e-05,9.065537209806962e-10,2.686030625961085e-15,1.7476289410987063e-18,3.074739921747155e-16,0.00022095354506745934,6.250671140151098e-05
Charles Babbage was born in the city of,The father of the computer was born in the city of,Charles Babbage,The father of the computer, London,9.474654507357627e-05,2.3720665922155604e-05,0.0005265297368168831,0.003729528049007058,0.00011988781625404954,0.0018204557709395885,0.0591164268553257,0.006079032551497221,0.024812528863549232,0.021634237840771675,0.004293297417461872,0.024426674470305443,0.0035741699393838644,0.04576884210109711
Galileo Galilei was born in the city of,The father of the scientific method was born in the city of,Galileo Galilei,The father of the scientific method, Pisa,6.635529280174524e-05,1.719718767390077e-07,1.1853684256379893e-08,1.522957204791453e-09,4.4438436930249736e-07,2.1133984773769043e-05,4.3726871808758005e-05,1.2159349353169091e-05,1.546730521440054e-10,1.8564516396179067e-16,1.3505152603328872e-14,1.5016122839519447e-13,0.02191423624753952,0.030827293172478676
The Taj Mahal was commissioned by,The ivory-white mausoleum in India was commissioned by,The Taj Mahal,The ivory-white mausoleum in India, Shah Jahan,1.4346483112603892e-06,6.668345235993911e-07,1.6590799987170612e-06,1.908184231069754e-06,2.1823541828780435e-05,3.2476182241225615e-06,9.307576931405492e-08,2.558494088589214e-06,1.109738789750736e-07,1.2777910342265386e-05,6.279956465959913e-08,3.1530838384696835e-08,0.0004683964652940631,0.0013293435331434011
The Gateway Arch is located in,The world's tallest arch is located in,The Gateway Arch,The world's tallest arch, St. Louis,2.4366665456909686e-05,1.2159155630797613e-05,2.7948124625254422e-05,5.514593794941902e-06,5.080461278339499e-07,1.115644067795074e-06,8.090463552434812e-07,5.655293193740363e-07,3.629377829383884e-07,1.5466337544012276e-08,5.432287508710942e-09,1.9585855159931498e-09,0.0022769910283386707,0.0016982441302388906
The Shard is located in the city of,The tallest building in the United Kingdom is located in the city of,The Shard,The tallest building in the United Kingdom, London,2.8507340175565332e-05,2.359917488092833e-07,1.4375589785231568e-07,1.927520587585718e-09,8.145694674333015e-10,3.7413717957068826e-11,2.3833677544569942e-15,1.2618537806449379e-14,1.1296051713374083e-13,7.148662771347613e-18,2.679480731938204e-16,7.8478078202604e-11,0.10919373482465744,0.007023423444479704
T. Rex lived on the modern day continent of,The dinosaur with tiny arms lived on the modern day continent of,T. Rex,The dinosaur with tiny arms, North America,0.0014621550217270851,0.0017583342269062996,0.011810421012341976,0.23692622780799866,0.010289501398801804,0.05799504742026329,0.010299308225512505,0.00015790427278261632,0.00010545741679379717,8.632589924673084e-06,1.0391414662080933e-07,1.9431254258961417e-05,0.0949275940656662,0.035418711602687836
Bananas grow on,Long yellow berries grow on,Bananas,Long yellow berries, trees,1.6733949781411184e-09,1.0745343850815381e-11,2.3993902351082674e-11,2.457329340010972e-10,5.600974262165437e-08,1.554739004205885e-09,2.7973287686222648e-08,8.699259524291847e-06,3.3613563573453575e-05,0.0011775565799325705,0.0020497699733823538,0.0009528570808470249,0.02174154296517372,0.1617482453584671
"When life gives you limes, make","When life gives you the green version of lemons, make",limes,the green version of lemons, limeade,3.0876245205035957e-07,6.010727915395364e-09,6.66608879207331e-10,6.397238649924475e-08,1.30989930013925e-08,2.1555479179369286e-07,2.6352253712502716e-07,5.521320076695702e-07,1.2623278280443628e-06,2.046403324129642e-06,1.7205409676535055e-05,1.8949713194160722e-06,0.00020648600184358656,0.0017836415208876133
Helen Keller was born in the state of,A deaf and blind disability rights activist was born in the state of,Helen Keller,A deaf and blind disability rights activist, Alabama,7.393459733329166e-10,3.0805865662841825e-06,5.385764961829409e-05,0.0001843491045292467,3.368612669873983e-05,4.596902726916596e-05,0.00014476159412879497,0.00013560980733018368,1.3106306084864627e-07,1.5046507442773027e-11,3.7758012989209575e-16,3.834215930864637e-12,0.03721389174461365,0.012421609833836555
Mozart was born in the modern day country of,The pianist who composed Twinkle Twinkle Little Star was born in the modern day country of,Mozart,The pianist who composed Twinkle Twinkle Little Star, Austria,1.1877911987312473e-07,1.602653242116503e-06,9.530701390758622e-06,1.2049916222167667e-05,1.9968329070252366e-05,7.321596785914153e-05,1.613719177839812e-05,1.0783101060951594e-05,0.0010485235834494233,0.012620384804904461,9.199352643918246e-05,0.00011243104381719604,0.0029399790801107883,0.005768753122538328
Beethoven was born in the modern day country of,The pianist who eventually went deaf was born in the modern day country of,Beethoven,The pianist who eventually went deaf, Germany,1.9142726159770973e-06,3.0291090297396295e-05,6.911518721608445e-05,3.6700825148727745e-05,0.00011392375745344907,0.000579866929911077,0.0009182069916278124,0.00011528261529747397,0.000952049158513546,0.0029185758903622627,0.0001097471613320522,0.0007179101230576634,0.008374558761715889,0.019561806693673134
The father of Hermes is,The father of the Greek messenger god is,Hermes,Greek messenger god, Zeus,2.153639044877309e-08,5.51158230166493e-09,8.79314537849396e-11,1.0601269195831264e-08,9.905035819324226e-11,4.148519722191324e-11,1.2253782710747174e-10,1.0765883740049276e-09,3.454801028590637e-11,2.5431237116180228e-09,9.719123075790925e-12,3.9845490795720195e-10,0.0008026838768273592,0.00038682023296132684
Thor is the son of,The God of Thunder is the son of,Thor,The God of Thunder, Odin,5.158176463737618e-07,3.8052172612879076e-07,7.207846920209704e-06,8.047250332765543e-08,1.6322899976106697e-10,5.061122007599117e-11,8.880966517743616e-10,3.914130353166456e-09,1.1563678903314667e-08,1.6057109419875815e-08,2.628882889155193e-08,7.7665172284469e-06,0.004538001026958227,0.005897104274481535
New York City is also known as The Big,The most populous city in the United States is also known as The Big,New York City,The most populous city in the United States, Apple,8.731047273613513e-06,0.00040326363523490727,9.591308480594307e-05,6.638862396357581e-05,9.744969429448247e-05,0.0010687957983464003,0.00044533744221553206,0.000687157385982573,0.0005606469931080937,4.644672557674312e-08,2.121338866345468e-06,8.788384729996324e-05,0.15399526059627533,0.679471492767334
Abraham Lincoln succeeded in abolishing,The first president to be assassinated succeeded in abolishing,Abraham Lincoln,The first president to be assassinated, slavery,1.9890326541371905e-07,5.3329145544012135e-08,4.6183700419533125e-07,0.00011258573067607358,2.006075192184653e-05,9.748861339176074e-05,0.00018033765081781894,0.0021912027150392532,0.004420854151248932,0.05159761756658554,0.9374574422836304,0.9394285082817078,0.32829365134239197,0.6714491844177246
Abraham Lincoln fought in the,The first president to be assassinated fought in the,Abraham Lincoln,The first president to be assassinated, Civil War,2.0761796795665255e-11,7.706639770788115e-09,5.924001015955582e-06,1.4242926226870622e-05,5.0197554628539365e-06,5.3395473514683545e-05,0.00012998901365790516,0.00021823248243890703,0.00030881131533533335,0.009262943640351295,0.00033372000325471163,0.1497298628091812,0.025431009009480476,0.48076027631759644
Medusa could turn people into,The goddess with snakes for hair could turn people into,Medusa,The goddess with snakes for hair, stone,2.9245558863522092e-08,1.399477067565158e-08,1.0048151199981703e-09,1.5740113379347775e-10,1.0888391577257295e-10,2.8559696274577107e-10,1.100146774894728e-12,2.8196360719358327e-13,2.4429209469125496e-14,4.815621194901603e-17,1.6648957010791632e-17,2.915984104569572e-14,0.0021859267726540565,0.00045007638982497156
Persephone is famous for eating a,The daughter of Demeter is famous for eating a,Persephone,the daughter of Demeter, pomegranate,0.0002509696059860289,6.650917612205376e-07,3.98019801650662e-06,1.058310999724199e-06,3.444367621341371e-06,1.581015567353461e-07,3.0448589427578554e-07,1.128860649401986e-08,6.015762193944951e-11,6.300955590621271e-11,1.0669851668865249e-09,3.9826250741725744e-08,0.001891528838314116,0.0009113051928579807
Oedipus married a woman named,The King of Thebes married a woman named,Oedipus,The King of Thebes, Jocasta,5.603248064289801e-05,1.0737745697042556e-06,1.3249177754914854e-06,3.526574943180094e-08,1.2344946753728436e-06,1.1242669870625832e-06,3.495567216305062e-05,3.4020806197077036e-05,0.0005115155945532024,4.348985385149717e-06,0.0006510181119665504,0.0008103236323222518,0.004653973039239645,0.006969695445150137
William Shakespeare was born in the country of,The Bard of Avon was born in the country of,William Shakespeare,The Bard of Avon, England,1.620690818526782e-05,0.00013486450188793242,0.004757978953421116,0.002814574632793665,0.0004631614137906581,0.0002567018091212958,2.297153878316749e-05,1.9646504370030016e-05,8.260684262495488e-05,5.2247782150516286e-05,9.315225179307163e-05,7.734148675808683e-05,0.02610815316438675,0.06751277297735214
Hercules had a father named,The son of Hera had a father named,Hercules,The son of Hera, Zeus,6.63294350000676e-11,1.5845302847594667e-10,2.211480130964727e-12,1.091663773267193e-10,3.2294278362599016e-11,1.0183986631773223e-07,1.9578609844472794e-09,1.3454219960351566e-09,4.387899684441324e-14,1.4000015459153165e-23,6.364112081473809e-24,8.337895374931426e-18,0.0122365802526474,6.737756484653801e-05
The Great Barrier Reef is located off the coast of the continent of,The largest coral reef system in the world is located off the coast of the continent of,The Great Barrier Reef,The largest coral reef system in the world, Australia,0.00016417130245827138,1.3487712749338243e-05,1.495865944889374e-05,1.5978208466549404e-05,2.8592807211680338e-05,7.000595815043198e-06,4.069875672030321e-07,1.3688048056792468e-05,1.4950289823900675e-06,0.2219908982515335,0.2726269066333771,0.014505112543702126,0.01905777119100094,0.11812662333250046
The Louvre Museum is located in the city of,The largest art museum in the world is located in the city of,The Louvre Museum,The largest art museum in the world, Paris,0.00013368869258556515,4.645321678253822e-05,3.732610639417544e-05,0.00010206042497884482,3.8131186101963976e-06,8.612431702204049e-05,4.4502005636104514e-08,1.9328341238633584e-07,0.0009940325981006026,0.08464521914720535,0.12485132366418839,0.8416106700897217,0.012629863806068897,0.41894426941871643
Mount Everest is located in the,The highest peak in the world is located in the,Mount Everest,The highest peak in the world, Himalayan,2.4272455156904016e-09,4.461197704586084e-07,6.260713234951254e-06,8.772481123742182e-06,6.350539024424506e-06,9.45943065744359e-06,1.8004598700827046e-07,7.255273604123147e-10,2.3097340706712544e-10,0.00023742944176774472,0.013476245105266571,0.013774579390883446,0.02680816315114498,0.11865249276161194
Mammoth Cave is located in,The longest known cave system is located in ,Mammoth Cave,The longest known cave system, Kentucky,5.024076017434709e-07,1.6373933249269612e-06,8.463013614345982e-07,4.642057547243894e-07,5.5349087091371985e-08,8.070193189269048e-07,5.226360713095346e-07,5.8570076788555525e-08,2.3532238913048786e-07,3.088217681579408e-08,7.223930964528336e-08,1.0658877727109939e-06,6.084517281124135e-07,3.273422044003382e-05
The blue whale is a,The largest animal to exist is a,blue whale,largest animal to exist, mammal,7.142910395108171e-12,4.7703686334443773e-08,2.999751558263597e-08,8.693545439086847e-09,1.009911820837317e-09,9.289916391708175e-09,6.001024677182443e-10,1.753256567704753e-11,3.5761016543844892e-12,2.517976660509902e-10,3.140249726918398e-10,4.43850164955073e-11,0.005306341219693422,0.0025547342374920845
Jupiter is the largest planet in the solar,The fifth planet from the sun is the largest planet in the solar,Jupiter,The fifth planet from the sun, system,0.0001889385312097147,0.0008411367889493704,9.01261082617566e-05,4.6127352106850594e-05,0.0005949664628133178,0.01755679026246071,0.01014753244817257,0.013430604711174965,0.013108184561133385,0.0029719120357185602,0.001107589341700077,0.6265180706977844,0.995122492313385,0.9971902966499329
