Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
49,Mansoor Khan received the,The director of Jo Jeeta Wohi Sikandar received the,Mansoor Khan,the director of Jo Jeeta Wohi Sikandar, Filmfare Award for Best Director,8.306961717607919e-06,2.9518635074055055e-06,8.844305739330593e-06,3.73765374206414e-06,6.671397841273574e-06,7.421135524054989e-05,8.507478924002498e-06,1.5367839296231978e-05,9.28708595893113e-06,5.448926913231844e-06,7.5653274507203605e-06,1.1768601098083309e-06,6.405150543287164e-07,2.5638055944909866e-07,9.12201130631729e-07,6.78551430155494e-07,6.620176691285451e-07,1.1848731446661986e-05,1.4348933291330468e-05,8.620867447461933e-06,2.355411743337754e-05,8.30174030852504e-06,3.207643203495536e-06,8.437255928583909e-06,1.0535193723626435e-05,6.6653446992859244e-06,6.577892690984299e-06,1.2873171726823784e-05,1.1555681339814328e-05,3.238796125515364e-05,6.138088792795315e-05,4.5924331061542034e-05,0.0691235214471817,0.008172087371349335
50,The country of citizenship of Bart Sibrel is,The country of citizenship of the director of Astronauts Gone Wild is,Bart Sibrel,the director of Astronauts Gone Wild, American,3.656080298242159e-05,4.693248411058448e-05,6.594027945538983e-05,8.085904846666381e-05,0.0031445312779396772,0.0007986534619703889,0.00025479437317699194,0.0020775683224201202,0.00030852528288960457,0.0023126471787691116,0.00030505377799272537,0.000255669467151165,0.0013443202478811145,0.0017835930921137333,0.0034893101546913385,0.019311469048261642,0.008323985151946545,0.018966902047395706,0.032321855425834656,0.10815011709928513,0.39132627844810486,0.3536379337310791,0.14952340722084045,0.33992522954940796,0.17795610427856445,0.2849990427494049,0.034726690500974655,0.03483162075281143,0.019031906500458717,0.01687050424516201,0.017871540039777756,0.13937702775001526,0.0007662413991056383,0.03435147553682327
51,The place of birth of Muhammad Ali Jinnah is,The place of birth of the spouse of Emibai Jinnah is,Muhammad Ali Jinnah,the spouse of Emibai Jinnah, Karachi,6.569188713001495e-07,1.0298158485966269e-06,1.679181025338039e-07,4.391574748296989e-06,1.6109027001220966e-07,9.85648114237847e-08,5.8164630445389776e-08,1.303531149687842e-07,4.8943093133857474e-08,1.349659868310482e-07,8.991628419607878e-08,7.525129319674306e-08,1.5528850383361714e-07,9.220453023317532e-08,9.29899357515751e-08,1.2252609167262563e-06,1.5601144696120173e-05,1.572235851199366e-05,7.78113189880969e-06,1.8672904843697324e-05,1.5534335034317337e-05,8.631218952359632e-05,3.4472308470867574e-05,0.00014491926413029432,7.527528941864148e-05,6.911886157467961e-05,6.565987860085443e-05,8.112308569252491e-05,0.0002716936287470162,0.002164878649637103,0.009113533422350883,0.002666909946128726,0.01164916343986988,0.3984578549861908
52,The place of birth of Jelena Zrinska is,The place of birth of the spouse of Francis I Rákóczi is,Jelena Zrinska,the spouse of Francis I Rákóczi, Ozalj,2.5801744413911365e-05,1.8013446606346406e-05,2.104624172716285e-06,7.242043693622691e-07,2.4240640073003306e-07,4.970455620423309e-07,4.5130880721444555e-07,1.9918692487408407e-05,1.176889441012463e-06,1.4969263020248036e-06,2.576789484010078e-07,1.1002833844031557e-06,5.360301997825445e-07,8.590377547079697e-07,5.84831323067192e-05,0.00022593041649088264,0.00011068287858506665,3.4269913157913834e-05,2.627772482810542e-05,2.760755887720734e-05,6.773150380467996e-05,0.00010704709711717442,0.00019120484648738056,0.0001571803877595812,5.7731933338800445e-05,1.5180376067291945e-05,8.974355296231806e-06,8.668347618367989e-06,6.662229225185001e-06,1.873027576948516e-05,2.8164078685222194e-05,5.418341243057512e-05,8.196968224183365e-07,9.55765790422447e-05
53,The place of birth of W. P. Kellino is,The place of birth of the director of Pay Box Adventure is,W. P. Kellino,the director of Pay Box Adventure, London,3.359893526067026e-06,2.8624586775549687e-05,3.6945024476153776e-05,1.535132287244778e-05,6.089682210586034e-05,0.00010836448927875608,0.0009544584900140762,0.00016102625522762537,0.0009629022679291666,0.00015756921493448317,0.00019170917221345007,0.00015148977399803698,1.8282436940353364e-05,8.536608220310882e-06,4.747685670736246e-05,6.95679773343727e-05,2.3568662072648294e-05,5.3982672397978604e-05,1.714024256216362e-05,1.159560815722216e-05,2.17065626202384e-05,1.3244808542367537e-05,1.3993107131682336e-05,3.6622989227907965e-06,1.5053821698529646e-05,2.9684413675568067e-05,5.829569090565201e-06,1.217439512402052e-05,1.6581581803620793e-05,7.848675522836857e-06,3.4689412132138386e-05,9.04695552890189e-05,0.0012148196110501885,0.0009453092352487147
54,The employer of Chip Gubera is,The employer of the director of Academy of Doom is,Chip Gubera,the director of Academy of Doom, University of Missouri,6.865320028737187e-05,4.740747954201652e-06,2.939353544206824e-05,0.0002498126123100519,1.3029990668655955e-06,4.474125944398111e-06,1.4856183042866178e-05,0.00032275222474709153,0.00021313050820026547,4.659727346734144e-05,3.142355490126647e-05,5.511655672307825e-06,1.9008037270396017e-05,1.2377136954455636e-05,1.4340214875119273e-05,1.6984742615022697e-05,3.1584087992087007e-05,5.766962931375019e-05,0.00018524195183999836,9.120002505369484e-05,4.696895121014677e-05,4.5883651182521135e-05,8.018148218980059e-05,9.075916750589386e-05,2.2301552235148847e-05,4.957431519869715e-05,2.12789855140727e-05,2.6387300749775022e-05,6.929237770236796e-06,1.95466163859237e-05,1.0790025044116192e-05,1.3960502656118479e-06,0.0005800591898150742,0.0002717791358008981
55,The place of birth of Lacy J. Dalton is,The place of birth of the performer of Slow Down is,Lacy J. Dalton,the performer of Slow Down, Bloomsburg,5.248749062047864e-07,1.7998485191128566e-06,8.045977324400155e-07,1.2338213082330185e-06,7.40898599360662e-07,1.114563232818e-07,5.110446821277037e-08,7.680586122660316e-07,6.779948762414278e-07,2.7917265015275916e-06,4.5859437136641645e-07,5.903159490117105e-07,2.3243507030201727e-07,6.200847906256968e-07,3.041706349904416e-06,2.622892054660042e-07,1.0802255019370932e-05,2.6740297016658587e-06,2.7794260404334636e-06,6.762606972188223e-07,3.3861272186186397e-06,1.3491923709807452e-05,1.0338409310861607e-06,3.9891330061436747e-07,7.156266974561731e-07,2.5513173795843613e-07,5.216243152972311e-07,1.1553361645155746e-07,2.1148939310933201e-07,4.237974735588068e-07,5.267858114166302e-07,2.54486203630222e-05,8.223372788052075e-06,0.00011841870582429692
56,The place of birth of Salvatore Piscicelli is,The place of birth of the director of Blues metropolitano is,Salvatore Piscicelli,the director of Blues metropolitano, Pomigliano d'Arco,1.2139964837842854e-06,1.1659680865250266e-07,8.272822071830888e-08,9.156296073342673e-06,1.3171867294659023e-06,1.8883591224039264e-07,2.1474349978234386e-06,2.728867798396095e-07,1.7328494195112398e-08,1.3895690820220352e-08,5.017564141951425e-09,3.130169261567062e-07,8.273115668089304e-07,1.2824779105358175e-07,1.0911113577094511e-06,6.057602490727731e-07,2.3696679818385746e-06,1.6080682598840212e-06,1.6477064264108776e-06,3.933384050469613e-06,1.539455411148083e-06,4.655604470826802e-07,2.2295168946584454e-06,9.262521416530944e-07,3.741402281320916e-07,3.5498609918249713e-07,2.2420206846618385e-07,6.473365488091076e-07,2.7948813112743665e-06,1.4161193576001097e-05,6.069722076063044e-06,1.436362617823761e-05,1.868176150310319e-05,0.00016646404401399195
57,The place of death of Ludowika Margaretha of Zweibrücken-Bitsch is,The place of death of the mother of Johanna Sibylla of Hanau-Lichtenberg is,Ludowika Margaretha of Zweibrücken-Bitsch,the mother of Johanna Sibylla of Hanau-Lichtenberg, Bouxwiller,1.3420449249679223e-06,4.4237716792849824e-05,4.435858500073664e-06,4.002388891422015e-07,3.810541571169779e-08,5.023722593477942e-08,1.2198008825237139e-08,2.3174985486207333e-08,7.625640563446723e-08,7.388810985275995e-08,5.018030879710977e-09,2.4213187010957427e-09,1.1618897843845843e-08,8.891132274868596e-09,1.0327462263148846e-07,5.8901413524381496e-08,6.366065008478472e-08,5.483951426299427e-08,3.390488600985009e-08,1.6139262370984397e-08,1.2912776625739752e-08,4.452643054264627e-08,6.767614024738577e-08,4.3287104745104443e-07,8.140975751302904e-07,1.7724831877785618e-06,3.56872101292538e-06,7.090530743880663e-06,1.8485145119484514e-05,8.486244951200206e-06,0.00011707302473951131,0.0005295161972753704,6.636904359424989e-09,1.3482407439369126e-06
58,The spouse of Edward Buzzell is,The spouse of the director of Ann Carver's Profession is,Edward Buzzell,the director of Ann Carver's Profession, Ona Munson,1.0835620742000174e-05,1.8227932741865516e-05,6.092349212849513e-05,6.012676294631092e-06,9.405034688825253e-06,4.347495178080862e-06,3.221917722839862e-06,4.788830210600281e-06,2.8619469958357513e-06,2.9118815291440114e-05,3.0061773941270076e-05,0.00040289395838044584,0.00018049476784653962,0.00012327326112426817,5.8494606491876766e-05,4.865935625275597e-05,0.00011455678759375587,0.0004039596242364496,8.22612491901964e-05,3.159691914333962e-05,2.8335853130556643e-06,3.0418173082580324e-06,1.0908986041613389e-05,2.270889854116831e-05,6.74336333759129e-05,8.081142368610017e-06,0.00012826756574213505,0.00011074823123635724,2.405387203907594e-05,9.134121683018748e-06,1.242232337972382e-05,4.627117596101016e-05,3.270023444201797e-05,5.321027128957212e-05
59,The date of birth of Iyasu I is,The date of birth of the father of Bakaffa is,Iyasu I,the father of Bakaffa, 1654,0.0024687089025974274,0.0015409644693136215,0.037131741642951965,0.00411427766084671,0.006234822794795036,0.39188894629478455,0.1629829853773117,0.001728193718008697,0.018512146547436714,0.0033700251951813698,0.001979227876290679,0.008277046494185925,0.0030716215260326862,0.00022791170340497047,0.013170285150408745,0.0006785565637983382,0.005764718633145094,0.0031508086249232292,0.012626316398382187,0.030053066089749336,0.02107454091310501,0.0003476879501249641,0.00039150024531409144,0.000808681536000222,0.0006319392705336213,0.00024579151067882776,0.0007362965843640268,0.0004037365724798292,5.310054257279262e-05,5.57440725970082e-05,0.00018914850079454482,0.05825391784310341,0.03600725904107094,0.005563002545386553
60,The place of burial of Johnny Horton is,The place of burial of the performer of Honky-Tonk Man is,Johnny Horton,the performer of Honky-Tonk Man, Louisiana,1.1342373909428716e-05,2.3827356926631182e-05,6.112383562140167e-05,3.0497517400362995e-06,4.86103317598463e-06,1.269334347853146e-06,5.582146968663437e-06,1.4288243619375862e-05,6.325763934000861e-06,1.0417950761620887e-05,1.0695310265873559e-05,3.0187359243427636e-06,1.568780817251536e-06,5.711707217415096e-06,8.35711762192659e-06,4.069513670401648e-05,0.0012418421683833003,0.0006749001913703978,8.738885662751272e-05,3.350337647134438e-05,9.90830722003011e-06,4.626975623978069e-06,1.211357994179707e-05,2.6795216399477795e-05,2.2239082682062872e-05,1.0371468306402676e-05,1.7616756622373941e-06,1.3320128573468537e-06,1.5796697425685124e-06,1.4462846138485475e-06,1.2752979046126711e-06,7.774631853862957e-07,1.117081683332799e-05,5.7164525060215965e-06
61,Nagesh Kukunoor received the,The director of Hyderabad Blues 2 received the,Nagesh Kukunoor,the director of Hyderabad Blues 2, Filmfare Award,1.145783517131349e-05,3.272057256253902e-06,1.1482683476060629e-05,7.637729140697047e-06,2.1949002984911203e-05,0.00016438491002190858,6.871677669550991e-06,4.2413788037265476e-07,2.5917833568200876e-07,5.209662958804984e-07,1.3489557204593439e-06,2.5285325477852894e-07,1.290903469453042e-06,3.003517804245348e-06,5.641462394123664e-06,2.1166456463106442e-06,8.387851266888902e-07,4.2669162212405354e-05,0.00011624275066424161,0.0012267677811905742,0.001867320272140205,0.002648591063916683,0.015095757320523262,0.010395187884569168,0.06479395180940628,0.025215819478034973,0.004271871875971556,0.0005747501854784787,0.0008158496348187327,0.0011891053291037679,0.002930460264906287,0.002929365960881114,0.007744200993329287,0.03159971535205841
62,Steve Vai received the,The performer of The Attitude Song received the,Steve Vai,the performer of The Attitude Song, Grammy,3.7259364944475237e-06,7.307292435143609e-06,2.518363999115536e-06,3.3884323329402832e-06,2.2835004074295284e-06,2.4189976102206856e-06,2.793092050978885e-07,1.8404035984076472e-07,2.834282213370898e-07,1.4331511692944332e-06,1.8939629171654815e-06,1.657854113545909e-06,8.000386060302844e-07,1.8139409121431527e-06,5.247741228231462e-06,2.0371594473544974e-06,5.028282430430409e-07,8.570735303692345e-07,2.0758086805017228e-07,6.39685367787024e-07,1.1825853789559915e-06,1.470706024520041e-06,5.62473678655806e-06,1.1418528629292268e-05,2.8391776140779257e-05,1.9831686586258e-05,3.751489566639066e-05,2.5978632038459182e-05,2.4064327590167522e-05,1.3366844541451428e-05,7.866861415095627e-05,4.1291554225608706e-05,0.004983270075172186,0.03741254657506943
63,The place of birth of Gösta Bernhard is,The place of birth of the director of Sju svarta be-hå is,Gösta Bernhard,the director of Sju svarta be-hå, Västervik,3.7897298170719296e-05,0.00015611432900186628,0.0002428774896543473,1.2897828128188848e-05,0.0038657495751976967,8.413644536631182e-06,4.637255915440619e-05,2.9540535251726396e-05,0.0001629041798878461,6.242170638870448e-05,2.2130792785901576e-05,3.0782626708969474e-05,1.6722233340260573e-05,2.539770093790139e-06,0.0001810619723983109,4.728332351078279e-05,0.0002822528185788542,0.000359738536644727,0.00011855016055051237,9.82230922090821e-05,0.00025930741685442626,7.054950401652604e-05,2.811856393236667e-05,1.8641147107700817e-05,0.0003634814638644457,0.00022321590222418308,0.0005079580587334931,0.0021343249827623367,0.0010026042582467198,0.0004848854150623083,0.0016676639206707478,0.000434270070400089,0.0021408475004136562,0.0021041922736912966
64,The place of death of Richard Pottier is,The place of death of the director of The Beautiful Otero is,Richard Pottier,the director of The Beautiful Otero, Le Plessis-Bouchard,6.669924459856702e-06,2.2348017409967724e-06,9.473747013544198e-07,6.324519858935673e-07,1.1398005028695479e-07,2.3965901618794305e-07,5.173087629373185e-06,3.1738452435092768e-06,3.7789559428347275e-06,3.392477083252743e-06,3.841624675260391e-06,1.392726153426338e-05,1.8570555937458266e-07,3.046333745260199e-07,2.941216735052876e-06,9.332660738436971e-06,4.934773824061267e-05,9.72584675764665e-05,0.002267868723720312,0.0026547289453446865,0.0003920809249393642,8.321271889144555e-05,5.847628563060425e-05,2.066978777293116e-05,4.075846663909033e-05,2.394493822066579e-05,0.000141368800541386,0.00010965308320010081,6.923716136952862e-05,9.272623174183536e-06,4.0176317270379514e-05,0.0014452602481469512,8.30551070976071e-05,0.0002472366613801569
65,The place of birth of Herbert Maisch is,The place of birth of the director of Nights in Andalusia is,Herbert Maisch,the director of Nights in Andalusia, Nürtingen,0.00037292472552508116,0.0018732944736257195,0.0011050987523049116,8.004978008102626e-05,0.0001653768849791959,3.312839544378221e-05,0.004817476496100426,0.0003437237464822829,0.0009205825044773519,0.0002195454726461321,9.311490430263802e-05,0.001480679027736187,4.883657311438583e-05,3.149601616314612e-05,0.0003747574519366026,2.313451659574639e-05,1.1749167470043176e-06,3.5538348583941115e-06,1.98836255549395e-06,1.329613496636739e-06,5.082652023702394e-07,2.3095424239727436e-07,6.724644663336221e-08,1.46025044500675e-07,3.5891818697564304e-05,5.020950538892066e-06,2.0561607016134076e-05,4.549593722913414e-05,8.635762787889689e-05,4.177572191110812e-05,0.00023929229064378887,0.0006802796269766986,0.0010460964404046535,0.0008752431604079902
66,The place of birth of Nicki Minaj is,The place of birth of the performer of Changed It is,Nicki Minaj,the performer of Changed It, Port of Spain,1.0025258916357416e-06,5.21490392202395e-07,3.6760985722139594e-07,4.501399430978381e-08,5.277381660562241e-07,1.5603068277414422e-06,9.167763437289977e-07,3.6838564483332448e-06,7.538550562458113e-06,3.4274560221092543e-06,4.889203864877345e-06,1.8329585600440623e-06,1.879422256934049e-06,2.168395894841524e-06,8.418734068982303e-06,5.334758043318288e-06,1.3424403732642531e-05,7.065976387821138e-05,3.303249104646966e-05,6.487141945399344e-05,0.00019323916058056056,2.482059244357515e-05,3.213987292838283e-05,2.363079329370521e-05,6.0746751842089e-06,5.44253307452891e-05,0.0006242734380066395,0.0002661992621142417,0.004692393820732832,0.013680106028914452,0.00030348612926900387,0.005309917964041233,0.0002046260779025033,0.017490800470113754
67,The date of death of Sir John Grey is,"The date of death of the father of Edmund Grey, 1st Earl of Kent is",Sir John Grey,"the father of Edmund Grey, 1st Earl of Kent", 1439,0.004410516005009413,0.011304155923426151,0.003233573865145445,3.690002631628886e-05,0.0023109044414013624,0.8027288317680359,0.01801859401166439,0.0002446559374220669,0.02518155239522457,0.0029339001048356295,0.02061719074845314,0.003411876503378153,0.002007849048823118,1.912148218252696e-05,0.001882995362393558,0.0007209120085462928,0.0016596670029684901,0.0011083453428000212,0.007620247080922127,0.007640905678272247,0.005913882981985807,5.590148793999106e-05,1.4496980838885065e-05,6.484808545792475e-05,0.00011230375821469352,3.9721900975564495e-05,0.00017281409236602485,0.0003361418785061687,4.5233744458528236e-05,0.0001256254327017814,0.0001778114674380049,0.6616560816764832,0.006052390206605196,0.0066311778500676155
68,The inception of Vassar College was in,The inception of the publisher of The Miscellany News was in,Vassar College,the publisher of The Miscellany News, 1861,0.019712571054697037,0.050336647778749466,0.046185899525880814,0.011034976691007614,0.008541429415345192,0.02711142599582672,0.0005452947225421667,0.014465410262346268,0.4313746392726898,0.015412026084959507,0.08238185942173004,0.9788538217544556,0.45196813344955444,0.8035067319869995,0.4288244843482971,0.8318424820899963,0.1270991563796997,0.44776731729507446,0.23770570755004883,0.021158277988433838,0.2128269374370575,0.14783163368701935,0.001150823081843555,0.010702167637646198,0.08058901876211166,0.12942242622375488,0.03731253370642662,0.07893504947423935,0.4579088091850281,0.3726438581943512,0.7829080820083618,0.9999923706054688,0.6628125905990601,0.8540331125259399
69,The place of death of Albert Capellani is,The place of death of the director of Out of the Fog is,Albert Capellani,the director of Out of the Fog, Paris,1.1602625818341039e-05,1.555933522467967e-05,3.43822921422543e-06,1.8992084278579568e-06,7.581773502352007e-07,2.9998445825185627e-06,3.857873525703326e-05,3.796535020228475e-05,6.461449811467901e-05,0.00012277651694603264,1.8514112525735982e-05,1.6844196579768322e-05,5.7781385294219945e-06,6.987861979723675e-06,9.136892003880348e-06,4.092242704700766e-07,5.264195124254911e-07,1.161733621302119e-06,4.943972271576058e-06,2.0856292394455522e-05,5.891186447115615e-06,1.0973215012199944e-06,1.4105181662671384e-06,1.3078256699827762e-07,1.0414998996566283e-06,2.9773364076390862e-06,5.7182551245205104e-05,5.421614696388133e-05,0.00016510041314177215,0.00022665491269435734,0.0010937285842373967,0.008206695318222046,0.0005893156048841774,0.001423026085831225
70,The place of birth of Finbar Furey is,The place of birth of the father of Áine Furey is,Finbar Furey,the father of Áine Furey, Dublin,2.3344473731867765e-07,4.1352555513185507e-07,2.2053659165521822e-07,1.7213081093814253e-07,1.6472233710373985e-07,2.265517480282142e-07,1.8260155911775655e-06,3.323651299069752e-06,1.917213126034767e-07,9.250485391021357e-07,1.700098977153175e-07,1.6941679348292382e-07,4.024017741244279e-08,4.7225668708961166e-08,3.875438778777607e-07,1.8878155970014632e-05,0.008410726673901081,0.00048446154687553644,0.00013432961713988334,0.007681161630898714,0.0038944906555116177,0.007245143875479698,0.031119074672460556,0.03733240067958832,0.003128521842882037,0.0007864343351684511,0.0002021381224039942,5.58047613594681e-05,0.0006117225275374949,0.0010603026021271944,0.0005273452261462808,0.0005208837101235986,0.004092999268323183,0.04663382098078728
71,The date of birth of Gerald Drummond is,The date of birth of the father of Gerald George Drummond is,Gerald Drummond,the father of Gerald George Drummond," September 8, 1976",3.4951164707308635e-05,5.997369589749724e-05,8.034629718167707e-05,6.699182995362207e-05,6.267871503951028e-05,1.2078350664523896e-05,0.0001526991109130904,4.42210839537438e-05,2.569283878983697e-07,2.4006822059163824e-06,2.7100911665911553e-06,6.699676191601611e-07,7.1306985773844644e-06,2.5280027330154553e-05,8.216227797674946e-06,4.140141754760407e-05,0.00018275516049470752,7.833715790184215e-05,1.0000796464737505e-05,8.918969251681119e-05,0.00037990123382769525,0.0008375971810892224,0.0027045116294175386,0.002821380039677024,0.004711693152785301,0.012664323672652245,0.011436162516474724,0.016804886981844902,0.025995390489697456,0.015018333680927753,0.02160576730966568,0.00010207029845332727,0.00027593167033046484,0.013986862264573574
72,The country of citizenship of Liam Lynch is,The country of citizenship of the director of Sarah Silverman: Jesus Is Magic is,Liam Lynch,the director of Sarah Silverman: Jesus Is Magic, United States,0.000143056022352539,0.0001239382690982893,7.062741497065872e-05,3.519584788591601e-05,1.879785122582689e-05,2.194189073634334e-05,3.173030199832283e-05,0.0003901933669112623,9.861215949058533e-05,0.00014669858501292765,3.343247590237297e-05,2.8911999834235758e-05,2.0604544261004776e-05,0.0004235931555740535,0.0005647857906296849,0.0025248464662581682,0.006051395554095507,0.004138899967074394,0.012599323876202106,0.0016206116415560246,0.0024606178048998117,0.01748516969382763,0.08304472267627716,0.0023211482912302017,8.095621524262242e-07,2.0973507375288136e-08,7.1391812461740756e-09,6.673761099307285e-09,1.6652736078981434e-08,4.2136534261771885e-08,7.163431803292042e-08,1.1459997040219605e-07,0.05357679724693298,0.0026593641377985477
73,The place of birth of Çesk Zadeja is,The place of birth of the composer of Tana is,Çesk Zadeja,the composer of Tana, Shkodër,3.227311390219256e-05,4.003976209787652e-05,3.42511702910997e-05,6.423657623599865e-07,2.2293740187251387e-07,1.908394096972188e-06,1.502355735283345e-05,2.4517728888895363e-05,1.034767024066241e-06,6.24871745458222e-06,1.724989147078304e-06,1.8820496734406333e-06,3.857774572679773e-06,9.229011993738823e-06,0.00014966026355978101,4.163099220022559e-05,1.9484616132103838e-05,2.231949292763602e-05,3.878823008562904e-06,6.227945505088428e-06,1.2821417840314098e-05,5.106248499942012e-05,9.685497934697196e-05,0.00016529536515008658,0.0014940870460122824,0.0018544697668403387,0.00288198608905077,0.007803293410688639,0.007831943221390247,0.0023102492559701204,0.015716485679149628,0.014735222794115543,0.0027928457129746675,0.01107077393680811
74,The place of birth of Dulce of Aragon is,The place of birth of the mother of Theresa of Portugal is,Dulce of Aragon,the mother of Theresa of Portugal, Barcelona,2.1048240341769997e-06,1.2010403906970168e-06,1.5935258090848947e-07,7.31142790755257e-07,3.3847180702650803e-07,1.8063965967485274e-07,8.329772782644795e-08,5.1458513894431235e-08,5.8826515214605024e-08,2.0633928343727348e-08,5.384364065719183e-09,9.9190549107675e-09,1.8648657729158913e-08,6.007307717936783e-08,4.362525771739456e-07,3.148033727029542e-07,1.218801685354265e-06,1.2873501020749245e-07,4.1769996528273623e-07,1.0678603530323016e-06,4.5509830215451075e-07,1.0035296327259857e-06,8.814940315460262e-07,7.175755172283971e-07,2.1548394215642475e-05,3.4262531698914245e-05,3.7595556932501495e-05,4.3604472011793405e-05,2.737691829679534e-05,3.7756646634079516e-05,0.00013179710367694497,0.00015515291306655854,7.077138889144408e-06,0.0010491041466593742
75,The country of citizenship of Master P is,The country of citizenship of the director of No Tomorrow is,Master P,the director of No Tomorrow, American,2.5707200620672666e-05,9.721725291456096e-06,4.024680038128281e-06,7.959445611049887e-06,9.96478702290915e-05,0.0002518697001505643,0.0005856291973032057,0.0006720359087921679,0.0008317547617480159,0.0017920932732522488,0.00034700226387940347,0.0011566621251404285,0.0022580467630177736,0.001091993530280888,0.0022017701994627714,0.0052945856004953384,0.0016702981665730476,0.0030190064571797848,0.04154829680919647,0.09156636893749237,0.29134616255760193,0.46203145384788513,0.4846777617931366,0.6496343612670898,0.22659815847873688,0.20950882136821747,0.01168692484498024,0.044149499386548996,0.05318709835410118,0.020098460838198662,0.043419402092695236,0.024368861690163612,0.004473320674151182,0.028208564966917038
76,The place of death of James Bauer is,The place of death of the director of The Black Star is,James Bauer,the director of The Black Star, Argentina,3.5185523756808834e-06,9.528207556286361e-06,9.687478268460836e-06,9.186864190269262e-06,1.3716353350901045e-06,2.469364289936493e-06,7.082677257130854e-06,3.527646549628116e-05,5.555183179239975e-06,0.00010325281618861482,4.981086476618657e-06,6.482627213699743e-06,1.6069112689365284e-06,4.2089814087376e-06,5.657705060002627e-06,6.87384726916207e-06,2.430970562272705e-05,5.197101017984096e-06,1.8194838276031078e-06,1.3326681255421136e-05,2.5651222586020594e-06,3.123295186924224e-07,8.857817874741158e-07,7.280972909029515e-07,2.21052722793047e-08,3.761113376299363e-08,5.973564043415536e-08,2.2682602462964496e-08,8.612451551925915e-08,1.4521377522669354e-07,8.176480719157553e-07,2.7845214845001465e-07,3.099699461017735e-05,1.0863527677429374e-06
77,The place of birth of Björk is,The place of birth of the performer of Oceania is,Björk,the performer of Oceania, Reykjavík,3.416007245959918e-07,3.1626728969058604e-07,6.724018675186016e-08,6.216885708454356e-07,1.1500113714646432e-06,3.15952433993516e-07,4.771251269630739e-07,8.48371939810022e-07,4.1255378846472013e-07,9.042275337378669e-07,6.723007004438841e-07,7.076874908307218e-07,3.609095529100159e-07,7.419345706694003e-07,1.20873750120154e-07,4.1704404907250137e-07,4.102867933397647e-06,6.559744360856712e-05,1.8017894035438076e-05,0.001883819350041449,0.0008422808605246246,0.0003965204523410648,0.0003019868163391948,0.027423905208706856,0.3710329234600067,0.2019936740398407,0.5489639043807983,0.5192456245422363,0.08495401591062546,0.03420475870370865,0.0366206131875515,0.0046425568871200085,7.5085358730575535e-06,0.29156121611595154
78,The date of death of Susan of Albania is,The date of death of the mother of Prince Leka of Albania is,Susan of Albania,the mother of Prince Leka of Albania, 17 July 2004,0.009641102515161037,0.0446685366332531,0.11827981472015381,0.003393264953047037,0.01832704246044159,0.6471898555755615,0.14092972874641418,0.0047197663225233555,0.40726903080940247,0.058829449117183685,0.07550142705440521,0.08631405979394913,0.017757633700966835,0.00020139128901064396,0.00931987352669239,0.002153343753889203,0.03963756188750267,0.01730169728398323,0.5761286020278931,0.6023200750350952,0.0452161580324173,0.0019038396421819925,0.0003635333850979805,0.00297167687676847,0.00015603387146256864,0.00023474550107493997,0.0009438595152460039,0.0005404924741014838,0.00015196591266430914,0.00021731815650127828,0.0005232483963482082,0.44637197256088257,0.038519375026226044,0.0456325002014637
79,The place of death of Augustus II the Strong is,The place of death of the spouse of Christiane Eberhardine of Brandenburg-Bayreuth is,Augustus II the Strong,the spouse of Christiane Eberhardine of Brandenburg-Bayreuth, Warsaw,3.22986608125575e-07,2.9962831149532576e-07,2.894342321368981e-09,8.938412676684493e-09,5.672691205660385e-10,5.939107539099098e-10,2.0857948701547002e-09,9.60000345884282e-09,1.593657650289515e-08,5.211303388819033e-09,2.405472487865268e-09,5.0561936859594425e-09,2.1187656074062033e-08,3.1310602111034314e-08,9.420659807801712e-08,3.152813832230095e-08,2.281505260270933e-07,1.3288349975937308e-07,1.1454296782176243e-06,9.243711929229903e-07,2.542993797760573e-07,9.954145241408696e-08,1.31493194999166e-07,4.923284109281667e-07,1.1471418019937119e-06,8.834067557472736e-06,4.16352031606948e-06,3.5287691844132496e-06,2.656394826772157e-06,3.435682629060466e-06,1.3172753824619576e-05,8.837056157062761e-06,9.703850992082153e-06,7.032619032543153e-05
