explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
Johannes Gutenberg originally trained to become a,The inventor of the printing press originally trained to become a,Johannes Gutenberg,The inventor of the printing press, goldsmith,4.3541072045627516e-06,6.550193575094454e-06,2.597018283267971e-05,1.4052067854208872e-05,1.17102308649919e-05,1.6151230738614686e-05,2.7128469810122624e-05,2.148384191968944e-05,8.259459718829021e-06,1.306339163420489e-05,9.47469743550755e-06,2.2228937268664595e-06,0.0005250548711046576,0.0002784294483717531
"In addition to being an inventor, Samuel F.B. Morse was also a talented","In addition to being an inventor, the developer of the electrical telegraph was also a talented",Samuel F.B. Morse,the developer of the electrical telegraph, artist,0.0002638165024109185,0.014342047274112701,0.06848311424255371,0.10564569383859634,0.013892670162022114,0.011390598490834236,0.004553955513983965,0.011343194171786308,0.0033335990738123655,4.7225254093063995e-05,1.7507534266769653e-07,0.0011263033375144005,0.02276788279414177,0.02512136660516262
The first patented invention of Thomas Alva Edison was the electric,The first patented invention of the inventor of the light bulb was the electric,Thomas Alva Edison,the inventor of the light bulb, vote recorder,2.6205016183666885e-05,1.3085725640848977e-06,2.3247644094226416e-06,4.4282372982706875e-05,9.833509830059484e-05,2.205711825808976e-05,8.70098631367e-07,1.2444015737855807e-06,1.8321709660540364e-07,3.6977849049435463e-07,1.7139957231293579e-09,5.792278323646372e-10,2.03042527573416e-05,1.6290836356347427e-05
Nikola Tesla was born in the modern-day country of,The rival of Thomas Alva Edison was born in the modern-day country of,Nikola Tesla,The rival of Thomas Alva Edison, Croatia,0.0009068224462680519,9.544955537421629e-05,0.0017384098609909415,0.005494484677910805,0.0018745133420452476,0.0018253031885251403,0.00369416456669569,0.00327720632776618,0.0021725513506680727,0.004456642549484968,0.0008684354252181947,0.0007542790262959898,0.0007150236051529646,0.0023419095668941736
Nikola Tesla went to the University of,The inventor of the Tesla coin went to the University of,Nikola Tesla,The inventor of the Tesla coin, Graz,0.0035580128896981478,0.0003554329159669578,0.00028885866049677134,4.629300383385271e-05,6.111497350502759e-05,7.581582758575678e-05,0.00011165159230586141,0.0004778880102094263,9.010503708850592e-05,0.00016534981841687113,0.000291677366476506,0.0008027476142160594,0.000146983889862895,0.0003681496891658753
Nikola Tesla died in the city called,The inventor of the induction motor died in the city called,Nikola Tesla,The inventor of the induction motor," New York City, U.S.",0.011175785213708878,0.0002792151353787631,0.0013110401341691613,0.00031444482738152146,7.173444464569911e-05,0.000821016903501004,0.0007624875870533288,0.002856690902262926,0.004976049531251192,0.0004708544001914561,8.268940003205993e-13,5.429007937651775e-11,0.009191946126520634,0.009837392717599869
Nikola Tesla studied,The inventor of alternating current studied,Nikola Tesla,The inventor of alternating current, electrical engineering,8.681458893988747e-06,1.2401461901845323e-07,4.816757837033947e-08,5.201250630193499e-08,1.8508134758121741e-07,1.609419655324018e-06,2.8821004889323376e-06,1.1248228474869393e-05,1.1223886758671142e-05,5.230489114183001e-05,1.9869460174959386e-06,5.867663688263747e-08,0.021024348214268684,0.0049547310918569565
New York City is in the state of,The most populous city in the United States is in the state of,New York City,The most populous city in the United States, New York,0.011370751075446606,0.012277856469154358,0.019271666184067726,0.0022709034383296967,0.0021031219512224197,0.0006446798797696829,8.604936738265678e-06,4.705626270151697e-05,7.257923425640911e-05,3.7492036426556297e-06,1.7095793225507805e-07,1.7331622359506582e-08,0.11195842176675797,0.5311719179153442
Michelle Obama was born in the city of,Barack Obama's wife was born in the city of,Michelle Obama,Barack Obama's wife, Chicago,0.002484273398295045,0.0019541876390576363,0.003045835066586733,0.008497796021401882,0.00490902503952384,0.0075150285847485065,0.005849748849868774,0.0043097976595163345,0.0023341262713074684,0.0023724071215838194,0.010043912567198277,0.020248165354132652,0.06765872985124588,0.06774871051311493
Florence Nightingale was born in the city of,The founder of modern nursing was born in the city of,Florence Nightingale,The founder of modern nursing, Florence,3.8279275031527504e-05,5.217220677877776e-05,5.8541314501781017e-05,0.0003224227693863213,0.0016083025839179754,0.0016984089743345976,0.0031404001638293266,0.000717348710168153,0.00960081722587347,0.24018749594688416,0.09421379119157791,0.11334121972322464,0.0037216481287032366,0.023974500596523285
Hippocrates was from the country of,The father of medicine was from the country of,Hippocrates,The father of medicine, Greece,2.4547729481128044e-05,0.0002667337248567492,0.0006404727464541793,0.006405871361494064,0.005445393733680248,0.0006787518505007029,0.0002641990431584418,0.00035417528124526143,0.010844452306628227,0.00811559334397316,0.004755939822643995,0.0052848514169454575,0.002914401702582836,0.034635018557310104
Albert Einstein was known for developing the theory of,The winner of the 1921 Nobel Prize in Physics was known for developing the theory of,Albert Einstein,The winner of the 1921 Nobel Prize in Physics , relativity,4.3642587115755305e-05,3.4543973015388474e-05,0.00016993728058878332,0.0005525105516426265,0.0007994360639713705,0.00017431996820960194,0.0021063738968223333,0.0022827305365353823,0.06710214167833328,0.824506938457489,0.9619392156600952,0.9511967301368713,0.20303861796855927,0.7281508445739746
James Madison was born in the state of,The father of the Constitution was born in the state of,James Madison,The father of the Constitution, Virgina,8.848128345562145e-05,2.4753269826760516e-05,5.984239760437049e-05,1.548109867144376e-05,1.0130083865078632e-05,8.120904567476828e-06,1.918010639201384e-05,1.2141294064349495e-05,4.334044589882069e-08,2.2214612371840303e-09,2.166857943075584e-10,3.945990756371032e-11,0.00022095354506745934,6.250671140151098e-05
Charles Babbage was born in the city of,The father of the computer was born in the city of,Charles Babbage,The father of the computer, London,0.000843183952383697,0.003989484626799822,0.024956991896033287,0.0251165684312582,0.009687479585409164,0.03432471677660942,0.07605631649494171,0.02102794498205185,0.016882484778761864,0.036585405468940735,0.01368260383605957,0.0457913838326931,0.0035741699393838644,0.04576884210109711
Galileo Galilei was born in the city of,The father of the scientific method was born in the city of,Galileo Galilei,The father of the scientific method, Pisa,0.00024906315957196057,1.5708634236943908e-05,4.8280689952662215e-06,4.8147394409170374e-06,0.00031286696321330965,0.000961687124799937,0.001995253376662731,0.003623044351115823,7.838279998395592e-06,2.0776599995997458e-08,6.199944446727557e-10,3.111887691975568e-10,0.02191423624753952,0.030827293172478676
The Taj Mahal was commissioned by,The ivory-white mausoleum in India was commissioned by,The Taj Mahal,The ivory-white mausoleum in India, Shah Jahan,0.0002658751036506146,0.001668784418143332,0.0009870956419035792,0.0008195359259843826,0.0015219165943562984,0.0001593514025444165,1.7994854715652764e-05,8.594016981078312e-05,1.4083402675169054e-05,0.0012439378770068288,0.0001424057991243899,9.335154572909232e-06,0.0004683964652940631,0.0013293435331434011
The Gateway Arch is located in,The world's tallest arch is located in,The Gateway Arch,The world's tallest arch, St. Louis,3.198768899892457e-05,2.081515958707314e-05,0.00018078919674735516,0.00011127536708954722,0.0021162827033549547,0.0008830217411741614,0.0022838073782622814,0.00041352299740538,1.606839578016661e-05,1.0213509085588157e-05,1.5213782717182767e-05,5.619214107355219e-07,0.0022769910283386707,0.0016982441302388906
The Shard is located in the city of,The tallest building in the United Kingdom is located in the city of,The Shard,The tallest building in the United Kingdom, London,6.254377512959763e-05,3.620627103373408e-05,0.00017396478506270796,5.560648423852399e-05,0.00010369973460910842,1.6311900026266812e-06,2.4807525478287573e-10,2.752006267314755e-08,4.120104701854643e-09,4.8244839234712344e-09,4.694784934144991e-07,1.7760937680577626e-06,0.10919373482465744,0.007023423444479704
T. Rex lived on the modern day continent of,The dinosaur with tiny arms lived on the modern day continent of,T. Rex,The dinosaur with tiny arms, North America,0.006131006870418787,0.012902239337563515,0.00996759906411171,0.030520882457494736,0.03205893188714981,0.036150772124528885,0.02512834034860134,0.013483901508152485,0.01042398251593113,0.004570584744215012,0.001300476840697229,0.0006550012622028589,0.0949275940656662,0.035418711602687836
Bananas grow on,Long yellow berries grow on,Bananas,Long yellow berries, trees,1.366843749295299e-09,1.4750251020601013e-10,3.5216540794635875e-09,8.739809231883555e-07,1.4132484466244932e-05,2.1840459396571532e-07,5.611488518297847e-07,6.777067028451711e-05,0.0011759898625314236,0.11750683188438416,0.45611223578453064,0.5181713104248047,0.02174154296517372,0.1617482453584671
"When life gives you limes, make","When life gives you the green version of lemons, make",limes,the green version of lemons, limeade,3.0301084308348436e-08,6.127948637413283e-08,2.3612058086541765e-08,1.0416871418783558e-06,1.182726464321604e-06,1.2342979971435852e-06,9.307032996730413e-06,5.523655090655666e-06,4.183892815490253e-05,0.000249978358624503,0.0009337184019386768,0.0001038350019371137,0.00020648600184358656,0.0017836415208876133
Helen Keller was born in the state of,A deaf and blind disability rights activist was born in the state of,Helen Keller,A deaf and blind disability rights activist, Alabama,3.0573002618439205e-07,0.0002707644598558545,0.002276035724207759,0.002408802043646574,0.0006467574858106673,0.0019867662340402603,0.01205808948725462,0.018689153715968132,0.00040336453821510077,1.6242607671301812e-05,1.6187248874643956e-08,7.731579898972996e-06,0.03721389174461365,0.012421609833836555
Mozart was born in the modern day country of,The pianist who composed Twinkle Twinkle Little Star was born in the modern day country of,Mozart,The pianist who composed Twinkle Twinkle Little Star, Austria,0.0003631598665378988,0.0004811972612515092,0.0021164866629987955,0.0027677020989358425,0.002404968487098813,0.006805369630455971,0.0025103935040533543,0.0014056222280487418,0.008986375294625759,0.02791142649948597,0.002486475044861436,0.002529534976929426,0.0029399790801107883,0.005768753122538328
Beethoven was born in the modern day country of,The pianist who eventually went deaf was born in the modern day country of,Beethoven,The pianist who eventually went deaf, Germany,0.0006881767185404897,0.0013561878586187959,0.0017617959529161453,0.002110179513692856,0.0026688352227211,0.004948274698108435,0.006771277170628309,0.004450642503798008,0.009716342203319073,0.016676040366292,0.00442681135609746,0.0035653342492878437,0.008374558761715889,0.019561806693673134
The father of Hermes is,The father of the Greek messenger god is,Hermes,Greek messenger god, Zeus,3.348726750118658e-05,4.5181249674897117e-07,1.4846520457467705e-07,1.0691771876736311e-06,4.553691201891752e-09,1.2170692009760842e-08,4.043914714202401e-08,8.87058718035405e-07,2.6002831532423443e-07,3.65992818842642e-05,6.201860287546879e-06,3.88048329114099e-06,0.0008026838768273592,0.00038682023296132684
Thor is the son of,The God of Thunder is the son of,Thor,The God of Thunder, Odin,5.370928192860447e-06,0.00017749979451764375,0.00012016680557280779,1.542341306048911e-05,3.1693327855464304e-06,2.321026386198355e-06,1.3870966313334065e-06,3.6172700674796943e-06,7.368326805590186e-06,4.062811058247462e-05,6.450454384321347e-05,0.0001473951415391639,0.004538001026958227,0.005897104274481535
New York City is also known as The Big,The most populous city in the United States is also known as The Big,New York City,The most populous city in the United States, Apple,0.0004248446202836931,0.0025126172695308924,0.0019657472148537636,0.003199795726686716,0.0019825496710836887,0.0032532396726310253,0.0015099927550181746,0.001288317609578371,0.0014929407043382525,0.0002844949485734105,0.004311585333198309,0.018475066870450974,0.15399526059627533,0.679471492767334
Abraham Lincoln succeeded in abolishing,The first president to be assassinated succeeded in abolishing,Abraham Lincoln,The first president to be assassinated, slavery,0.0002185796620324254,0.0011262252228334546,0.00033165799686685205,0.004897165112197399,0.0005464351852424443,0.0010907240211963654,0.01126068364828825,0.04884995147585869,0.036405645310878754,0.8469023704528809,0.9443886876106262,0.994350016117096,0.32829365134239197,0.6714491844177246
Abraham Lincoln fought in the,The first president to be assassinated fought in the,Abraham Lincoln,The first president to be assassinated, Civil War,1.522730144642992e-06,0.0001436419115634635,0.0011949961772188544,0.0003130434197373688,0.00023320436594076455,0.010719464160501957,0.04117323085665703,0.019206978380680084,0.009195086546242237,0.08310752362012863,0.005587179679423571,0.5777584910392761,0.025431009009480476,0.48076027631759644
Medusa could turn people into,The goddess with snakes for hair could turn people into,Medusa,The goddess with snakes for hair, stone,3.342772458836407e-07,4.749482584998077e-08,4.489179872280147e-08,4.8480156777941374e-08,2.7857302242750848e-08,1.146966344123257e-08,3.3129277099419596e-10,5.332046471018259e-10,1.261270532459946e-10,8.495133485553197e-10,3.797961056761778e-09,2.3517072733625355e-09,0.0021859267726540565,0.00045007638982497156
Persephone is famous for eating a,The daughter of Demeter is famous for eating a,Persephone,the daughter of Demeter, pomegranate,0.00015654285380151123,1.1334902410453651e-05,8.098702528513968e-05,1.3060899618722033e-05,2.1676270989701152e-05,3.609295526985079e-05,6.451022636611015e-05,2.573624806245789e-05,4.7478886699536815e-05,2.2120033463579603e-05,1.049209458869882e-05,9.011709153128322e-06,0.001891528838314116,0.0009113051928579807
Oedipus married a woman named,The King of Thebes married a woman named,Oedipus,The King of Thebes, Jocasta,2.663189843588043e-05,0.0005128321354277432,0.0002110049972543493,0.00028968523838557303,0.0020087645389139652,0.003186781657859683,0.029247110709547997,0.00939329992979765,0.008492697961628437,0.02801188826560974,0.015841742977499962,0.004940325394272804,0.004653973039239645,0.006969695445150137
William Shakespeare was born in the country of,The Bard of Avon was born in the country of,William Shakespeare,The Bard of Avon, England,0.005960723385214806,0.01930881105363369,0.048370130360126495,0.03173135966062546,0.02453809231519699,0.015487901866436005,0.011337132193148136,0.004445923492312431,0.01926754042506218,0.023963840678334236,0.04570481553673744,0.006813392974436283,0.02610815316438675,0.06751277297735214
Hercules had a father named,The son of Hera had a father named,Hercules,The son of Hera, Zeus,7.179588124017755e-07,1.2704593927992391e-06,2.718540770274558e-07,2.0393825295172974e-08,1.438032199985173e-07,4.2283608081561397e-07,1.924773052053297e-08,1.740902575875225e-06,1.299038387969631e-08,4.318404696877255e-14,3.510481618937411e-12,1.8520091710216846e-11,0.0122365802526474,6.737756484653801e-05
The Great Barrier Reef is located off the coast of the continent of,The largest coral reef system in the world is located off the coast of the continent of,The Great Barrier Reef,The largest coral reef system in the world, Australia,0.0030857722740620375,0.0037678300868719816,0.006075934506952763,0.004434293136000633,0.004312062636017799,0.005976180545985699,0.002499643247574568,0.008964013308286667,0.01296292245388031,0.7155133485794067,0.8577691316604614,0.5321069359779358,0.01905777119100094,0.11812662333250046
The Louvre Museum is located in the city of,The largest art museum in the world is located in the city of,The Louvre Museum,The largest art museum in the world, Paris,0.013565116561949253,0.01206732727587223,0.0056710499338805676,0.011012077331542969,0.00951410736888647,0.008658920414745808,0.0005672639235854149,0.001120269880630076,0.012238643132150173,0.4308930039405823,0.7765284180641174,0.9264459609985352,0.012629863806068897,0.41894426941871643
Mount Everest is located in the,The highest peak in the world is located in the,Mount Everest,The highest peak in the world, Himalayan,2.667219860086334e-06,0.0006844798917882144,0.0011358852498233318,6.184671656228602e-05,0.00012829573825001717,0.0002680619072634727,3.804693551501259e-05,2.112215270244633e-06,5.33690808879328e-06,0.017291609197854996,0.13259148597717285,0.4321399927139282,0.02680816315114498,0.11865249276161194
Mammoth Cave is located in,The longest known cave system is located in ,Mammoth Cave,The longest known cave system, Kentucky,5.373814246922848e-07,7.367130365310004e-06,1.6910316844587214e-05,1.4107651622907724e-05,3.405641564313555e-06,4.189823357592104e-06,1.3290888318806537e-06,9.56689200393157e-06,2.643512016220484e-05,1.2171494745416567e-06,8.995731377581251e-07,2.439559921185719e-06,6.084517281124135e-07,3.273422044003382e-05
The blue whale is a,The largest animal to exist is a,blue whale,largest animal to exist, mammal,1.387063974789271e-07,4.032915967400186e-06,5.10357995153754e-06,1.809866625990253e-05,2.124473667208804e-06,9.173754733637907e-07,1.278960048978206e-08,2.556928668795422e-09,7.526413270397825e-08,1.321354375249939e-06,1.1401913297959254e-06,8.241616278326092e-09,0.005306341219693422,0.0025547342374920845
Jupiter is the largest planet in the solar,The fifth planet from the sun is the largest planet in the solar,Jupiter,The fifth planet from the sun, system,0.006025170441716909,0.0021997669246047735,0.003949567675590515,0.01872737519443035,0.005124252755194902,0.014420188963413239,0.00998014211654663,0.037878863513469696,0.11822211742401123,0.58824223279953,0.8633770942687988,0.9931102991104126,0.995122492313385,0.9971902966499329
